# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "briggsae.cds.small.gff" "-o" "counts/Cbr_fc.counts.txt" "alignments/Cbr_1_Cbr.sorted.bam" "alignments/Cbr_2_Cbr.sorted.bam" "alignments/Cbr_3_Cbr.sorted.bam" "alignments/hf1_split/HF1_1_Cbr.sorted.bam" "alignments/hf1_split/HF1_2_Cbr.sorted.bam" "alignments/hf1_split/HF1_3_Cbr.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/Cbr_1_Cbr.sorted.bam	alignments/Cbr_2_Cbr.sorted.bam	alignments/Cbr_3_Cbr.sorted.bam	alignments/hf1_split/HF1_1_Cbr.sorted.bam	alignments/hf1_split/HF1_2_Cbr.sorted.bam	alignments/hf1_split/HF1_3_Cbr.sorted.bam
CBRIG.X.g20433.t2__CNIGO.Cnig_chr_X.g24305.t3	CBRIG.X.g20433.t2	1	1353	+	1353	1103	1062	1027	595	576	526
CBRIG.X.g20436.t1__CNIGO.Cnig_chr_X.g24309.t2	CBRIG.X.g20436.t1	1	1206	+	1206	1961	1855	1901	200	257	216
CBRIG.X.g20441.t1__CNIGO.Cnig_chr_X.g24315.t1	CBRIG.X.g20441.t1	1	921	+	921	376	381	337	196	171	195
CBRIG.X.g20466.t1__CNIGO.Cnig_chr_X.g24346.t1	CBRIG.X.g20466.t1	1	846	+	846	335	346	315	159	144	179
CBRIG.X.g20480.t1__CNIGO.Cnig_chr_X.g24361.t1	CBRIG.X.g20480.t1	1	1590	+	1590	655	584	668	260	347	267
CBRIG.X.g20489.t2__CNIGO.Cnig_chr_X.g24370.t1	CBRIG.X.g20489.t2	1	966	+	966	409	326	456	148	212	253
CBRIG.X.g20492.t1__CNIGO.Cnig_chr_X.g24373.t1	CBRIG.X.g20492.t1	1	480	+	480	452	388	358	292	349	434
CBRIG.X.g20510.t2__CNIGO.Cnig_chr_X.g24396.t1	CBRIG.X.g20510.t2	1	2544	+	2544	959	927	956	487	471	542
CBRIG.X.g20538.t1__CNIGO.Cnig_chr_X.g24330.t1	CBRIG.X.g20538.t1	1	522	+	522	195	169	193	90	77	76
CBRIG.X.g20545.t1__CNIGO.Cnig_chr_X.g24425.t2	CBRIG.X.g20545.t1	1	1224	+	1224	975	951	981	294	266	276
CBRIG.X.g20547.t2__CNIGO.Cnig_chr_X.g24428.t1	CBRIG.X.g20547.t2	1	1818	+	1818	3072	2955	2839	698	683	649
CBRIG.X.g20553.t1__CNIGO.Cnig_chr_X.g24433.t1	CBRIG.X.g20553.t1	1	294	+	294	243	206	226	121	124	140
CBRIG.X.g20565.t1__CNIGO.Cnig_chr_X.g24445.t1	CBRIG.X.g20565.t1	1	795	+	795	370	337	306	517	454	546
CBRIG.X.g20577.t1__CNIGO.Cnig_chr_X.g24457.t1	CBRIG.X.g20577.t1	1	474	+	474	153	168	255	84	82	77
CBRIG.X.g20586.t1__CNIGO.Cnig_chr_X.g24466.t2	CBRIG.X.g20586.t1	1	810	+	810	585	706	643	241	153	156
CBRIG.X.g20592.t1__CNIGO.Cnig_chr_X.g24474.t1	CBRIG.X.g20592.t1	1	1212	+	1212	552	461	469	258	231	271
CBRIG.X.g20630.t1__CNIGO.Cnig_chr_X.g24517.t2	CBRIG.X.g20630.t1	1	678	+	678	1121	1179	997	133	162	109
CBRIG.X.g20632.t1__CNIGO.Cnig_chr_X.g24519.t1	CBRIG.X.g20632.t1	1	2349	+	2349	2878	2976	2963	418	479	515
CBRIG.X.g20651.t1__CNIGO.Cnig_chr_X.g26396.t1	CBRIG.X.g20651.t1	1	738	+	738	1217	1199	1242	148	134	153
CBRIG.X.g20659.t1__CNIGO.Cnig_chr_X.g24546.t1	CBRIG.X.g20659.t1	1	2043	+	2043	1629	1684	1662	407	324	409
CBRIG.X.g20661.t1__CNIGO.Cnig_chr_X.g24549.t4	CBRIG.X.g20661.t1	1	1656	+	1656	1291	1314	1305	355	340	324
CBRIG.X.g20662.t1__CNIGO.Cnig_chr_X.g24550.t3	CBRIG.X.g20662.t1	1	2691	+	2691	3147	3093	3229	1143	1078	1181
CBRIG.X.g20664.t1__CNIGO.Cnig_chr_X.g24552.t1	CBRIG.X.g20664.t1	1	435	+	435	152	176	180	175	123	136
CBRIG.X.g20680.t1__CNIGO.Cnig_chr_X.g24567.t1	CBRIG.X.g20680.t1	1	1260	+	1260	1046	1019	970	1750	1731	1778
CBRIG.X.g20709.t1__CNIGO.Cnig_chr_X.g24601.t2	CBRIG.X.g20709.t1	1	1656	+	1656	581	655	705	317	323	320
CBRIG.X.g20726.t3__CNIGO.Cnig_chr_X.g24627.t1	CBRIG.X.g20726.t3	1	2817	+	2817	3445	3225	3353	550	529	602
CBRIG.X.g20734.t1__CNIGO.Cnig_chr_X.g24632.t3	CBRIG.X.g20734.t1	1	1026	+	1026	1149	1327	1338	394	427	423
CBRIG.X.g20746.t4__CNIGO.Cnig_chr_X.g24647.t1	CBRIG.X.g20746.t4	1	1713	+	1713	689	629	641	579	658	682
CBRIG.X.g20773.t2__CNIGO.Cnig_chr_X.g24673.t2	CBRIG.X.g20773.t2	1	816	+	816	308	261	315	127	152	138
CBRIG.X.g20782.t1__CNIGO.Cnig_chr_X.g24681.t1	CBRIG.X.g20782.t1	1	1803	+	1803	656	758	762	1037	1031	1026
CBRIG.X.g20784.t1__CNIGO.Cnig_chr_X.g24684.t1	CBRIG.X.g20784.t1	1	1185	+	1185	1456	1394	1312	184	259	238
CBRIG.X.g20814.t1__CNIGO.Cnig_chr_X.g24717.t1	CBRIG.X.g20814.t1	1	1497	+	1497	661	626	593	311	225	359
CBRIG.X.g20858.t1__CNIGO.Cnig_chr_X.g24778.t1	CBRIG.X.g20858.t1	1	762	+	762	309	301	325	150	146	130
CBRIG.X.g20892.t1__CNIGO.Cnig_chr_X.g24811.t1	CBRIG.X.g20892.t1	1	948	+	948	1109	1142	1170	860	724	667
CBRIG.X.g20898.t2__CNIGO.Cnig_chr_X.g24816.t1	CBRIG.X.g20898.t2	1	1002	+	1002	1593	1466	1663	199	276	222
CBRIG.X.g20899.t2__CNIGO.Cnig_chr_X.g24817.t1	CBRIG.X.g20899.t2	1	2148	+	2148	901	875	807	401	406	404
CBRIG.X.g20912.t1__CNIGO.Cnig_chr_X.g24834.t1	CBRIG.X.g20912.t1	1	420	+	420	162	183	196	92	65	92
CBRIG.X.g20919.t1__CNIGO.Cnig_chr_X.g24844.t1	CBRIG.X.g20919.t1	1	1545	+	1545	1315	1218	1305	316	353	272
CBRIG.X.g20962.t1__CNIGO.Cnig_chr_X.g24917.t2	CBRIG.X.g20962.t1	1	1167	+	1167	1298	1449	1293	683	766	735
CBRIG.X.g20975.t1__CNIGO.Cnig_chr_X.g24930.t1	CBRIG.X.g20975.t1	1	732	+	732	275	367	244	158	155	125
CBRIG.X.g20991.t1__CNIGO.Cnig_chr_X.g24944.t1	CBRIG.X.g20991.t1	1	1455	+	1455	609	574	638	558	573	618
CBRIG.X.g21083.t1__CNIGO.Cnig_chr_X.g25043.t2	CBRIG.X.g21083.t1	1	552	+	552	192	223	277	88	76	142
CBRIG.X.g21110.t1__CNIGO.Cnig_chr_X.g25073.t2	CBRIG.X.g21110.t1	1	786	+	786	337	327	334	162	158	135
CBRIG.X.g21116.t1__CNIGO.Cnig_chr_X.g25077.t1	CBRIG.X.g21116.t1	1	216	+	216	141	181	149	45	61	23
CBRIG.X.g21130.t1__CNIGO.Cnig_chr_X.g25093.t1	CBRIG.X.g21130.t1	1	309	+	309	125	139	129	50	54	52
CBRIG.X.g21135.t3__CNIGO.Cnig_chr_X.g25100.t1	CBRIG.X.g21135.t3	1	1305	+	1305	551	453	557	252	250	209
CBRIG.X.g21140.t1__CNIGO.Cnig_chr_X.g25108.t1	CBRIG.X.g21140.t1	1	264	+	264	99	100	115	44	30	41
CBRIG.X.g21179.t1__CNIGO.Cnig_chr_X.g25156.t3	CBRIG.X.g21179.t1	1	957	+	957	326	393	486	376	365	465
CBRIG.X.g21201.t1__CNIGO.Cnig_chr_X.g24490.t1	CBRIG.X.g21201.t1	1	198	+	198	76	126	44	34	67	24
CBRIG.X.g21241.t1__CNIGO.Cnig_chr_X.g25230.t1	CBRIG.X.g21241.t1	1	798	+	798	580	693	714	340	318	327
CBRIG.X.g21250.t4__CNIGO.Cnig_chr_X.g25235.t3	CBRIG.X.g21250.t4	1	3849	+	3849	1360	1642	1548	772	726	764
CBRIG.X.g21251.t1__CNIGO.Cnig_chr_X.g25236.t1	CBRIG.X.g21251.t1	1	606	+	606	227	204	267	167	146	123
CBRIG.X.g21265.t1__CNIGO.Cnig_chr_X.g25253.t2	CBRIG.X.g21265.t1	1	549	+	549	208	210	229	93	105	128
CBRIG.X.g21275.t1__CNIGO.Cnig_chr_X.g25266.t3	CBRIG.X.g21275.t1	1	2844	+	2844	3474	3402	3367	498	583	583
CBRIG.X.g21278.t1__CNIGO.Cnig_chr_X.g25271.t1	CBRIG.X.g21278.t1	1	624	+	624	275	235	262	542	506	586
CBRIG.X.g21294.t1__CNIGO.Cnig_chr_X.g25294.t1	CBRIG.X.g21294.t1	1	429	+	429	959	806	934	120	87	69
CBRIG.X.g21307.t1__CNIGO.Cnig_chr_X.g25307.t1	CBRIG.X.g21307.t1	1	1212	+	1212	1420	1361	1374	234	225	250
CBRIG.X.g21366.t1__CNIGO.Cnig_chr_X.g25382.t1	CBRIG.X.g21366.t1	1	2454	+	2454	4920	4993	4996	427	498	492
CBRIG.X.g21368.t1__CNIGO.Cnig_chr_X.g25384.t1	CBRIG.X.g21368.t1	1	2277	+	2277	999	854	991	488	481	373
CBRIG.X.g21397.t2__CNIGO.Cnig_chr_X.g25431.t2	CBRIG.X.g21397.t2	1	3402	+	3402	5406	5266	5424	1306	1340	1359
CBRIG.X.g21407.t1__CNIGO.Cnig_chr_X.g25443.t1	CBRIG.X.g21407.t1	1	246	+	246	175	183	188	51	43	74
CBRIG.X.g21434.t1__CNIGO.Cnig_chr_X.g26395.t1	CBRIG.X.g21434.t1	1	501	+	501	233	223	204	181	184	208
CBRIG.X.g21527.t1__CNIGO.Cnig_chr_X.g25575.t1	CBRIG.X.g21527.t1	1	474	+	474	200	232	206	69	94	95
CBRIG.X.g21529.t1__CNIGO.Cnig_chr_X.g25578.t2	CBRIG.X.g21529.t1	1	1401	+	1401	562	584	653	246	307	308
CBRIG.X.g21552.t1__CNIGO.Cnig_chr_X.g25609.t1	CBRIG.X.g21552.t1	1	738	+	738	319	282	274	652	593	564
CBRIG.X.g21553.t2__CNIGO.Cnig_chr_X.g25610.t1	CBRIG.X.g21553.t2	1	825	+	825	707	619	721	227	161	175
CBRIG.X.g21555.t1__CNIGO.Cnig_chr_X.g25612.t2	CBRIG.X.g21555.t1	1	714	+	714	289	236	324	643	531	523
CBRIG.X.g21561.t1__CNIGO.Cnig_chr_X.g25615.t2	CBRIG.X.g21561.t1	1	1482	+	1482	559	563	588	1891	1880	1925
CBRIG.X.g21576.t1__CNIGO.Cnig_chr_X.g25635.t1	CBRIG.X.g21576.t1	1	1023	+	1023	418	436	419	211	171	242
CBRIG.X.g21583.t1__CNIGO.Cnig_chr_X.g25645.t1	CBRIG.X.g21583.t1	1	1395	+	1395	590	549	578	466	501	528
CBRIG.X.g21585.t1__CNIGO.Cnig_chr_X.g25648.t1	CBRIG.X.g21585.t1	1	486	+	486	177	208	163	131	66	108
CBRIG.X.g21588.t1__CNIGO.Cnig_chr_X.g25651.t1	CBRIG.X.g21588.t1	1	501	+	501	193	202	162	110	93	79
CBRIG.X.g21591.t3__CNIGO.Cnig_chr_X.g25655.t1	CBRIG.X.g21591.t3	1	3285	+	3285	3828	3850	3881	612	645	721
CBRIG.X.g21599.t1__CNIGO.Cnig_chr_X.g25659.t2	CBRIG.X.g21599.t1	1	1236	+	1236	466	490	530	1869	1650	1676
CBRIG.X.g21695.t1__CNIGO.Cnig_chr_X.g25727.t1	CBRIG.X.g21695.t1	1	531	+	531	235	214	240	666	611	629
CBRIG.X.g21699.t3__CNIGO.Cnig_chr_X.g25736.t1	CBRIG.X.g21699.t3	1	1089	+	1089	924	829	898	218	207	167
CBRIG.X.g21703.t1__CNIGO.Cnig_chr_X.g25740.t1	CBRIG.X.g21703.t1	1	393	+	393	157	174	114	143	140	146
CBRIG.X.g21717.t1__CNIGO.Cnig_chr_X.g25763.t1	CBRIG.X.g21717.t1	1	453	+	453	386	405	391	67	70	82
CBRIG.X.g21719.t1__CNIGO.Cnig_chr_X.g25766.t1	CBRIG.X.g21719.t1	1	378	+	378	160	172	172	210	226	261
CBRIG.X.g21735.t1__CNIGO.Cnig_chr_X.g25792.t1	CBRIG.X.g21735.t1	1	1350	+	1350	2807	2772	2888	247	304	254
CBRIG.X.g21739.t1__CNIGO.Cnig_chr_X.g25796.t1	CBRIG.X.g21739.t1	1	2760	+	2760	1047	1053	1021	575	494	561
CBRIG.X.g21746.t2__CNIGO.Cnig_chr_X.g25804.t3	CBRIG.X.g21746.t2	1	504	+	504	567	612	632	132	81	95
CBRIG.X.g21754.t1__CNIGO.Cnig_chr_X.g25813.t1	CBRIG.X.g21754.t1	1	1005	+	1005	391	375	420	246	202	192
CBRIG.X.g21756.t2__CNIGO.Cnig_chr_X.g25815.t3	CBRIG.X.g21756.t2	1	2142	+	2142	1813	1770	1695	456	429	392
CBRIG.X.g21773.t2__CNIGO.Cnig_chr_X.g25835.t1	CBRIG.X.g21773.t2	1	696	+	696	249	238	290	102	109	150
CBRIG.X.g21782.t1__CNIGO.Cnig_chr_X.g25843.t1	CBRIG.X.g21782.t1	1	426	+	426	177	200	181	91	100	98
CBRIG.X.g21799.t1__CNIGO.Cnig_chr_X.g25888.t1	CBRIG.X.g21799.t1	1	1938	+	1938	777	796	797	391	415	344
CBRIG.X.g21806.t1__CNIGO.Cnig_chr_X.g25881.t1	CBRIG.X.g21806.t1	1	1278	+	1278	955	1025	1117	896	721	855
CBRIG.X.g21823.t1__CNIGO.Cnig_chr_X.g25861.t1	CBRIG.X.g21823.t1	1	408	+	408	165	157	184	93	64	41
CBRIG.X.g21824.t1__CNIGO.Cnig_chr_X.g25860.t1	CBRIG.X.g21824.t1	1	1341	+	1341	526	539	478	291	299	292
CBRIG.X.g21847.t1__CNIGO.Cnig_chr_X.g25910.t1	CBRIG.X.g21847.t1	1	651	+	651	303	205	276	161	175	135
CBRIG.X.g21852.t2__CNIGO.Cnig_chr_X.g25916.t1	CBRIG.X.g21852.t2	1	1362	+	1362	608	557	528	801	864	889
CBRIG.X.g21855.t5__CNIGO.Cnig_chr_X.g25919.t1	CBRIG.X.g21855.t5	1	7641	+	7641	3091	3272	2946	1473	1495	1527
CBRIG.X.g21860.t1__CNIGO.Cnig_chr_X.g25927.t2	CBRIG.X.g21860.t1	1	633	+	633	826	1060	1111	121	120	113
CBRIG.X.g21865.t1__CNIGO.Cnig_chr_X.g25932.t2	CBRIG.X.g21865.t1	1	1830	+	1830	1536	1527	1425	367	420	384
CBRIG.X.g21960.t1__CNIGO.Cnig_chr_X.g26105.t1	CBRIG.X.g21960.t1	1	660	+	660	235	299	258	158	114	114
CBRIG.X.g21972.t1__CNIGO.Cnig_chr_X.g26126.t1	CBRIG.X.g21972.t1	1	279	+	279	107	121	140	58	71	64
CBRIG.X.g22000.t1__CNIGO.Cnig_chr_X.g26163.t1	CBRIG.X.g22000.t1	1	495	+	495	196	222	183	183	169	186
CBRIG.X.g22004.t1__CNIGO.Cnig_chr_X.g26167.t1	CBRIG.X.g22004.t1	1	3345	+	3345	6588	6860	6836	709	650	649
CBRIG.X.g22157.t1__CNIGO.Cnig_chr_X.g26375.t1	CBRIG.X.g22157.t1	1	2010	+	2010	781	845	914	1536	1521	1636
CBRIG.X.g22181.t1__CNIGO.Cnig_chr_X.g26524.t1	CBRIG.X.g22181.t1	1	222	+	222	156	183	194	24	61	50
CBRIG.X.g22186.t2__CNIGO.Cnig_chr_X.g26518.t1	CBRIG.X.g22186.t2	1	573	+	573	195	208	235	586	585	502
CBRIG.X.g22219.t3__CNIGO.Cnig_chr_X.g26477.t3	CBRIG.X.g22219.t3	1	1161	+	1161	1519	1269	1343	229	235	243
CBRIG.X.g22247.t1__CNIGO.Cnig_chr_X.g26443.t1	CBRIG.X.g22247.t1	1	1587	+	1587	575	591	654	693	543	613
CBRIG.X.g22302.t1__CNIGO.Cnig_chr_X.g26571.t2	CBRIG.X.g22302.t1	1	693	+	693	824	824	854	142	163	129
CBRIG.X.g22304.t2__CNIGO.Cnig_chr_X.g26575.t3	CBRIG.X.g22304.t2	1	927	+	927	389	411	332	389	370	328
CBRIG.X.g22354.t1__CNIGO.Cnig_chr_X.g26679.t2	CBRIG.X.g22354.t1	1	987	+	987	344	415	381	364	378	395
CBRIG.X.g22373.t1__CNIGO.Cnig_chr_X.g26693.t2	CBRIG.X.g22373.t1	1	699	+	699	1722	1794	1643	437	426	395
