# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "nigoni.cds.small.gff" "-o" "counts/Cni_fc.counts.txt" "alignments/Cni_1_Cni.sorted.bam" "alignments/Cni_2_Cni.sorted.bam" "alignments/Cni_3_Cni.sorted.bam" "alignments/hf1_split/HF1_1_Cni.sorted.bam" "alignments/hf1_split/HF1_2_Cni.sorted.bam" "alignments/hf1_split/HF1_3_Cni.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/Cni_1_Cni.sorted.bam	alignments/Cni_2_Cni.sorted.bam	alignments/Cni_3_Cni.sorted.bam	alignments/hf1_split/HF1_1_Cni.sorted.bam	alignments/hf1_split/HF1_2_Cni.sorted.bam	alignments/hf1_split/HF1_3_Cni.sorted.bam
CBRIG.X.g18618.t1__CNIGO.Cnig_chr_X.g22273.t1	CNIGO.Cnig_chr_X.g22273.t1	1	1650	+	1650	3379	3211	3532	2017	1976	2067
CBRIG.X.g18628.t2__CNIGO.Cnig_chr_X.g22286.t3	CNIGO.Cnig_chr_X.g22286.t3	1	1296	+	1296	507	536	506	216	323	267
CBRIG.X.g18658.t1__CNIGO.Cnig_chr_X.g22321.t1	CNIGO.Cnig_chr_X.g22321.t1	1	519	+	519	437	465	407	101	132	92
CBRIG.X.g18678.t1__CNIGO.Cnig_chr_X.g22168.t1	CNIGO.Cnig_chr_X.g22168.t1	1	312	+	312	149	135	167	62	50	91
CBRIG.X.g18720.t1__CNIGO.Cnig_chr_X.g22370.t2	CNIGO.Cnig_chr_X.g22370.t2	1	1740	+	1740	678	687	694	350	324	348
CBRIG.X.g18739.t3__CNIGO.Cnig_chr_X.g22394.t1	CNIGO.Cnig_chr_X.g22394.t1	1	1056	+	1056	1151	1147	1238	212	185	221
CBRIG.X.g18740.t1__CNIGO.Cnig_chr_X.g22395.t1	CNIGO.Cnig_chr_X.g22395.t1	1	1425	+	1425	1083	1174	1155	338	252	252
CBRIG.X.g18762.t1__CNIGO.Cnig_chr_X.g22418.t3	CNIGO.Cnig_chr_X.g22418.t3	1	1629	+	1629	610	768	627	1098	928	914
CBRIG.X.g18772.t1__CNIGO.Cnig_chr_X.g22429.t1	CNIGO.Cnig_chr_X.g22429.t1	1	804	+	804	291	341	357	184	149	178
CBRIG.X.g18779.t1__CNIGO.Cnig_chr_X.g22435.t1	CNIGO.Cnig_chr_X.g22435.t1	1	1137	+	1137	802	750	1039	471	462	408
CBRIG.X.g18786.t2__CNIGO.Cnig_chr_X.g22442.t1	CNIGO.Cnig_chr_X.g22442.t1	1	1080	+	1080	408	387	379	220	198	211
CBRIG.X.g18818.t1__CNIGO.Cnig_chr_X.g22481.t1	CNIGO.Cnig_chr_X.g22481.t1	1	618	+	618	677	800	739	113	135	132
CBRIG.X.g18823.t1__CNIGO.Cnig_chr_X.g22485.t2	CNIGO.Cnig_chr_X.g22485.t2	1	711	+	711	1045	1237	1132	290	315	272
CBRIG.X.g18824.t1__CNIGO.Cnig_chr_X.g22486.t1	CNIGO.Cnig_chr_X.g22486.t1	1	519	+	519	235	182	230	69	100	124
CBRIG.X.g18827.t2__CNIGO.Cnig_chr_X.g22492.t2	CNIGO.Cnig_chr_X.g22492.t2	1	1404	+	1404	1061	1071	1129	280	300	266
CBRIG.X.g18831.t1__CNIGO.Cnig_chr_X.g22495.t1	CNIGO.Cnig_chr_X.g22495.t1	1	726	+	726	816	908	845	159	146	130
CBRIG.X.g18834.t1__CNIGO.Cnig_chr_X.g22497.t1	CNIGO.Cnig_chr_X.g22497.t1	1	1137	+	1137	1395	1456	1453	253	187	204
CBRIG.X.g18839.t1__CNIGO.Cnig_chr_X.g22502.t1	CNIGO.Cnig_chr_X.g22502.t1	1	1260	+	1260	1050	1103	1035	257	287	323
CBRIG.X.g18846.t1__CNIGO.Cnig_chr_X.g22508.t1	CNIGO.Cnig_chr_X.g22508.t1	1	1293	+	1293	493	497	519	231	260	240
CBRIG.X.g18859.t4__CNIGO.Cnig_chr_X.g22524.t1	CNIGO.Cnig_chr_X.g22524.t1	1	1086	+	1086	1319	1297	1329	206	230	232
CBRIG.X.g18987.t1__CNIGO.Cnig_chr_X.g22681.t1	CNIGO.Cnig_chr_X.g22681.t1	1	1464	+	1464	623	541	567	241	312	290
CBRIG.X.g18992.t1__CNIGO.Cnig_chr_X.g22689.t2	CNIGO.Cnig_chr_X.g22689.t2	1	1083	+	1083	425	510	414	185	235	213
CBRIG.X.g19020.t1__CNIGO.Cnig_chr_X.g22711.t1	CNIGO.Cnig_chr_X.g22711.t1	1	645	+	645	466	509	579	159	155	157
CBRIG.X.g19037.t2__CNIGO.Cnig_chr_X.g22736.t2	CNIGO.Cnig_chr_X.g22736.t2	1	3378	+	3378	1312	1414	1187	1951	2066	2149
CBRIG.X.g19039.t2__CNIGO.Cnig_chr_X.g22738.t1	CNIGO.Cnig_chr_X.g22738.t1	1	213	+	213	77	76	85	85	96	134
CBRIG.X.g19070.t3__CNIGO.Cnig_chr_X.g22780.t1	CNIGO.Cnig_chr_X.g22780.t1	1	573	+	573	249	258	215	110	98	164
CBRIG.X.g19094.t1__CNIGO.Cnig_chr_X.g22805.t1	CNIGO.Cnig_chr_X.g22805.t1	1	963	+	963	454	379	409	397	342	380
CBRIG.X.g19106.t1__CNIGO.Cnig_chr_X.g22822.t2	CNIGO.Cnig_chr_X.g22822.t2	1	321	+	321	99	109	140	69	56	77
CBRIG.X.g19107.t1__CNIGO.Cnig_chr_X.g22824.t2	CNIGO.Cnig_chr_X.g22824.t2	1	2796	+	2796	6930	6395	6603	621	522	539
CBRIG.X.g19108.t2__CNIGO.Cnig_chr_X.g22825.t1	CNIGO.Cnig_chr_X.g22825.t1	1	204	+	204	845	727	762	35	50	41
CBRIG.X.g19226.t2__CNIGO.Cnig_chr_X.g22979.t1	CNIGO.Cnig_chr_X.g22979.t1	1	2442	+	2442	1009	978	977	1458	1395	1452
CBRIG.X.g19260.t2__CNIGO.Cnig_chr_X.g23015.t1	CNIGO.Cnig_chr_X.g23015.t1	1	1281	+	1281	1008	955	994	1246	1301	1112
CBRIG.X.g19278.t2__CNIGO.Cnig_chr_X.g23031.t3	CNIGO.Cnig_chr_X.g23031.t3	1	879	+	879	289	342	391	399	318	290
CBRIG.X.g19281.t1__CNIGO.Cnig_chr_X.g23035.t1	CNIGO.Cnig_chr_X.g23035.t1	1	393	+	393	449	415	502	142	138	181
CBRIG.X.g19304.t1__CNIGO.Cnig_chr_X.g23055.t1	CNIGO.Cnig_chr_X.g23055.t1	1	2331	+	2331	948	977	1056	1380	1514	1373
CBRIG.X.g19313.t1__CNIGO.Cnig_chr_X.g23065.t1	CNIGO.Cnig_chr_X.g23065.t1	1	1317	+	1317	1139	972	1000	791	588	847
CBRIG.X.g19314.t1__CNIGO.Cnig_chr_X.g23066.t3	CNIGO.Cnig_chr_X.g23066.t3	1	1587	+	1587	6534	6138	6107	385	319	333
CBRIG.X.g19325.t1__CNIGO.Cnig_chr_X.g23079.t1	CNIGO.Cnig_chr_X.g23079.t1	1	1083	+	1083	1698	1658	1755	211	255	247
CBRIG.X.g19394.t1__CNIGO.Cnig_chr_X.g23153.t1	CNIGO.Cnig_chr_X.g23153.t1	1	738	+	738	332	249	294	126	133	137
CBRIG.X.g19418.t1__CNIGO.Cnig_chr_X.g23180.t1	CNIGO.Cnig_chr_X.g23180.t1	1	1644	+	1644	614	667	668	338	335	322
CBRIG.X.g19424.t1__CNIGO.Cnig_chr_X.g23185.t3	CNIGO.Cnig_chr_X.g23185.t3	1	7620	+	7620	3100	3043	3039	1501	1520	1587
CBRIG.X.g19429.t1__CNIGO.Cnig_chr_X.g23191.t1	CNIGO.Cnig_chr_X.g23191.t1	1	777	+	777	351	276	279	641	551	618
CBRIG.X.g19450.t1__CNIGO.Cnig_chr_X.g23209.t1	CNIGO.Cnig_chr_X.g23209.t1	1	1293	+	1293	613	469	444	265	208	225
CBRIG.X.g19480.t1__CNIGO.Cnig_chr_X.g23242.t1	CNIGO.Cnig_chr_X.g23242.t1	1	1305	+	1305	1075	1087	1114	515	489	470
CBRIG.X.g19493.t1__CNIGO.Cnig_chr_X.g23256.t2	CNIGO.Cnig_chr_X.g23256.t2	1	1110	+	1110	420	424	453	657	639	623
CBRIG.X.g19496.t3__CNIGO.Cnig_chr_X.g23259.t3	CNIGO.Cnig_chr_X.g23259.t3	1	600	+	600	220	207	261	230	244	242
CBRIG.X.g19518.t1__CNIGO.Cnig_chr_X.g23282.t1	CNIGO.Cnig_chr_X.g23282.t1	1	327	+	327	107	149	180	86	77	68
CBRIG.X.g19553.t1__CNIGO.Cnig_chr_X.g23319.t1	CNIGO.Cnig_chr_X.g23319.t1	1	1869	+	1869	3029	2849	3056	351	396	431
CBRIG.X.g19612.t1__CNIGO.Cnig_chr_X.g23406.t1	CNIGO.Cnig_chr_X.g23406.t1	1	474	+	474	197	199	131	244	259	291
CBRIG.X.g19623.t1__CNIGO.Cnig_chr_X.g23408.t1	CNIGO.Cnig_chr_X.g23408.t1	1	1059	+	1059	421	401	367	163	180	192
CBRIG.X.g19624.t2__CNIGO.Cnig_chr_X.g23407.t1	CNIGO.Cnig_chr_X.g23407.t1	1	1587	+	1587	673	631	587	1039	911	985
CBRIG.X.g19659.t1__CNIGO.Cnig_chr_X.g23476.t3	CNIGO.Cnig_chr_X.g23476.t3	1	1824	+	1824	1555	1379	1419	759	768	800
CBRIG.X.g19663.t1__CNIGO.Cnig_chr_X.g23480.t2	CNIGO.Cnig_chr_X.g23480.t2	1	267	+	267	176	216	224	42	50	51
CBRIG.X.g19711.t1__CNIGO.Cnig_chr_X.g23594.t1	CNIGO.Cnig_chr_X.g23594.t1	1	606	+	606	217	213	183	406	343	357
CBRIG.X.g19715.t1__CNIGO.Cnig_chr_X.g23600.t1	CNIGO.Cnig_chr_X.g23600.t1	1	834	+	834	391	308	327	152	155	167
CBRIG.X.g19750.t1__CNIGO.Cnig_chr_X.g23639.t1	CNIGO.Cnig_chr_X.g23639.t1	1	708	+	708	278	302	262	190	121	176
CBRIG.X.g19898.t1__CNIGO.Cnig_chr_X.g23746.t1	CNIGO.Cnig_chr_X.g23746.t1	1	699	+	699	276	232	324	960	926	983
CBRIG.X.g19901.t3__CNIGO.Cnig_chr_X.g23748.t1	CNIGO.Cnig_chr_X.g23748.t1	1	2409	+	2409	902	921	959	2316	2517	2389
CBRIG.X.g19907.t1__CNIGO.Cnig_chr_X.g23755.t1	CNIGO.Cnig_chr_X.g23755.t1	1	294	+	294	108	116	122	43	51	70
CBRIG.X.g19933.t2__CNIGO.Cnig_chr_X.g23792.t1	CNIGO.Cnig_chr_X.g23792.t1	1	699	+	699	1764	1475	1665	122	141	138
CBRIG.X.g19952.t1__CNIGO.Cnig_chr_X.g23811.t1	CNIGO.Cnig_chr_X.g23811.t1	1	678	+	678	258	249	248	585	559	522
CBRIG.X.g19995.t1__CNIGO.Cnig_chr_X.g23855.t1	CNIGO.Cnig_chr_X.g23855.t1	1	1767	+	1767	670	614	693	1460	1502	1397
CBRIG.X.g20019.t1__CNIGO.Cnig_chr_X.g23877.t2	CNIGO.Cnig_chr_X.g23877.t2	1	1167	+	1167	476	405	520	539	557	450
CBRIG.X.g20044.t1__CNIGO.Cnig_chr_X.g23912.t1	CNIGO.Cnig_chr_X.g23912.t1	1	1074	+	1074	414	394	453	941	1172	1024
CBRIG.X.g20046.t1__CNIGO.Cnig_chr_X.g23914.t3	CNIGO.Cnig_chr_X.g23914.t3	1	2697	+	2697	3314	3215	3242	1112	1022	1083
CBRIG.X.g20053.t2__CNIGO.Cnig_chr_X.g23930.t2	CNIGO.Cnig_chr_X.g23930.t2	1	633	+	633	227	251	260	166	86	135
CBRIG.X.g20071.t2__CNIGO.Cnig_chr_X.g23953.t1	CNIGO.Cnig_chr_X.g23953.t1	1	588	+	588	232	247	270	125	102	122
CBRIG.X.g20075.t2__CNIGO.Cnig_chr_X.g23958.t1	CNIGO.Cnig_chr_X.g23958.t1	1	1929	+	1929	3105	3074	3035	440	415	440
CBRIG.X.g20084.t1__CNIGO.Cnig_chr_X.g23967.t1	CNIGO.Cnig_chr_X.g23967.t1	1	4260	+	4260	1753	1736	1807	817	888	818
CBRIG.X.g20091.t2__CNIGO.Cnig_chr_X.g23973.t1	CNIGO.Cnig_chr_X.g23973.t1	1	2316	+	2316	888	878	921	519	426	455
CBRIG.X.g20138.t2__CNIGO.Cnig_chr_X.g24028.t1	CNIGO.Cnig_chr_X.g24028.t1	1	753	+	753	311	317	306	152	158	195
CBRIG.X.g20186.t1__CNIGO.Cnig_chr_X.g24077.t1	CNIGO.Cnig_chr_X.g24077.t1	1	348	+	348	307	269	348	61	70	104
CBRIG.X.g20188.t1__CNIGO.Cnig_chr_X.g24079.t1	CNIGO.Cnig_chr_X.g24079.t1	1	423	+	423	191	176	184	137	169	188
CBRIG.X.g20272.t3__CNIGO.Cnig_chr_X.g24133.t2	CNIGO.Cnig_chr_X.g24133.t2	1	774	+	774	333	334	315	204	217	162
CBRIG.X.g20291.t1__CNIGO.Cnig_chr_X.g24159.t2	CNIGO.Cnig_chr_X.g24159.t2	1	1326	+	1326	3080	3326	3057	248	331	301
CBRIG.X.g20308.t3__CNIGO.Cnig_chr_X.g24179.t2	CNIGO.Cnig_chr_X.g24179.t2	1	1746	+	1746	750	705	771	295	396	342
CBRIG.X.g20313.t1__CNIGO.Cnig_chr_X.g24184.t2	CNIGO.Cnig_chr_X.g24184.t2	1	1017	+	1017	383	332	395	204	198	210
CBRIG.X.g20319.t1__CNIGO.Cnig_chr_X.g24190.t1	CNIGO.Cnig_chr_X.g24190.t1	1	1080	+	1080	852	888	891	192	186	241
CBRIG.X.g20321.t3__CNIGO.Cnig_chr_X.g24192.t2	CNIGO.Cnig_chr_X.g24192.t2	1	1485	+	1485	583	625	572	901	853	813
CBRIG.X.g20350.t1__CNIGO.Cnig_chr_X.g24218.t1	CNIGO.Cnig_chr_X.g24218.t1	1	1653	+	1653	1223	1399	1251	935	1100	1041
CBRIG.X.g20361.t1__CNIGO.Cnig_chr_X.g24229.t2	CNIGO.Cnig_chr_X.g24229.t2	1	1482	+	1482	637	579	549	1149	1199	1173
CBRIG.X.g20384.t1__CNIGO.Cnig_chr_X.g24252.t1	CNIGO.Cnig_chr_X.g24252.t1	1	1767	+	1767	715	747	664	385	376	307
CBRIG.X.g20399.t3__CNIGO.Cnig_chr_X.g24271.t3	CNIGO.Cnig_chr_X.g24271.t3	1	1596	+	1596	577	548	660	346	353	360
CBRIG.X.g20406.t1__CNIGO.Cnig_chr_X.g24274.t1	CNIGO.Cnig_chr_X.g24274.t1	1	657	+	657	1016	1032	1069	196	214	270
CBRIG.X.g20418.t1__CNIGO.Cnig_chr_X.g24288.t1	CNIGO.Cnig_chr_X.g24288.t1	1	375	+	375	159	121	152	94	82	86
CBRIG.X.g20433.t2__CNIGO.Cnig_chr_X.g24305.t3	CNIGO.Cnig_chr_X.g24305.t3	1	1305	+	1305	469	563	490	243	239	239
CBRIG.X.g20436.t1__CNIGO.Cnig_chr_X.g24309.t2	CNIGO.Cnig_chr_X.g24309.t2	1	1209	+	1209	436	490	507	1067	911	1049
CBRIG.X.g20441.t1__CNIGO.Cnig_chr_X.g24315.t1	CNIGO.Cnig_chr_X.g24315.t1	1	918	+	918	728	703	708	565	538	571
CBRIG.X.g20466.t1__CNIGO.Cnig_chr_X.g24346.t1	CNIGO.Cnig_chr_X.g24346.t1	1	846	+	846	814	650	633	197	160	199
CBRIG.X.g20480.t1__CNIGO.Cnig_chr_X.g24361.t1	CNIGO.Cnig_chr_X.g24361.t1	1	1590	+	1590	691	660	577	552	581	651
CBRIG.X.g20489.t2__CNIGO.Cnig_chr_X.g24370.t1	CNIGO.Cnig_chr_X.g24370.t1	1	966	+	966	403	400	355	506	598	568
CBRIG.X.g20492.t1__CNIGO.Cnig_chr_X.g24373.t1	CNIGO.Cnig_chr_X.g24373.t1	1	480	+	480	283	204	174	103	92	50
CBRIG.X.g20510.t2__CNIGO.Cnig_chr_X.g24396.t1	CNIGO.Cnig_chr_X.g24396.t1	1	2535	+	2535	988	898	1013	1124	1027	975
CBRIG.X.g20538.t1__CNIGO.Cnig_chr_X.g24330.t1	CNIGO.Cnig_chr_X.g24330.t1	1	333	+	333	133	114	131	193	167	209
CBRIG.X.g20545.t1__CNIGO.Cnig_chr_X.g24425.t2	CNIGO.Cnig_chr_X.g24425.t2	1	1359	+	1359	556	500	592	1073	1121	1132
CBRIG.X.g20547.t2__CNIGO.Cnig_chr_X.g24428.t1	CNIGO.Cnig_chr_X.g24428.t1	1	1713	+	1713	644	727	725	383	340	294
CBRIG.X.g20553.t1__CNIGO.Cnig_chr_X.g24433.t1	CNIGO.Cnig_chr_X.g24433.t1	1	294	+	294	115	147	121	69	111	79
CBRIG.X.g20565.t1__CNIGO.Cnig_chr_X.g24445.t1	CNIGO.Cnig_chr_X.g24445.t1	1	795	+	795	322	303	293	154	146	157
CBRIG.X.g20577.t1__CNIGO.Cnig_chr_X.g24457.t1	CNIGO.Cnig_chr_X.g24457.t1	1	474	+	474	384	398	420	174	181	144
CBRIG.X.g20586.t1__CNIGO.Cnig_chr_X.g24466.t2	CNIGO.Cnig_chr_X.g24466.t2	1	837	+	837	336	300	334	338	426	374
CBRIG.X.g20592.t1__CNIGO.Cnig_chr_X.g24474.t1	CNIGO.Cnig_chr_X.g24474.t1	1	1146	+	1146	918	859	872	1113	1257	1146
CBRIG.X.g20630.t1__CNIGO.Cnig_chr_X.g24517.t2	CNIGO.Cnig_chr_X.g24517.t2	1	741	+	741	289	265	322	244	289	262
CBRIG.X.g20632.t1__CNIGO.Cnig_chr_X.g24519.t1	CNIGO.Cnig_chr_X.g24519.t1	1	2214	+	2214	883	802	864	1374	1238	1372
CBRIG.X.g20651.t1__CNIGO.Cnig_chr_X.g26396.t1	CNIGO.Cnig_chr_X.g26396.t1	1	876	+	876	353	376	289	508	486	452
CBRIG.X.g20659.t1__CNIGO.Cnig_chr_X.g24546.t1	CNIGO.Cnig_chr_X.g24546.t1	1	1215	+	1215	558	468	535	276	238	246
CBRIG.X.g20661.t1__CNIGO.Cnig_chr_X.g24549.t4	CNIGO.Cnig_chr_X.g24549.t4	1	1752	+	1752	589	749	673	334	312	377
CBRIG.X.g20662.t1__CNIGO.Cnig_chr_X.g24550.t3	CNIGO.Cnig_chr_X.g24550.t3	1	2202	+	2202	901	811	841	350	408	324
CBRIG.X.g20664.t1__CNIGO.Cnig_chr_X.g24552.t1	CNIGO.Cnig_chr_X.g24552.t1	1	435	+	435	210	194	191	107	114	116
CBRIG.X.g20680.t1__CNIGO.Cnig_chr_X.g24567.t1	CNIGO.Cnig_chr_X.g24567.t1	1	1146	+	1146	404	495	453	272	186	245
CBRIG.X.g20709.t1__CNIGO.Cnig_chr_X.g24601.t2	CNIGO.Cnig_chr_X.g24601.t2	1	1641	+	1641	2048	1939	1911	598	643	676
CBRIG.X.g20726.t3__CNIGO.Cnig_chr_X.g24627.t1	CNIGO.Cnig_chr_X.g24627.t1	1	2532	+	2532	937	1067	977	541	463	611
CBRIG.X.g20734.t1__CNIGO.Cnig_chr_X.g24632.t3	CNIGO.Cnig_chr_X.g24632.t3	1	2283	+	2283	897	956	983	565	517	423
CBRIG.X.g20746.t4__CNIGO.Cnig_chr_X.g24647.t1	CNIGO.Cnig_chr_X.g24647.t1	1	1557	+	1557	2469	2313	2467	365	217	314
CBRIG.X.g20773.t2__CNIGO.Cnig_chr_X.g24673.t2	CNIGO.Cnig_chr_X.g24673.t2	1	816	+	816	961	1021	1038	171	166	185
CBRIG.X.g20782.t1__CNIGO.Cnig_chr_X.g24681.t1	CNIGO.Cnig_chr_X.g24681.t1	1	1812	+	1812	2240	2143	2268	417	355	335
CBRIG.X.g20784.t1__CNIGO.Cnig_chr_X.g24684.t1	CNIGO.Cnig_chr_X.g24684.t1	1	837	+	837	291	346	409	120	208	177
CBRIG.X.g20814.t1__CNIGO.Cnig_chr_X.g24717.t1	CNIGO.Cnig_chr_X.g24717.t1	1	1356	+	1356	1000	1101	1087	590	551	545
CBRIG.X.g20858.t1__CNIGO.Cnig_chr_X.g24778.t1	CNIGO.Cnig_chr_X.g24778.t1	1	762	+	762	596	559	650	140	98	150
CBRIG.X.g20892.t1__CNIGO.Cnig_chr_X.g24811.t1	CNIGO.Cnig_chr_X.g24811.t1	1	948	+	948	424	347	319	196	189	215
CBRIG.X.g20898.t2__CNIGO.Cnig_chr_X.g24816.t1	CNIGO.Cnig_chr_X.g24816.t1	1	1014	+	1014	447	398	431	643	598	617
CBRIG.X.g20899.t2__CNIGO.Cnig_chr_X.g24817.t1	CNIGO.Cnig_chr_X.g24817.t1	1	2106	+	2106	831	861	882	380	439	401
CBRIG.X.g20912.t1__CNIGO.Cnig_chr_X.g24834.t1	CNIGO.Cnig_chr_X.g24834.t1	1	420	+	420	362	388	267	88	74	65
CBRIG.X.g20919.t1__CNIGO.Cnig_chr_X.g24844.t1	CNIGO.Cnig_chr_X.g24844.t1	1	1545	+	1545	606	625	578	611	538	552
CBRIG.X.g20962.t1__CNIGO.Cnig_chr_X.g24917.t2	CNIGO.Cnig_chr_X.g24917.t2	1	1173	+	1173	505	506	437	266	225	224
CBRIG.X.g20975.t1__CNIGO.Cnig_chr_X.g24930.t1	CNIGO.Cnig_chr_X.g24930.t1	1	960	+	960	855	792	881	220	202	162
CBRIG.X.g20991.t1__CNIGO.Cnig_chr_X.g24944.t1	CNIGO.Cnig_chr_X.g24944.t1	1	1455	+	1455	544	581	608	277	297	277
CBRIG.X.g21083.t1__CNIGO.Cnig_chr_X.g25043.t2	CNIGO.Cnig_chr_X.g25043.t2	1	567	+	567	844	887	1005	113	89	117
CBRIG.X.g21110.t1__CNIGO.Cnig_chr_X.g25073.t2	CNIGO.Cnig_chr_X.g25073.t2	1	786	+	786	1951	1893	1836	1424	1505	1499
CBRIG.X.g21116.t1__CNIGO.Cnig_chr_X.g25077.t1	CNIGO.Cnig_chr_X.g25077.t1	1	216	+	216	78	99	130	179	130	108
CBRIG.X.g21130.t1__CNIGO.Cnig_chr_X.g25093.t1	CNIGO.Cnig_chr_X.g25093.t1	1	309	+	309	340	424	321	119	151	132
CBRIG.X.g21135.t3__CNIGO.Cnig_chr_X.g25100.t1	CNIGO.Cnig_chr_X.g25100.t1	1	1734	+	1734	645	794	772	730	731	721
CBRIG.X.g21140.t1__CNIGO.Cnig_chr_X.g25108.t1	CNIGO.Cnig_chr_X.g25108.t1	1	261	+	261	101	91	76	24	68	41
CBRIG.X.g21179.t1__CNIGO.Cnig_chr_X.g25156.t3	CNIGO.Cnig_chr_X.g25156.t3	1	939	+	939	1154	1121	1214	172	199	213
CBRIG.X.g21201.t1__CNIGO.Cnig_chr_X.g24490.t1	CNIGO.Cnig_chr_X.g24490.t1	1	705	+	705	261	245	331	292	330	240
CBRIG.X.g21241.t1__CNIGO.Cnig_chr_X.g25230.t1	CNIGO.Cnig_chr_X.g25230.t1	1	975	+	975	408	427	428	231	229	168
CBRIG.X.g21250.t4__CNIGO.Cnig_chr_X.g25235.t3	CNIGO.Cnig_chr_X.g25235.t3	1	4902	+	4902	25897	25409	25324	1105	973	1042
CBRIG.X.g21251.t1__CNIGO.Cnig_chr_X.g25236.t1	CNIGO.Cnig_chr_X.g25236.t1	1	720	+	720	920	798	971	152	134	156
CBRIG.X.g21265.t1__CNIGO.Cnig_chr_X.g25253.t2	CNIGO.Cnig_chr_X.g25253.t2	1	549	+	549	508	380	419	611	485	597
CBRIG.X.g21275.t1__CNIGO.Cnig_chr_X.g25266.t3	CNIGO.Cnig_chr_X.g25266.t3	1	2898	+	2898	1265	1101	994	587	579	578
CBRIG.X.g21278.t1__CNIGO.Cnig_chr_X.g25271.t1	CNIGO.Cnig_chr_X.g25271.t1	1	624	+	624	459	597	438	105	141	120
CBRIG.X.g21294.t1__CNIGO.Cnig_chr_X.g25294.t1	CNIGO.Cnig_chr_X.g25294.t1	1	429	+	429	174	168	166	114	97	68
CBRIG.X.g21307.t1__CNIGO.Cnig_chr_X.g25307.t1	CNIGO.Cnig_chr_X.g25307.t1	1	1212	+	1212	455	545	478	439	491	368
CBRIG.X.g21366.t1__CNIGO.Cnig_chr_X.g25382.t1	CNIGO.Cnig_chr_X.g25382.t1	1	2454	+	2454	968	979	1084	888	1136	974
CBRIG.X.g21368.t1__CNIGO.Cnig_chr_X.g25384.t1	CNIGO.Cnig_chr_X.g25384.t1	1	2277	+	2277	2749	2768	2722	455	464	426
CBRIG.X.g21397.t2__CNIGO.Cnig_chr_X.g25431.t2	CNIGO.Cnig_chr_X.g25431.t2	1	2562	+	2562	986	1043	937	448	504	472
CBRIG.X.g21407.t1__CNIGO.Cnig_chr_X.g25443.t1	CNIGO.Cnig_chr_X.g25443.t1	1	246	+	246	89	85	119	101	129	95
CBRIG.X.g21434.t1__CNIGO.Cnig_chr_X.g26395.t1	CNIGO.Cnig_chr_X.g26395.t1	1	222	+	222	157	187	192	36	42	55
CBRIG.X.g21527.t1__CNIGO.Cnig_chr_X.g25575.t1	CNIGO.Cnig_chr_X.g25575.t1	1	474	+	474	198	182	217	363	350	307
CBRIG.X.g21529.t1__CNIGO.Cnig_chr_X.g25578.t2	CNIGO.Cnig_chr_X.g25578.t2	1	1416	+	1416	577	550	593	690	558	529
CBRIG.X.g21552.t1__CNIGO.Cnig_chr_X.g25609.t1	CNIGO.Cnig_chr_X.g25609.t1	1	738	+	738	562	595	629	143	153	185
CBRIG.X.g21553.t2__CNIGO.Cnig_chr_X.g25610.t1	CNIGO.Cnig_chr_X.g25610.t1	1	780	+	780	286	346	355	310	364	288
CBRIG.X.g21555.t1__CNIGO.Cnig_chr_X.g25612.t2	CNIGO.Cnig_chr_X.g25612.t2	1	735	+	735	2220	1920	2105	102	119	174
CBRIG.X.g21561.t1__CNIGO.Cnig_chr_X.g25615.t2	CNIGO.Cnig_chr_X.g25615.t2	1	2532	+	2532	1197	910	1003	497	524	460
CBRIG.X.g21576.t1__CNIGO.Cnig_chr_X.g25635.t1	CNIGO.Cnig_chr_X.g25635.t1	1	1023	+	1023	739	744	775	643	593	533
CBRIG.X.g21583.t1__CNIGO.Cnig_chr_X.g25645.t1	CNIGO.Cnig_chr_X.g25645.t1	1	1437	+	1437	2900	2977	2977	279	287	258
CBRIG.X.g21585.t1__CNIGO.Cnig_chr_X.g25648.t1	CNIGO.Cnig_chr_X.g25648.t1	1	486	+	486	377	377	340	61	95	90
CBRIG.X.g21588.t1__CNIGO.Cnig_chr_X.g25651.t1	CNIGO.Cnig_chr_X.g25651.t1	1	549	+	549	439	437	397	125	129	106
CBRIG.X.g21591.t3__CNIGO.Cnig_chr_X.g25655.t1	CNIGO.Cnig_chr_X.g25655.t1	1	2031	+	2031	691	917	842	838	829	811
CBRIG.X.g21599.t1__CNIGO.Cnig_chr_X.g25659.t2	CNIGO.Cnig_chr_X.g25659.t2	1	2253	+	2253	918	1090	971	443	384	392
CBRIG.X.g21695.t1__CNIGO.Cnig_chr_X.g25727.t1	CNIGO.Cnig_chr_X.g25727.t1	1	531	+	531	989	1024	981	112	62	85
CBRIG.X.g21699.t3__CNIGO.Cnig_chr_X.g25736.t1	CNIGO.Cnig_chr_X.g25736.t1	1	1110	+	1110	442	416	394	479	429	489
CBRIG.X.g21703.t1__CNIGO.Cnig_chr_X.g25740.t1	CNIGO.Cnig_chr_X.g25740.t1	1	405	+	405	646	659	530	82	90	87
CBRIG.X.g21717.t1__CNIGO.Cnig_chr_X.g25763.t1	CNIGO.Cnig_chr_X.g25763.t1	1	453	+	453	168	128	229	75	84	86
