Geneid	BF1_Cbr	BF2_Cbr	BF3_Cbr	BM1_Cbr	BM2_Cbr	BM3_Cbr	9F1_Cni	9F2_Cni	9F3_Cni	9M1_Cni	9M2_Cni	9M3_Cni
I.g1831.t2__Cnig_chr_I.g1449.t2	1767	1830	1174	1268	654	1372	1262	1510	1650	863	920	986
X.g22060.t1__Cnig_chr_X.g26236.t2	11	12	11	22	13	17	21	15	15	21	17	14
II.g7226.t1__Cnig_chr_II.g8144.t1	63	60	75	61	42	66	82	73	70	58	100	73
X.g19599.t2__Cnig_chr_X.g23381.t2	42	17	1	61	1	61	260	367	258	401	210	314
III.g9201.t1__Cnig_chr_III.g10532.t1	3	9	6	19	18	5	38	28	21	43	41	38
V.g17543.t1__Cnig_chr_V.g20672.t1	9	23	12	2	1	1	0	0	0	0	0	1
I.g2045.t1__Cnig_chr_I.g1621.t1	416	209	199	2446	1835	2179	33	42	16	1195	817	2032
II.g4910.t1__Cnig_chr_II.g5248.t3	267	490	420	252	337	264	6	11	12	30	41	34
II.g4088.t1__Cnig_chr_II.g4163.t1	296	234	160	1705	1253	1352	7	28	9	1324	1103	1821
I.g2400.t2__Cnig_chr_I.g2086.t1	1174	1277	1158	882	665	965	1097	984	1028	780	1015	800
X.g19600.t1__Cnig_chr_X.g23383.t2	601	348	270	849	208	752	705	748	660	939	657	830
III.g9175.t1__Cnig_chr_III.g10505.t1	2244	1519	1263	1621	1150	1701	911	1653	1127	715	662	946
V.g18290.t1__Cnig_chr_V.g21766.t1	424	272	299	394	317	540	374	225	335	612	256	522
V.g18291.t2__Cnig_chr_V.g21767.t1	428	561	224	265	268	311	561	592	1128	568	328	366
V.g15655.t2__Cnig_chr_V.g18602.t1	2	1	5	19	13	14	8	7	4	8	14	9
V.g15654.t2__Cnig_chr_V.g18601.t1	1	4	5	3	6	1	6	5	4	9	12	11
X.g19596.t1__Cnig_chr_X.g23377.t2	8	3	0	16	3	22	21	41	41	133	57	113
X.g20470.t3__Cnig_chr_X.g24351.t2	11	6	2	0	0	3	0	1	2	7	8	2
X.g20469.t1__Cnig_chr_X.g24352.t3	0	0	0	1	0	0	0	0	0	4	4	1
V.g17516.t1__Cnig_chr_V.g20631.t1	138	88	103	44	21	53	57	54	33	48	39	38
II.g5869.t2__Cnig_chr_II.g6253.t2	75	52	89	68	106	31	13	7	9	5	4	6
IV.g11707.t1__Cnig_chr_IV.g13951.t1	3942	4124	2099	4741	1625	4707	2228	2788	2839	3824	2508	3760
X.g20473.t1__Cnig_chr_X.g24353.t2	1	5	0	2	0	5	21	17	16	78	85	69
IV.g13111.t1__Cnig_chr_IV.g15150.t1	2116	2553	1116	1489	527	1737	1667	1983	1734	2025	1480	1285
I.g2442.t1__Cnig_chr_I.g2047.t3	3078	2800	2037	1627	798	2049	1577	1814	1818	1289	1072	1142
II.g5870.t1__Cnig_chr_II.g6254.t2	1624	1294	1432	1546	1642	1269	185	204	193	125	160	126
V.g16790.t1__Cnig_chr_V.g19824.t1	160	124	93	184	152	142	494	394	403	845	696	699
II.g4230.t1__Cnig_chr_II.g4338.t2	774	635	707	365	333	382	317	276	264	373	358	506
X.g18866.t1__Cnig_chr_X.g22532.t1	284	195	203	184	127	171	397	324	393	234	210	191
X.g20475.t1__Cnig_chr_X.g24355.t1	12	12	8	6	0	2	12	7	5	37	35	27
X.g20167.t1__Cnig_chr_X.g24057.t2	1097	1292	1071	3115	1600	2051	1027	1079	1028	1890	1193	1291
II.g6548.t1__Cnig_chr_II.g6961.t1	1	0	3	95	112	63	0	1	1	65	147	196
IV.g12732.t1__Cnig_chr_IV.g14769.t1	98	62	64	112	92	158	64	51	60	116	80	107
X.g22183.t2__Cnig_chr_X.g26521.t1	81	26	37	2920	3247	2803	6	12	8	1003	676	1989
I.g3648.t1__Cnig_chr_I.g3576.t1	945	544	421	502	176	636	4487	3183	3413	55	127	129
III.g7867.t3__Cnig_chr_III.g8904.t1	1044	867	444	1449	415	1367	1642	1332	2057	1853	1117	1493
X.g18815.t1__Cnig_chr_X.g22478.t2	582	381	297	535	250	436	406	353	378	352	358	291
II.g7375.t1__Cnig_chr_II.g8315.t1	9	7	8	15	20	13	34	25	56	27	18	25
V.g16000.t1__Cnig_chr_V.g18960.t1	117	109	102	362	285	297	387	239	306	380	326	207
IV.g12967.t1__Cnig_chr_IV.g15031.t1	577	322	394	343	283	401	184	196	158	148	175	248
I.g3643.t2__Cnig_chr_I.g3577.t3	2355	1763	1610	1825	981	1666	1793	1622	1424	1805	1896	2239
III.g8816.t1__Cnig_chr_III.g10091.t1	7516	8146	4419	4664	1768	5633	5664	6755	6986	4515	3282	4417
II.g4132.t2__Cnig_chr_II.g4174.t2	0	0	0	5	4	1	3	0	0	11	8	18
V.g16001.t1__Cnig_chr_V.g18961.t2	409	408	310	376	239	373	807	961	724	789	611	557
V.g14256.t1__Cnig_chr_V.g16864.t1	2	2	2	1	4	0	28	54	9	5107	3399	6065
X.g18816.t3__Cnig_chr_X.g22479.t1	271	218	203	130	65	99	146	169	130	8	6	9
X.g18814.t1__Cnig_chr_X.g22477.t1	93	93	61	943	582	626	223	203	191	1312	1108	1316
IV.g11553.t1__Cnig_chr_IV.g13496.t2	214	129	61	474	169	450	306	281	304	689	417	589
I.g3170.t1__Cnig_chr_I.g2899.t1	0	0	0	3	3	0	14150	11085	13709	15420	11647	12358
X.g19114.t2__Cnig_chr_X.g22835.t2	909	761	532	2106	1241	1678	1775	1296	1541	2019	1168	1235
X.g19115.t1__Cnig_chr_X.g22836.t1	996	704	1037	757	534	616	377	583	413	278	344	387
V.g14972.t1__Cnig_chr_V.g17817.t1	21	23	19	59	45	66	150	115	104	105	91	113
V.g14396.t1__Cnig_chr_V.g17004.t1	709	2225	1095	10397	11042	2586	37624	27646	33860	23720	24359	23814
V.g15856.t1__Cnig_chr_V.g18811.t1	2514	1504	1675	10739	11157	9707	464	484	408	667	452	621
I.g3171.t1__Cnig_chr_I.g2897.t1	0	0	0	0	1	0	11958	10817	11383	14710	10278	10902
V.g14395.t1__Cnig_chr_V.g17003.t1	650	1775	1020	7253	6928	2075	5343	5470	5779	1845	2597	3137
V.g14442.t1__Cnig_chr_V.g17050.t1	767	519	472	1439	1032	1335	505	1413	916	479	552	1304
I.g3155.t1__Cnig_chr_I.g2816.t1	1715	1746	1034	14961	8229	12611	93	176	46	9925	8140	15149
III.g7666.t2__Cnig_chr_III.g8658.t1	1706	1245	983	12012	7839	10901	17	52	10	2438	1774	4762
X.g21902.t1__Cnig_chr_X.g25983.t1	23	21	16	6	1	13	0	1	2	3	2	0
IV.g13101.t1__Cnig_chr_IV.g15142.t1	3150	2006	2253	534	293	832	1249	1561	1506	523	525	575
II.g5526.t1__Cnig_chr_II.g5884.t1	216	154	141	1468	1048	1112	30	39	23	927	615	1462
IV.g10603.t1__Cnig_chr_IV.g12173.t2	5006	5907	3928	2804	1393	3066	5827	5945	6050	2950	3143	3096
IV.g13287.t2__Cnig_chr_IV.g15378.t2	3637	3554	2975	900	526	1349	809	1312	1076	438	349	469
I.g1809.t1__Cnig_chr_I.g1422.t1	3426	1885	2248	4513	2541	4431	5355	5756	6688	5307	4416	4948
IV.g10602.t1__Cnig_chr_IV.g12172.t1	566	601	426	557	179	661	790	783	887	893	691	787
I.g1467.t3__Cnig_chr_I.g1067.t1	124	96	99	1166	1123	983	0	2	0	92	94	94
I.g2714.t1__Cnig_chr_I.g2305.t1	1	2	1	2	3	0	5	3	5	8	8	3
I.g3550.t3__Cnig_chr_I.g3458.t1	11	10	6	22	8	21	2	1	1	7	6	4
IV.g13786.t1__Cnig_chr_IV.g16255.t1	59	39	42	87	89	91	146	126	134	144	246	119
V.g15423.t1__Cnig_chr_V.g18359.t1	3	1	0	13	2	2	22	7	15	33	32	22
IV.g10544.t1__Cnig_chr_IV.g11962.t1	1	1	0	3	1	3	19	14	9	102	100	72
V.g15292.t1__Cnig_chr_V.g18172.t2	21	22	19	105	131	78	69	168	82	1938	2247	1648
V.g15293.t1__Cnig_chr_V.g18173.t2	12	1	7	14	49	13	109	180	117	1335	1433	1117
V.g15374.t2__Cnig_chr_V.g18296.t2	36	34	35	137	134	64	290	116	158	1028	693	587
I.g3806.t1__Cnig_chr_I.g3832.t1	189	185	116	1450	1098	1312	38	30	18	1134	1117	1542
V.g16188.t1__Cnig_chr_V.g19184.t1	25	12	19	36	47	28	134	141	111	1651	1498	1184
II.g4756.t1__Cnig_chr_II.g5078.t1	149	229	147	193	224	170	334	347	245	508	568	430
II.g4757.t1__Cnig_chr_II.g5079.t1	459	432	347	424	451	514	1309	1193	1086	2082	1871	2151
V.g14740.t1__Cnig_chr_V.g17435.t1	18	6	12	29	44	15	862	775	885	487	333	429
V.g14739.t1__Cnig_chr_V.g17434.t1	2993	1810	2912	1622	1544	2007	3204	3351	3651	2425	1859	2471
II.g6251.t3__Cnig_chr_II.g6677.t2	511	285	275	3407	2514	3038	8	13	1	844	705	1113
II.g5476.t1__Cnig_chr_II.g5832.t1	143	262	99	1415	1041	776	7750	3612	6784	9239	4778	5356
I.g1982.t3__Cnig_chr_I.g1579.t1	39269	35258	25580	33522	18529	34150	32926	32049	38707	35563	27687	34456
III.g9892.t1__Cnig_chr_III.g11301.t3	80	65	43	835	614	704	18	8	17	613	603	738
V.g15166.t1__Cnig_chr_V.g18043.t1	97	51	76	66	75	104	95	160	148	41	72	95
IV.g12124.t1__Cnig_chr_IV.g14070.t1	3052	2758	2282	1711	1035	1909	2450	2331	2396	1365	1185	1342
V.g15465.t1__Cnig_chr_V.g18415.t1	50	56	55	40	36	41	66	43	36	38	42	47
III.g8030.t1__Cnig_chr_III.g9288.t1	491	323	337	2727	1888	2326	9	25	6	1192	989	1968
IV.g11177.t2__Cnig_chr_IV.g13053.t1	349	430	1002	1923	3378	1684	10	17	4	1038	1389	1688
IV.g12853.t1__Cnig_chr_IV.g14907.t1	22	25	15	62	97	68	157	80	135	860	497	627
X.g19749.t1__Cnig_chr_X.g23638.t2	530	512	415	1214	586	1004	1323	1000	1406	2236	1687	1665
II.g5853.t1__Cnig_chr_II.g6235.t1	325	360	1237	1272	3005	936	3	11	1	560	818	1075
II.g5329.t1__Cnig_chr_II.g5665.t1	307	296	239	1447	453	590	2905	1589	2114	7043	4802	3686
IV.g10513.t1__Cnig_chr_IV.g11999.t1	36	18	42	277	403	296	2	4	1	14	14	125
IV.g13328.t1__Cnig_chr_IV.g15430.t1	1343	849	676	1172	862	1290	500	459	472	379	272	330
III.g8459.t1__Cnig_chr_III.g9731.t1	101	15	90	3035	10454	3420	6	12	0	150	257	586
IV.g13302.t1__Cnig_chr_IV.g15407.t2	232	145	153	179	96	145	131	134	132	196	190	187
V.g16887.t3__Cnig_chr_V.g19919.t2	39	21	21	38	27	34	20	21	20	44	42	30
I.g2328.t1__Cnig_chr_I.g1958.t1	810	519	765	1842	2247	1434	3	12	1	630	687	1304
II.g5930.t1__Cnig_chr_II.g6312.t1	5524	5380	4335	7976	6419	7557	1484	1880	1731	4505	3914	6095
IV.g12744.t1__Cnig_chr_IV.g14778.t1	3069	2328	2428	2618	2570	2748	1402	1549	1164	1136	1357	1324
V.g13948.t1__Cnig_chr_V.g16403.t1	976	589	611	739	742	851	1064	845	971	1121	1285	979
IV.g10443.t1__Cnig_chr_IV.g12097.t1	864	847	395	572	82	646	1163	1412	1307	668	516	554
IV.g13288.t1__Cnig_chr_IV.g15379.t1	2736	3303	3233	1105	824	1409	1120	1489	1468	618	703	761
V.g13949.t1__Cnig_chr_V.g16404.t1	2463	534	1132	1938	1850	1423	491	380	524	778	840	904
V.g15350.t1__Cnig_chr_V.g18240.t1	3727	2532	3013	5340	5329	4566	2685	2349	2378	3319	3798	3153
III.g9335.t1__Cnig_chr_III.g10676.t1	0	0	0	1	0	0	0	2	0	13	10	3
V.g15793.t1__Cnig_chr_V.g18752.t1	183	149	297	369	392	216	1379	704	785	1221	1447	800
III.g8020.t1__Cnig_chr_III.g9240.t1	13248	12729	12225	8986	7629	8187	9912	8774	8893	6157	6724	7196
V.g15966.t1__Cnig_chr_V.g18922.t1	4001	2738	3271	15713	17568	14242	36	104	15	4415	3950	8696
IV.g10441.t1__Cnig_chr_IV.g12096.t1	874	1081	652	1576	1189	1658	632	675	773	727	619	718
III.g10059.t1__Cnig_chr_III.g11496.t1	297	276	703	1671	2541	1438	5	15	3	957	1016	1472
V.g15922.t1__Cnig_chr_V.g18874.t1	109	581	193	1361	2065	807	6821	3118	4621	7296	5595	3799
V.g15349.t2__Cnig_chr_V.g18239.t1	1319	834	1401	838	1066	1028	1933	1884	1703	1551	2052	1874
V.g15622.t1__Cnig_chr_V.g18565.t1	28	14	11	41	16	27	42	40	34	48	50	35
III.g9115.t2__Cnig_chr_III.g10439.t2	96	74	76	460	413	330	22	26	14	224	198	297
I.g2276.t1__Cnig_chr_I.g1900.t1	544	602	525	1742	1660	384	17638	8310	11314	13583	16088	9773
X.g21751.t2__Cnig_chr_X.g25810.t2	25	12	8	16	13	15	27	33	21	45	22	22
V.g15351.t2__Cnig_chr_V.g18241.t2	253	162	252	129	161	166	995	1061	935	677	677	728
V.g17736.t1__Cnig_chr_V.g20919.t1	5	5	2	18	11	18	14	25	26	43	19	37
IV.g13761.t1__Cnig_chr_IV.g16277.t2	235	157	203	397	443	303	10	3	8	167	179	258
I.g1427.t3__Cnig_chr_I.g1026.t1	7498	8337	5703	5780	3287	6065	3231	4079	3868	4226	3088	3794
V.g14541.t3__Cnig_chr_V.g17159.t2	3	2	0	4	7	6	10	7	4	16	17	17
IV.g12926.t1__Cnig_chr_IV.g15120.t1	8	4	2	63	34	46	4	5	1	66	70	98
I.g2968.t1__Cnig_chr_I.g2595.t1	10085	14098	19027	7740	13394	5459	19958	14237	16242	13434	27288	11702
X.g21910.t1__Cnig_chr_X.g26019.t3	49	11	33	2009	2236	2229	0	0	0	2	0	8
IV.g12949.t1__Cnig_chr_IV.g15108.t1	4	0	0	26	9	34	0	2	0	6	11	11
I.g2020.t1__Cnig_chr_I.g1647.t2	21	14	35	37	16	25	14	12	13	30	20	25
IV.g12531.t1__Cnig_chr_IV.g14534.t1	19358	25132	25981	14391	13899	12370	35234	31157	34232	26506	33256	27940
V.g14535.t1__Cnig_chr_V.g17138.t1	61	7	40	4107	4301	5116	31	60	12	3946	2925	7551
III.g8534.t1__Cnig_chr_III.g9779.t1	1419	1037	924	9318	7214	8443	35	44	8	4213	3864	6173
II.g5793.t1__Cnig_chr_II.g6166.t1	1301	1387	1057	1007	641	1042	3446	3729	3812	1626	1733	1860
III.g9255.t2__Cnig_chr_III.g10595.t1	538	320	318	2293	2050	2016	1	2	0	234	330	358
V.g17601.t1__Cnig_chr_V.g20732.t2	1551	901	1083	5724	5158	4980	23	34	32	2175	1858	2803
IV.g12593.t1__Cnig_chr_IV.g14604.t1	76	50	29	274	243	199	7	8	6	104	80	64
III.g8753.t1__Cnig_chr_III.g10014.t1	765	435	474	3094	2751	2820	8	21	3	1060	1018	1898
IV.g11683.t1__Cnig_chr_IV.g13624.t1	698	582	428	4944	3642	4124	110	123	93	3028	2454	3697
X.g21404.t1__Cnig_chr_X.g25437.t1	52	53	64	154	172	132	192	122	138	60	47	81
II.g5792.t1__Cnig_chr_II.g6165.t2	493	449	253	710	305	675	1386	1430	1496	1886	1397	1734
IV.g11645.t1__Cnig_chr_IV.g13576.t2	205	136	190	928	1151	760	8	10	1	1025	1117	1188
X.g21410.t1__Cnig_chr_X.g25446.t1	1368	1475	1286	4328	3832	3345	1402	927	1686	2159	1850	1993
I.g3811.t2__Cnig_chr_I.g3837.t2	1123	1125	772	3109	1366	1871	5456	10338	7124	4956	3288	7473
I.g2452.t1__Cnig_chr_I.g2039.t1	62985	66388	44945	79951	42101	66399	96185	93502	95549	91429	73259	91585
I.g1464.t1__Cnig_chr_I.g1064.t1	638	479	420	1589	859	1069	408	911	596	516	668	1043
X.g21407.t1__Cnig_chr_X.g25443.t1	926	268	444	1176	1313	928	1155	738	2311	531	391	855
X.g21409.t1__Cnig_chr_X.g25445.t1	1331	1161	1613	1455	1377	1415	3894	2964	3802	2040	1984	2074
V.g17679.t1__Cnig_chr_V.g20856.t1	3	8	2	51	39	11	238	98	122	225	180	136
V.g15113.t1__Cnig_chr_V.g17978.t1	133	77	114	539	408	373	198	83	181	220	210	366
V.g16848.t1__Cnig_chr_V.g19885.t1	61873	56935	37297	55411	56133	59551	51774	48538	39870	63154	60445	60055
V.g15487.t1__Cnig_chr_V.g18445.t1	6	8	1	31	27	5	163	69	94	283	253	163
X.g18754.t1__Cnig_chr_X.g22412.t1	249	137	160	379	340	304	1140	624	823	321	491	467
IV.g11258.t2__Cnig_chr_IV.g13274.t1	2	0	1	1	1	0	1	0	0	3	2	5
X.g20902.t1__Cnig_chr_X.g24820.t1	1966	1506	1538	1420	952	1470	1513	1588	1539	1605	1372	1437
I.g895.t2__Cnig_chr_I.g380.t1	208	175	192	949	635	623	482	380	470	947	974	1545
I.g865.t1__Cnig_chr_I.g346.t1	1020	1083	1210	988	823	841	503	537	515	1080	1197	1318
X.g21991.t1__Cnig_chr_X.g26150.t1	1082	791	586	2547	819	1964	3639	2159	3324	6542	3996	4869
V.g14709.t2__Cnig_chr_V.g17399.t1	23	12	10	25	13	22	2	11	3	12	8	12
V.g14880.t1__Cnig_chr_V.g17684.t1	1367	927	1431	2921	6247	2155	1825	1516	2216	2473	3397	3072
V.g15114.t1__Cnig_chr_V.g17979.t1	19949	20586	19228	19338	18439	20766	22486	18649	16208	16808	22185	17653
IV.g11001.t1__Cnig_chr_IV.g12807.t1	1082	890	860	644	497	747	380	681	455	102	164	162
I.g3564.t1__Cnig_chr_I.g3485.t3	12073	7102	6276	23159	7760	18104	10300	15931	12154	12128	8772	13679
V.g16250.t1__Cnig_chr_V.g19259.t1	2206	2871	2795	5717	7885	2863	13438	8502	12874	13853	18194	12159
III.g9431.t2__Cnig_chr_III.g10783.t1	4	3	2	3	4	4	2	12	0	0	0	43
V.g14956.t1__Cnig_chr_V.g17793.t1	15952	10211	12738	17201	19966	19395	1860	5741	4073	1122	2822	5071
V.g18425.t1__Cnig_chr_V.g21986.t2	47	55	53	140	91	78	39	24	11	589	507	519
X.g21082.t1__Cnig_chr_X.g25042.t2	226	166	180	173	186	182	285	184	216	201	143	129
X.g21083.t1__Cnig_chr_X.g25043.t2	134	63	76	145	87	105	274	197	216	606	584	448
I.g2705.t1__Cnig_chr_I.g2295.t2	6	4	0	64	48	48	1	6	4	284	205	458
III.g8252.t2__Cnig_chr_III.g9507.t1	2383	2082	1719	1320	863	1376	1493	1513	1468	1442	1292	1400
I.g1541.t3__Cnig_chr_I.g1152.t3	20	16	12	24	31	21	2	5	2	22	18	21
X.g21081.t1__Cnig_chr_X.g25041.t2	829	527	744	309	246	289	1280	909	869	119	126	137
III.g9356.t1__Cnig_chr_III.g10699.t2	46	25	24	50	42	62	25	30	24	29	26	22
X.g20701.t3__Cnig_chr_X.g24592.t1	1	0	0	2	0	2	14	1	13	13	26	15
I.g2986.t3__Cnig_chr_I.g2614.t1	52	56	37	544	379	466	2	13	0	959	858	1685
V.g14318.t1__Cnig_chr_V.g16915.t1	1520	4918	2071	24015	19975	6566	73503	46036	66101	78918	48064	62006
I.g2993.t1__Cnig_chr_I.g2624.t1	8	4	4	66	71	50	0	0	1	136	76	313
I.g739.t1__Cnig_chr_I.g87.t2	7	3	9	43	36	27	68	40	47	90	121	85
IV.g13603.t1__Cnig_chr_IV.g15934.t1	82	86	60	122	83	136	452	555	450	257	190	241
I.g2990.t2__Cnig_chr_I.g2619.t2	608	378	289	2681	1645	2470	11	31	2	1240	1045	2272
V.g15616.t1__Cnig_chr_V.g18559.t1	540	1574	610	7060	8361	2125	29834	12945	23279	28955	20009	18222
III.g8656.t2__Cnig_chr_III.g9910.t1	2765	2636	1791	1973	1010	2071	3196	3077	3275	2597	2504	2531
I.g3294.t1__Cnig_chr_I.g3093.t1	585	330	347	2223	1772	2009	49	69	36	655	527	954
X.g20702.t1__Cnig_chr_X.g24593.t1	1037	655	760	1076	782	1094	2190	1801	2102	2304	1677	1831
V.g15617.t1__Cnig_chr_V.g18560.t1	597	1428	671	8902	8088	2667	21082	14476	21337	16978	13181	14973
II.g4004.t2__Cnig_chr_II.g4062.t1	8979	8761	11973	7280	6491	7049	3180	4129	3229	2994	3981	4625
I.g2660.t1__Cnig_chr_I.g2253.t1	57	52	58	69	59	81	6	3	5	6	15	15
II.g4727.t1__Cnig_chr_II.g5046.t1	251	213	234	405	385	421	580	457	485	807	648	606
I.g2995.t3__Cnig_chr_I.g2627.t1	14	14	9	11	7	13	25	17	13	35	28	129
II.g4995.t1__Cnig_chr_II.g5330.t1	565	412	267	1061	930	899	963	787	2610	1341	703	1938
V.g15141.t1__Cnig_chr_V.g18008.t2	15	20	40	54	77	80	14	20	9	25	38	23
III.g9443.t1__Cnig_chr_III.g10798.t1	5814	4078	4900	2263	1313	2420	1976	2540	2339	1853	1757	1969
III.g9442.t2__Cnig_chr_III.g10797.t1	4489	3048	3997	1255	1121	1624	1365	1789	1695	1153	1008	1313
IV.g11403.t1__Cnig_chr_IV.g13334.t1	727	687	253	662	118	721	744	878	959	760	659	709
III.g9029.t1__Cnig_chr_III.g10298.t2	909	643	583	5238	4220	4843	45	63	43	1839	1860	3691
III.g8655.t1__Cnig_chr_III.g9909.t1	7064	8364	5795	1062	390	2571	1183	2367	1844	324	262	296
III.g8591.t2__Cnig_chr_III.g9858.t1	342	271	243	357	271	373	323	369	280	190	182	199
I.g3481.t1__Cnig_chr_I.g3182.t1	333	375	272	406	258	358	315	308	276	459	330	346
I.g3489.t1__Cnig_chr_I.g3181.t1	2	1	5	12	13	4	11	4	13	61	66	48
V.g18494.t1__Cnig_chr_V.g22069.t3	192	124	124	153	99	188	127	234	126	223	274	264
III.g8251.t3__Cnig_chr_III.g9506.t2	2331	1927	1157	1822	608	1985	1976	1918	1984	1790	1201	1411
II.g4227.t1__Cnig_chr_II.g4335.t1	35	17	23	5	3	8	3	0	2	0	2	1
IV.g11400.t1__Cnig_chr_IV.g13332.t2	385	592	497	480	460	463	865	949	1005	995	911	993
V.g14872.t2__Cnig_chr_V.g17669.t1	72	50	42	88	53	76	3	0	1	2	0	0
V.g18475.t1__Cnig_chr_V.g22043.t1	181	134	108	94	54	115	45	57	41	23	35	39
II.g4515.t1__Cnig_chr_II.g4734.t1	8	4	6	287	91	146	8	12	6	33	16	36
X.g21421.t2__Cnig_chr_X.g25463.t1	5	2	1	97	74	107	12	10	17	171	183	325
V.g17650.t1__Cnig_chr_V.g20796.t3	688	598	909	477	420	466	116	173	101	102	91	120
I.g3185.t1__Cnig_chr_I.g2934.t2	50	16	44	1073	1230	1082	7	9	3	693	623	1593
V.g14874.t2__Cnig_chr_V.g17678.t2	11	10	9	38	14	22	53	94	64	81	89	112
II.g6169.t2__Cnig_chr_II.g6574.t2	24	8	14	41	45	50	39	34	32	90	69	80
X.g19593.t2__Cnig_chr_X.g23375.t1	3	1	5	65	17	44	416	320	319	237	246	223
X.g19589.t1__Cnig_chr_X.g23367.t1	93	54	48	86	52	102	469	401	404	416	387	401
V.g15327.t1__Cnig_chr_V.g18216.t1	1204	792	787	71	23	185	59	94	90	6	5	6
I.g1665.t1__Cnig_chr_I.g1274.t3	2162	1241	1552	220	160	496	75	439	191	10	3	8
I.g3069.t1__Cnig_chr_I.g2723.t1	18	2	8	801	911	725	3	4	0	278	258	605
X.g19588.t3__Cnig_chr_X.g23366.t1	411	444	220	700	194	523	6160	5127	6251	2426	1797	2243
II.g5574.t1__Cnig_chr_II.g5935.t1	1372	975	974	650	488	740	854	678	811	985	856	910
X.g19592.t1__Cnig_chr_X.g23374.t1	505	288	300	721	312	703	2620	1811	3374	2029	1734	2237
I.g1678.t1__Cnig_chr_I.g1287.t1	12052	8409	9583	884	651	2330	859	4012	1686	16	21	21
V.g17033.t1__Cnig_chr_V.g20071.t1	486	262	605	410	553	675	323	492	357	475	359	519
II.g5575.t1__Cnig_chr_II.g5936.t1	6804	7854	5714	6995	4576	7118	4535	4946	4854	6240	5332	6458
V.g16529.t1__Cnig_chr_V.g19564.t1	1923	1121	431	3366	429	3051	4654	6976	5202	4612	3019	5302
I.g1402.t1__Cnig_chr_I.g997.t1	53	42	70	154	136	130	23	51	33	53	71	87
V.g17030.t3__Cnig_chr_V.g20069.t1	535	434	423	733	643	735	1283	987	1000	970	811	933
V.g17032.t1__Cnig_chr_V.g20070.t1	93	75	79	114	123	137	63	57	47	89	107	101
IV.g13687.t1__Cnig_chr_IV.g16035.t1	27	20	16	35	5	37	82	88	68	41	44	54
IV.g13647.t1__Cnig_chr_IV.g16037.t1	150	194	198	246	189	209	521	512	415	300	309	333
II.g5514.t2__Cnig_chr_II.g5874.t1	26	21	22	26	18	17	739	743	453	494	381	518
V.g17008.t2__Cnig_chr_V.g20048.t1	3	2	6	16	16	14	9	3	10	17	7	21
V.g17007.t1__Cnig_chr_V.g20047.t2	0	0	0	0	1	1	4	7	3	7	6	9
V.g13967.t1__Cnig_chr_V.g16422.t1	12	8	15	30	22	35	25	23	27	31	18	23
II.g4712.t2__Cnig_chr_II.g4954.t1	13	15	5	25	11	23	1	2	1	2	1	5
IV.g13648.t1__Cnig_chr_IV.g16041.t1	16	20	11	125	108	33	1133	517	790	1357	978	923
X.g20554.t1__Cnig_chr_X.g24434.t1	122	152	115	906	1019	452	3538	1579	2315	3725	4992	2302
V.g16690.t1__Cnig_chr_V.g19708.t1	172	256	119	166	120	160	5702	4873	3434	1555	1263	1502
III.g9329.t1__Cnig_chr_III.g10669.t1	2	2	1	6	10	8	1	0	0	80	62	127
III.g9504.t1__Cnig_chr_III.g10862.t1	5011	7921	4144	18638	7193	13889	40098	36070	40619	32239	20877	22465
X.g18732.t2__Cnig_chr_X.g22381.t3	7940	12263	6894	30449	11854	21223	71829	64506	72886	54757	36256	38078
II.g4826.t1__Cnig_chr_II.g5169.t1	79	69	38	611	391	106	6194	2777	3798	9620	9596	6938
X.g20553.t1__Cnig_chr_X.g24433.t1	314	156	252	961	700	484	36	39	44	77	64	86
III.g8415.t2__Cnig_chr_III.g9687.t1	580	505	225	2309	413	1220	4105	11570	6182	1869	803	6485
III.g8257.t1__Cnig_chr_III.g9532.t1	628	397	487	2869	2788	2549	10	22	8	1202	1320	2036
X.g20555.t1__Cnig_chr_X.g24435.t1	27529	15270	22747	21767	18432	17098	1547	4962	2861	1608	1919	5172
V.g16689.t2__Cnig_chr_V.g19707.t1	262	418	184	203	126	233	3607	3909	2631	704	655	845
III.g7511.t1__Cnig_chr_III.g8458.t2	698	580	630	519	427	531	426	457	504	317	290	316
I.g2130.t1__Cnig_chr_I.g1762.t1	110	124	49	31	4	77	918	973	1073	678	604	683
III.g7510.t1__Cnig_chr_III.g8457.t1	2492	2282	2560	1596	1151	1549	1015	1225	1204	1140	1196	1221
II.g4828.t1__Cnig_chr_II.g5170.t2	24	16	6	223	53	29	1488	796	958	2655	2114	1713
X.g22011.t1__Cnig_chr_X.g26173.t1	220	132	171	142	121	131	148	124	130	189	222	195
V.g18012.t1__Cnig_chr_V.g21366.t3	0	0	3	0	0	2	3	4	4	3	3	1
IV.g11227.t1__Cnig_chr_IV.g13121.t1	4249	3692	4084	4610	4992	4164	7525	7414	7783	4625	4598	4422
V.g15305.t1__Cnig_chr_V.g18189.t1	3239	2393	3230	2544	2631	2546	760	659	690	625	1091	746
V.g14626.t1__Cnig_chr_V.g17309.t1	157	126	303	133	177	72	198	234	222	92	72	121
II.g5124.t3__Cnig_chr_II.g5457.t2	1879	1997	1855	881	562	1146	1591	1848	1789	1404	1462	1490
