# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "../references/annotations/briggsae.chr.transcript.ortho.gff" "-o" "counts/Cbr_Thomas_fc.counts.txt" "BAM/SRR580389.bam" "BAM/SRR580390.bam" "BAM/SRR580391.bam" "BAM/SRR580392.bam" "BAM/SRR580393.bam" "BAM/SRR580394.bam" 
Geneid	Chr	Start	End	Strand	Length	BAM/SRR580389.bam	BAM/SRR580390.bam	BAM/SRR580391.bam	BAM/SRR580392.bam	BAM/SRR580393.bam	BAM/SRR580394.bam
X.g18728.t2	X	961264	968919	+	7656	1060	1183	1000	646	318	662
I.g1558.t1	I	4525554	4529055	-	3502	3150	3425	3173	2596	2390	3270
I.g2846.t1	I	9735489	9737821	-	2333	24	21	21	64	41	67
I.g3840.t1	I	15048701	15060395	-	11695	6163	6867	6306	4959	4550	5066
I.g1560.t2	I	4529955	4530681	-	727	1548	1498	1380	903	1053	1142
V.g14026.t1	V	532261	532647	-	387	6	24	12	120	2	46
II.g6622.t1	II	12996091	12996817	+	727	9	6	6	10	17	18
V.g15965.t1	V	8730274	8731139	-	866	1	1	0	318	271	318
V.g15967.t1	V	8731752	8734072	-	2321	17	8	14	34	70	38
III.g7854.t1	III	2661056	2668215	+	7160	3954	3953	3628	2021	1427	2201
I.g3670.t1	I	14202948	14207981	+	5034	8	13	12	6690	4044	5782
I.g1115.t3	I	2701306	2742222	-	40917	3509	3360	3712	4588	2778	4328
I.g894.t1	I	1302315	1305462	+	3148	1082	1116	992	1132	1165	1219
IV.g11842.t1	IV	7713519	7713785	-	267	1	0	0	2086	2248	1877
X.g21379.t1	X	15883235	15884977	-	1743	13111	8219	12218	19714	4820	15495
V.g15968.t1	V	8734473	8736478	-	2006	38	29	43	68	111	67
V.g15860.t1	V	8313911	8314559	+	649	73	30	38	267	97	171
I.g3281.t1	I	11745628	11750712	+	5085	1080	1084	929	590	796	736
V.g15859.t1	V	8311320	8311887	-	568	360	129	268	752	205	399
IV.g13040.t1	IV	12560486	12560750	-	265	0	0	0	3011	4026	3098
V.g14927.t1	V	4338879	4339528	+	650	36495	33980	31327	29652	31736	28348
IV.g10853.t1	IV	2252132	2253024	-	893	1426	2047	1314	246	330	815
I.g3278.t1	I	11734870	11736690	+	1821	1246	1591	1308	540	338	648
IV.g10797.t1	IV	2028146	2028691	+	546	2	2	3	198	104	173
X.g19883.t1	X	7822165	7822891	+	727	12053	7841	10602	8474	9251	7009
X.g19046.t1	X	2841159	2842905	-	1747	537	1662	551	1576	915	878
III.g8123.t1	III	4141202	4142108	-	907	3861	4216	3624	4579	5128	5175
III.g8952.t1	III	7494725	7495365	-	641	4090	4721	4214	3379	3656	4039
X.g19755.t1	X	7145199	7146092	+	894	473	470	413	833	520	778
X.g21680.t1	X	17429367	17429705	+	339	2	2	0	0	1	1
III.g7849.t1	III	2625684	2626510	+	827	324	283	242	339	594	344
X.g21311.t1	X	15569009	15569829	+	821	15	18	26	4	5	6
III.g7841.t1	III	2582326	2582825	-	500	795	755	676	2232	1687	2332
I.g3280.t1	I	11738372	11744834	+	6463	4066	4913	3991	1922	1606	2204
I.g1706.t1	I	5195525	5196799	-	1275	208	169	131	437	583	367
IV.g12664.t1	IV	10964205	10964641	-	437	3843	3635	3621	4732	4337	4395
III.g8888.t1	III	7257002	7257800	-	799	0	0	0	9646	1763	7803
V.g15434.t1	V	6659244	6663022	-	3779	3013	3121	3140	1384	1382	1777
III.g8889.t1	III	7260360	7261230	-	871	0	1	0	3349	3285	4579
V.g14795.t1	V	3743269	3744927	-	1659	53	60	29	225	236	252
III.g8167.t1	III	4351794	4352247	-	454	1220	1262	1199	721	1011	999
III.g8887.t2	III	7255295	7256116	-	822	0	0	0	1070	319	936
X.g21866.t1	X	18578612	18579356	+	745	15	14	18	48	25	26
I.g1711.t1	I	5206563	5208008	-	1446	7	4	4	35	18	28
V.g17519.t2	V	14850340	14852978	+	2639	4	9	6	110	70	76
V.g14798.t2	V	3749945	3750323	-	379	9	25	9	15	25	15
I.g3031.t1	I	10583145	10589848	-	6704	70	101	84	11	10	14
II.g4852.t3	II	5355421	5372302	-	16882	69	113	50	213	125	174
X.g20144.t1	X	9309859	9311305	+	1447	3	1	2	2	8	6
X.g20143.t4	X	9304440	9307645	+	3206	10	3	6	27	43	26
V.g16527.t1	V	10905081	10907366	-	2286	348	352	362	457	602	503
IV.g11253.t1	IV	4970453	4971689	-	1237	86	91	61	103	5024	447
I.g2949.t1	I	10211124	10213457	-	2334	139	279	84	199	197	157
II.g5556.t1	II	8394296	8397736	-	3441	3839	4447	3874	829	990	1517
IV.g12402.t1	IV	9957436	9958794	-	1359	150	9	21	136	45	78
II.g5673.t1	II	8914405	8915518	-	1114	7	1	3	43	9	32
IV.g11252.t1	IV	4966394	4966805	-	412	1113	1026	581	1136	6024	1840
V.g14284.t1	V	1575510	1576305	-	796	3217	1639	2201	1616	5025	1972
X.g18613.t1	X	387652	387902	+	251	10	6	3	18	11	6
IV.g13723.t2	IV	16969991	16977664	+	7674	3228	3550	3024	1543	1746	1732
I.g2608.t2	I	8874498	8877212	-	2715	3173	3316	3015	1172	1428	1573
I.g2270.t1	I	7548993	7549630	+	638	9301	9501	7161	4574	6030	4864
V.g16140.t1	V	9466873	9469726	+	2854	196	196	138	601	893	737
IV.g11417.t1	IV	5878280	5879332	+	1053	0	0	0	869	751	874
IV.g11416.t2	IV	5871949	5877292	+	5344	8	10	14	216	180	186
V.g16141.t1	V	9470747	9473585	+	2839	158	151	111	354	970	381
X.g21227.t2	X	15106595	15108250	-	1656	605	510	566	302	222	264
III.g7900.t1	III	2949956	2952009	-	2054	686	835	501	1411	1362	1425
IV.g12644.t1	IV	10893545	10894446	+	902	934	967	917	731	677	857
I.g3267.t1	I	11675924	11678225	+	2302	1422	1647	1311	1546	1474	1827
IV.g12646.t1	IV	10895417	10896979	+	1563	2093	2534	2173	1883	2009	2190
III.g9483.t2	III	9616194	9624862	+	8669	3223	3609	3123	859	1328	1463
II.g5608.t1	II	8633036	8635008	-	1973	1	3	0	2614	1915	2453
I.g3268.t1	I	11678791	11679649	+	859	376	527	332	704	1139	893
III.g9484.t1	III	9625627	9627209	+	1583	4575	5188	4480	1684	1827	2109
II.g5346.t1	II	7567177	7568660	-	1484	10332	12630	10410	9925	7308	9869
V.g15283.t3	V	5904569	5908210	+	3642	118	123	170	137	48	113
IV.g12731.t2	IV	11270378	11271526	-	1149	0	0	0	247	195	194
II.g6410.t1	II	12054688	12059742	+	5055	76	77	65	187	219	218
I.g3251.t1	I	11581241	11582222	+	982	0	0	0	582	575	567
III.g8854.t1	III	7150513	7151288	-	776	1171	982	820	1176	1257	1147
II.g4446.t1	II	3351957	3354544	+	2588	24557	26882	25239	27915	17921	28184
V.g16587.t1	V	11152110	11153832	+	1723	9472	10224	9451	5162	7515	7602
IV.g11110.t1	IV	4085575	4089192	+	3618	45	15	23	323	111	113
V.g16648.t1	V	11452440	11454553	-	2114	1239	1263	937	3054	3237	3168
II.g5254.t1	II	7206268	7207417	+	1150	423	63	106	2945	893	791
I.g2036.t1	I	6543239	6544907	-	1669	7872	9569	7819	5163	5924	6496
II.g5062.t1	II	6370341	6373659	+	3319	8	14	7	68	72	68
IV.g12874.t1	IV	11824651	11826585	-	1935	984	1355	709	1515	777	1254
I.g1794.t1	I	5574328	5576922	+	2595	22043	22997	21191	11073	6643	11218
III.g10331.t1	III	14182103	14182558	-	456	373	559	363	91	83	151
V.g16424.t1	V	10551221	10553419	+	2199	143	289	113	893	401	740
X.g20519.t1	X	11275487	11280195	-	4709	1773	2269	1120	5793	3831	4522
V.g15983.t1	V	8806498	8807558	+	1061	167	55	42	1055	194	308
II.g5061.t3	II	6357500	6368551	+	11052	42	75	60	305	165	204
V.g15021.t2	V	4654133	4656690	-	2558	96	105	74	610	563	581
X.g20755.t1	X	12412655	12420948	-	8294	214	120	137	436	159	323
IV.g13473.t1	IV	15373499	15378472	+	4974	47	107	38	209	126	162
V.g16264.t2	V	9948509	9949036	-	528	333	376	312	492	750	356
II.g7380.t1	II	16538628	16541463	+	2836	2531	2958	2563	2651	2253	2990
X.g20141.t1	X	9297619	9299192	+	1574	6456	4268	6011	7162	1803	5267
X.g18633.t1	X	474439	474965	+	527	1	0	1	5	3	1
I.g970.t1	I	1880492	1881007	+	516	18924	16054	16002	17168	6277	14778
I.g2175.t1	I	7119877	7123434	+	3558	385	296	270	199	334	266
II.g7379.t1	II	16533235	16539321	+	6087	3	4	1	255	77	125
X.g20151.t1	X	9354378	9354989	+	612	2	1	0	5	7	7
X.g21581.t1	X	17039820	17044677	+	4858	61	53	58	343	165	259
I.g972.t1	I	1885531	1885845	+	315	2580	2396	1239	2474	1526	2153
I.g1905.t1	I	5964734	5965503	+	770	1	0	0	1981	1926	1901
III.g9758.t1	III	10833346	10834462	-	1117	280	875	154	319	448	881
II.g5883.t1	II	9895742	9896775	-	1034	74	103	28	125	31	141
II.g5879.t1	II	9887344	9888901	+	1558	2073	2372	2099	1113	1585	1479
V.g16365.t1	V	10285738	10287729	+	1992	0	1	1	655	582	544
III.g9195.t2	III	8558268	8563417	+	5150	798	913	779	2261	1194	1834
II.g5878.t1	II	9886564	9887185	+	622	674	813	664	374	595	519
II.g6892.t1	II	14109772	14112746	-	2975	2548	2747	2393	1438	1074	1605
I.g3433.t1	I	12715582	12716312	-	731	42	161	85	72	246	203
I.g3434.t1	I	12717575	12718290	+	716	30	32	22	29	91	32
IV.g12977.t1	IV	12283421	12294019	-	10599	8628	8567	8281	4289	2324	4243
II.g5911.t2	II	10002971	10004903	+	1933	7269	7740	7025	3230	3524	3547
V.g15734.t1	V	7887306	7891869	+	4564	537	934	902	6412	1163	4312
III.g8890.t1	III	7265346	7267835	-	2490	2679	2991	2864	938	1259	1351
I.g3437.t1	I	12726114	12727084	+	971	176	66	146	42	143	76
X.g21837.t1	X	18391970	18395787	-	3818	562	412	415	521	338	636
II.g4551.t1	II	3846215	3848246	+	2032	16	16	11	41	18	37
X.g18677.t1	X	692391	693584	-	1194	375	205	363	392	238	335
I.g3435.t1	I	12720753	12721651	+	899	413	234	200	51	968	156
II.g4550.t1	II	3841700	3843103	+	1404	438	854	294	527	166	475
I.g2069.t1	I	6663649	6665294	-	1646	2998	3511	2980	1744	2046	2259
I.g2068.t1	I	6662088	6663389	-	1302	1887	2019	1775	583	615	776
IV.g13749.t1	IV	17089141	17090495	+	1355	2	1	0	7375	6025	6577
I.g2601.t3	I	8820782	8835953	-	15172	829	1042	860	1466	643	1342
IV.g13748.t1	IV	17087610	17088969	-	1360	0	0	1	8185	7037	7399
III.g8363.t1	III	5167871	5168739	+	869	1022	1059	971	1107	1248	1315
III.g9145.t1	III	8321084	8323119	-	2036	3078	3251	2913	1274	2134	1920
I.g1412.t2	I	3998776	4006730	-	7955	23960	32602	32298	11909	13800	15926
IV.g13561.t1	IV	16018514	16022507	-	3994	1	1	0	4280	2870	3583
III.g9146.t2	III	8323335	8324944	-	1610	1008	917	914	416	592	478
V.g16421.t1	V	10530493	10531194	+	702	2	24	1	56	30	36
V.g15733.t1	V	7885332	7886878	+	1547	616	593	616	1132	675	975
I.g1553.t2	I	4511279	4514046	-	2768	3011	3382	2120	6495	1907	4078
III.g8258.t1	III	4718312	4721108	-	2797	1	0	0	40769	23417	34852
IV.g11504.t1	IV	6400045	6403265	-	3221	4	11	2	115	531	79
X.g19933.t2	X	8113394	8115277	+	1884	14	11	9	7	5	7
I.g2123.t1	I	6870260	6875952	+	5693	7	5	4	25	18	25
X.g19934.t1	X	8119463	8120919	-	1457	3	5	3	13	19	17
V.g14308.t1	V	1634833	1635527	+	695	294	184	228	72	568	190
X.g19653.t3	X	6485692	6497588	-	11897	353	381	399	290	96	257
V.g15515.t2	V	7036062	7037815	-	1754	35	72	42	92	50	63
X.g19652.t3	X	6478945	6485165	-	6221	1505	1622	1701	1160	527	1010
V.g15215.t1	V	5626279	5627063	+	785	1831	1251	1459	760	492	777
III.g8767.t1	III	6793704	6797352	+	3649	343	323	205	223	404	281
V.g17006.t1	V	12932020	12933803	-	1784	83	73	88	127	110	103
III.g7505.t1	III	500761	501980	-	1220	4324	4277	4304	5520	2852	5242
X.g20008.t1	X	8519744	8520178	+	435	5539	8860	5432	194	235	553
X.g20011.t1	X	8529783	8530231	+	449	2478	3929	2366	39	67	108
X.g20012.t1	X	8531035	8531366	+	332	95	109	69	0	7	7
X.g21856.t1	X	18522250	18524863	-	2614	2855	2043	2429	4152	2790	3091
IV.g11605.t1	IV	6916600	6919012	-	2413	360	334	321	412	405	458
IV.g11604.t1	IV	6913132	6914628	-	1497	15630	19432	18600	16980	10986	16076
X.g19071.t1	X	2980088	2982121	-	2034	443	510	362	652	439	591
X.g19078.t1	X	3027656	3029211	-	1556	575	572	510	1717	765	1174
X.g21146.t1	X	14677973	14678316	+	344	3	96	0	642	8	380
I.g3610.t1	I	13783885	13785273	+	1389	7904	8817	7818	4398	2131	4130
IV.g11847.t1	IV	7728703	7729598	+	896	128	215	118	383	216	378
X.g20428.t2	X	10710559	10712047	-	1489	685	653	604	748	737	710
II.g4398.t1	II	3080837	3084815	+	3979	534	358	359	430	564	587
X.g19176.t1	X	3610699	3611101	-	403	3767	6133	3743	216	309	604
IV.g12794.t1	IV	11550566	11551234	+	669	160	194	126	920	895	897
II.g5073.t2	II	6410941	6414241	-	3301	5578	6353	5958	1592	1374	2113
X.g21145.t1	X	14676332	14677112	-	781	19	205	14	399	30	329
X.g20271.t1	X	9877347	9879438	+	2092	533	328	94	370	1183	468
X.g18904.t1	X	1892799	1893059	+	261	2	0	3	1	0	0
II.g5074.t1	II	6415194	6416806	-	1613	229	228	198	287	174	281
IV.g12580.t1	IV	10624656	10626306	+	1651	8470	9128	8129	5785	6547	6386
IV.g12579.t1	IV	10622746	10624469	+	1724	1270	1430	1262	772	900	852
III.g7670.t1	III	1476675	1478120	-	1446	3115	4550	2969	207	178	453
II.g4399.t1	II	3085015	3089309	+	4295	1609	1669	1506	870	1057	1124
III.g8174.t1	III	4367486	4368166	+	681	1240	1349	1266	1198	1497	1344
IV.g10470.t2	IV	224051	228153	-	4103	32	44	44	6390	3691	5315
IV.g10471.t1	IV	228364	229619	-	1256	2368	1675	1412	2162	7068	2398
I.g2283.t1	I	7590611	7593482	-	2872	16	31	5	46	22	20
I.g2284.t1	I	7593692	7595215	-	1524	0	0	1	3149	2666	3066
II.g6289.t1	II	11471699	11473706	+	2008	4483	4702	4134	3868	6207	5068
III.g8562.t1	III	5993041	5994103	-	1063	2606	2841	2382	2214	2622	2329
III.g7855.t1	III	2669421	2670667	-	1247	1	0	1	302	278	257
III.g8173.t1	III	4366308	4367272	+	965	1718	1823	1764	667	996	1075
X.g22043.t1	X	19533161	19536415	+	3255	682	574	566	855	827	905
II.g6290.t1	II	11475649	11477487	+	1839	2229	2137	1872	4050	4098	3799
V.g17603.t4	V	15182884	15190578	-	7695	430	436	436	851	834	798
III.g8963.t1	III	7520881	7521663	-	783	329	355	302	269	346	305
IV.g12181.t2	IV	9036814	9039017	-	2204	6	2	6	71	20	43
X.g20116.t1	X	9152442	9154278	+	1837	710	882	572	2063	1130	1659
II.g3940.t1	II	39527	40733	-	1207	1808	2014	1858	1930	2150	2010
I.g2924.t1	I	10080910	10086365	+	5456	14620	16545	14645	5240	4117	6288
V.g17254.t1	V	13912866	13918100	-	5235	241	350	212	787	414	639
I.g2667.t3	I	9069922	9074554	+	4633	2785	2690	2683	1365	1369	1670
I.g2592.t1	I	8760914	8761970	+	1057	3	2	0	18041	14326	16566
IV.g12182.t2	IV	9043733	9047300	-	3568	16	24	17	831	7	95
II.g4878.t1	II	5526087	5530858	-	4772	573	525	454	614	881	560
IV.g12917.t1	IV	12031188	12032257	-	1070	3	3	1	1212	808	1114
III.g8752.t1	III	6738669	6740074	-	1406	1	0	0	907	947	880
III.g10112.t1	III	12931493	12933989	-	2497	35	27	24	1341	1043	1140
III.g7457.t1	III	289013	290149	+	1137	5	7	1	5667	3227	4579
III.g10174.t2	III	13281441	13286041	-	4601	7	7	3	28	17	27
X.g19951.t2	X	8189100	8191399	+	2300	49	47	29	181	281	121
IV.g11160.t1	IV	4419543	4419839	+	297	1218	1332	1190	1547	1199	1594
I.g2898.t1	I	9922503	9923887	-	1385	1	1	0	2226	1402	2009
II.g4876.t1	II	5521529	5524390	-	2862	950	1004	800	1276	1765	1788
III.g10194.t1	III	13424410	13429819	-	5410	1253	1649	1257	2739	2648	2895
I.g2668.t1	I	9075486	9076608	+	1123	1214	1284	1150	705	917	963
I.g2805.t1	I	9568678	9569316	+	639	1	0	0	237	150	207
I.g3925.t1	I	15451127	15452883	-	1757	11923	10610	10617	6516	4638	6056
II.g4267.t2	II	2355075	2355797	-	723	493	510	441	686	704	808
II.g7001.t1	II	14613065	14619323	-	6259	5180	5479	5316	1849	980	2056
X.g22077.t1	X	19790632	19796486	+	5855	844	622	628	1290	480	837
I.g2640.t1	I	8976664	8980241	+	3578	9	10	8	97	30	54
III.g9071.t1	III	7994833	7995876	-	1044	9	6	7	85	70	80
I.g2641.t3	I	8980518	8994122	+	13605	1829	1352	1565	1574	700	1634
III.g8404.t1	III	5341945	5343242	-	1298	0	0	0	602	445	538
IV.g10651.t2	IV	1280344	1285076	-	4733	2	0	1	5	0	3
V.g17775.t2	V	15864129	15865641	-	1513	0	0	0	3	1	1
II.g4266.t1	II	2352716	2354446	-	1731	3530	3229	3285	2099	2228	2390
IV.g12920.t1	IV	12041106	12043216	-	2111	1941	2070	1462	5013	3011	4511
V.g17374.t3	V	14321451	14336862	-	15412	17980	19165	17007	14075	9044	13755
V.g14420.t3	V	2100477	2103631	+	3155	3676	3933	3646	1774	1726	2378
V.g14421.t1	V	2103659	2106001	+	2343	1409	1423	1319	2203	1767	2308
X.g19455.t1	X	5280829	5282431	+	1603	44	38	32	87	103	77
V.g16880.t1	V	12417262	12417961	-	700	35	32	15	21	19	16
III.g8672.t1	III	6387354	6388646	-	1293	2056	2529	2062	661	1042	992
II.g6406.t2	II	12000155	12001581	+	1427	637	431	523	1558	824	1432
V.g16879.t1	V	12415786	12417024	-	1239	3	0	1	2	1	1
I.g929.t1	I	1637909	1643588	-	5680	9	11	10	1561	1074	1324
V.g14305.t1	V	1631031	1631790	-	760	631	586	579	380	1519	740
II.g6402.t1	II	11983159	11985909	+	2751	1259	1530	1427	406	271	486
V.g16401.t1	V	10459526	10459927	+	402	1021	994	1016	337	530	508
X.g19057.t1	X	2913456	2915018	+	1563	254	304	226	722	625	573
III.g8902.t2	III	7291193	7292311	-	1119	5	2	7	48	55	45
III.g9385.t1	III	9268120	9271280	-	3161	2657	2885	2693	1522	1944	1813
X.g21527.t1	X	16690443	16691503	+	1061	388	278	378	198	149	152
IV.g13747.t1	IV	17083670	17086631	+	2962	32	19	31	1647	1570	1625
III.g8801.t1	III	6954589	6956517	-	1929	418	283	517	447	290	375
IV.g11816.t2	IV	7636159	7636782	+	624	1367	1287	1439	1836	1563	2023
III.g9384.t1	III	9267195	9267961	-	767	1067	1185	1027	400	623	556
I.g2226.t1	I	7387124	7388319	+	1196	420	147	334	176	495	175
I.g2698.t1	I	9193540	9195148	+	1609	2898	3076	2891	754	1039	1005
IV.g13526.t3	IV	15771852	15775425	-	3574	1580	1593	1538	1056	1134	1284
IV.g13525.t1	IV	15769567	15771535	-	1969	2051	1928	1817	1254	1598	1408
V.g14461.t1	V	2293622	2294614	-	993	1333	242	244	3391	162	1358
I.g1237.t1	I	3268248	3272436	+	4189	3106	3040	2603	2243	3022	2691
IV.g13513.t2	IV	15670890	15685707	+	14818	1434	1587	1475	841	367	814
I.g2225.t1	I	7385309	7386385	-	1077	120	20	49	630	236	447
V.g14477.t1	V	2369570	2370910	-	1341	3575	671	762	8279	693	3258
II.g6025.t1	II	10352251	10353439	-	1189	1184	1238	1192	735	800	867
II.g5525.t2	II	8324058	8325102	+	1045	1549	1643	1503	728	804	855
III.g9119.t1	III	8217903	8222084	-	4182	6	2	4	9991	10453	9968
I.g1894.t1	I	5899489	5901694	+	2206	5850	7180	6078	5359	5675	6586
III.g7840.t2	III	2555331	2580975	-	25645	2484	2563	2432	2935	2036	3206
I.g1236.t2	I	3263604	3267384	+	3781	471	529	441	632	350	592
V.g14428.t2	V	2137589	2138367	-	779	1362	1463	1337	1279	1464	1441
X.g19971.t1	X	8327553	8328215	+	663	749	805	546	1173	1151	1287
X.g21805.t3	X	18228188	18230122	-	1935	1046	814	810	660	679	631
II.g6023.t2	II	10344400	10346282	-	1883	1679	1857	1742	1068	1292	1304
X.g18965.t1	X	2251860	2252624	+	765	10	4	9	104	82	77
III.g8194.t1	III	4436735	4439103	+	2369	679	742	623	830	470	665
IV.g11838.t1	IV	7703116	7704091	-	976	1088	935	1029	769	735	769
I.g1320.t1	I	3632313	3632794	+	482	0	0	0	1684	1236	1427
I.g1781.t1	I	5518035	5518695	-	661	0	0	0	5508	3563	4555
X.g20321.t3	X	10139865	10145746	-	5882	159	133	136	110	96	90
V.g15884.t1	V	8403690	8405992	-	2303	5038	5922	5101	4629	4887	5179
III.g8255.t1	III	4701235	4702384	+	1150	1105	1375	1173	1295	1803	1511
V.g15883.t1	V	8401411	8403239	-	1829	3919	3828	3410	2763	3739	3066
IV.g12516.t1	IV	10441621	10444563	-	2943	3039	3343	3027	1244	1543	1594
I.g1436.t1	I	4105006	4105823	+	818	2058	2088	1845	847	994	958
I.g2294.t2	I	7648498	7650537	-	2040	666	550	415	553	458	479
II.g6896.t1	II	14128478	14142737	+	14260	17275	18883	16614	10206	5546	9575
V.g16359.t1	V	10272616	10273958	+	1343	339	362	307	490	428	471
IV.g12515.t2	IV	10437025	10441008	-	3984	4602	5468	4629	2384	2178	3224
X.g21502.t1	X	16562280	16563277	+	998	11	14	9	1	5	7
IV.g13410.t3	IV	14918787	14940534	-	21748	7412	8480	6904	8388	4331	7887
V.g17453.t1	V	14662808	14663455	+	648	237	221	237	96	337	248
III.g7519.t1	III	579333	581776	+	2444	3	3	6	1885	1395	1546
V.g17416.t1	V	14495015	14497153	-	2139	3467	3532	3054	2023	2631	2689
II.g7264.t2	II	16141101	16145052	+	3952	2405	2625	2379	1974	1676	2391
I.g2293.t1	I	7647490	7648345	-	856	109	97	107	100	61	72
III.g9327.t1	III	9056936	9057294	-	359	1	0	0	1422	1017	1393
I.g1438.t3	I	4107056	4107989	+	934	3109	3180	2959	1388	1706	1620
I.g2204.t1	I	7321244	7322932	+	1689	5592	6768	5644	1246	1346	1953
V.g16938.t1	V	12656586	12658452	+	1867	6321	6958	5702	6984	6941	7466
III.g7874.t1	III	2787195	2794671	-	7477	80	54	63	102	48	89
I.g1654.t2	I	4946994	4949570	+	2577	2678	3221	2565	1786	1734	2305
I.g2205.t1	I	7323437	7325506	+	2070	1929	1843	1794	1393	1170	1527
V.g17140.t2	V	13404564	13415300	+	10737	10214	11637	10131	6666	4182	7682
IV.g13531.t1	IV	15788920	15790847	-	1928	675	610	623	637	773	614
III.g10269.t4	III	13903670	13913096	+	9427	1789	1662	1775	1013	824	1127
IV.g12749.t1	IV	11352467	11355798	-	3332	4	2	1	2	4	10
I.g1376.t2	I	3882872	3884430	+	1559	14	11	11	50	59	42
II.g4988.t1	II	6013360	6015364	+	2005	3064	3261	2875	2030	2894	2632
I.g3926.t1	I	15453671	15455342	+	1672	0	0	2	3178	2016	2807
II.g4989.t1	II	6015740	6018335	+	2596	3522	4117	3708	1072	1874	1767
IV.g13532.t1	IV	15791232	15795322	-	4091	1562	1683	1561	757	769	872
IV.g12845.t1	IV	11729602	11731906	-	2305	4	2	5	2264	1210	1763
V.g18507.t1	V	19430445	19432131	+	1687	2089	1956	1878	1224	1276	1417
I.g1377.t3	I	3887235	3893561	+	6327	290	350	254	487	285	445
V.g18508.t1	V	19432451	19435873	+	3423	2898	3170	2917	1412	1465	1832
III.g9038.t1	III	7908626	7910443	-	1818	3553	4144	3387	1927	1394	1991
I.g1769.t1	I	5460931	5462970	-	2040	42732	58104	44874	7019	8147	14285
II.g4136.t1	II	1258557	1264799	+	6243	1259	1344	1170	643	673	928
V.g18485.t1	V	19313487	19322187	-	8701	48	43	28	823	649	626
II.g4767.t1	II	4997227	4999533	+	2307	16725	22059	12554	6900	7805	6700
IV.g11034.t2	IV	3518442	3536844	+	18403	4528	4706	3963	2423	1765	2565
III.g9037.t2	III	7906677	7908531	-	1855	9914	9010	9479	11434	11979	11382
II.g5070.t1	II	6400223	6401967	+	1745	28	30	29	95	189	105
IV.g12784.t1	IV	11498303	11499241	+	939	7925	8589	7688	12189	10457	11947
II.g4344.t1	II	2862035	2863728	-	1694	5	6	2	26	35	30
V.g18484.t1	V	19309607	19313327	-	3721	30	34	22	177	26	80
III.g8318.t1	III	4983514	4986100	-	2587	6352	6508	6104	5197	5178	5610
III.g8160.t1	III	4327684	4328417	-	734	4507	4942	4890	8262	4715	7086
II.g5069.t1	II	6399337	6399754	+	418	97	207	94	473	416	514
V.g14802.t1	V	3771112	3772526	-	1415	6	5	6	41	58	47
I.g1942.t1	I	6113112	6114379	+	1268	1718	2030	1791	1176	1178	1377
V.g17249.t1	V	13877662	13894306	-	16645	4388	4940	4274	2956	2477	3415
III.g8751.t2	III	6727553	6732371	-	4819	29	23	24	118	64	93
I.g1585.t1	I	4647498	4649401	-	1904	3427	2865	3049	1022	1224	1088
III.g10182.t1	III	13360749	13362401	-	1653	10379	10302	9426	13432	13172	13973
III.g7540.t3	III	670147	682106	+	11960	2383	2706	2504	1308	1300	1663
III.g8413.t2	III	5392716	5401326	+	8611	110	142	70	517	565	587
I.g1586.t1	I	4649579	4651920	-	2342	2896	2633	2873	1072	1612	1304
I.g2790.t1	I	9506068	9507213	+	1146	2108	2280	2209	850	1236	1142
X.g19318.t1	X	4468369	4469506	+	1138	0	0	0	8	18	10
X.g19154.t1	X	3486591	3489604	+	3014	420	263	316	404	164	266
IV.g12345.t1	IV	9736977	9737903	-	927	8	0	3	14876	9296	12129
X.g19155.t1	X	3490075	3493963	+	3889	104	61	107	293	122	224
V.g15893.t1	V	8469031	8469516	+	486	17	19	16	53	90	57
I.g2791.t2	I	9507392	9509392	+	2001	4269	4070	3962	2077	3445	2722
I.g1940.t1	I	6108482	6110575	+	2094	2449	2831	2357	1382	1261	1638
X.g19080.t1	X	3031321	3031709	+	389	0	1	1	0	0	0
II.g3979.t1	II	175486	177323	-	1838	2	0	1	3274	3316	3113
V.g18272.t3	V	18292544	18308074	+	15531	657	664	730	781	398	670
I.g2402.t2	I	8047638	8049133	-	1496	0	2	2	12	13	9
III.g8563.t1	III	5994385	5995513	+	1129	638	642	635	371	480	414
V.g15386.t1	V	6418790	6423510	-	4721	57	36	41	282	269	231
II.g4864.t1	II	5428072	5434837	+	6766	187	151	137	1509	1495	1482
I.g1502.t1	I	4319818	4320348	-	531	35500	34598	31341	25115	31859	26653
II.g4924.t1	II	5733832	5735289	-	1458	9343	7770	8575	6857	5694	6605
II.g3978.t1	II	173369	175219	+	1851	0	1	1	724	533	683
V.g16213.t2	V	9735153	9736795	+	1643	0	0	0	18	15	9
I.g881.t1	I	1216438	1218507	-	2070	1	2	0	37	8	5
V.g15139.t1	V	5254089	5257780	-	3692	33	30	35	137	53	86
III.g8564.t1	III	5996671	5997109	+	439	761	726	750	4736	1990	2758
X.g19564.t1	X	5869883	5874592	-	4710	14	7	8	341	389	352
I.g884.t3	I	1239798	1249536	-	9739	206	174	164	667	124	319
IV.g10476.t1	IV	243688	251139	-	7452	7020	8735	7268	6595	7572	7903
II.g4923.t1	II	5732209	5733596	-	1388	6679	5795	5627	2861	5298	3493
II.g5886.t1	II	9900219	9900984	+	766	1273	1328	1313	794	952	993
