# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "references/annotations/briggsae.chr.transcript.ortho.gff" "-o" "counts/Cbr_fc.counts.txt" "STAR/BAM/BF1_Cbr.bam" "STAR/BAM/BF2_Cbr.bam" "STAR/BAM/BF3_Cbr.bam" "STAR/BAM/BM1_Cbr.bam" "STAR/BAM/BM2_Cbr.bam" "STAR/BAM/BM3_Cbr.bam" 
Geneid	Chr	Start	End	Strand	Length	STAR/BAM/BF1_Cbr.bam	STAR/BAM/BF2_Cbr.bam	STAR/BAM/BF3_Cbr.bam	STAR/BAM/BM1_Cbr.bam	STAR/BAM/BM2_Cbr.bam	STAR/BAM/BM3_Cbr.bam
I.g3093.t1	I	10881842	10882403	-	562	65	39	60	383	417	342
V.g14573.t1	V	2846819	2850536	-	3718	171	109	112	202	152	205
X.g18844.t2	X	1586249	1588864	-	2616	10	4	3	36	11	22
I.g3719.t1	I	14429620	14437910	+	8291	1386	1550	842	1323	547	1276
III.g10102.t2	III	12856302	12872402	-	16101	324	273	85	362	15	333
II.g3945.t2	II	53526	54468	+	943	1209	822	3517	1948	4985	1184
V.g16282.t1	V	10003963	10004395	-	433	433	387	387	450	408	462
X.g19726.t1	X	6949712	6950082	-	371	714	539	864	1490	1855	989
I.g3094.t1	I	10882574	10883092	+	519	70	62	65	451	447	349
II.g6176.t1	II	10954853	10956762	+	1910	10763	11657	9689	2267	1193	4408
X.g21457.t2	X	16310052	16312538	+	2487	4757	4473	3661	7498	4187	5717
I.g3000.t1	I	10414318	10416481	-	2164	4780	5874	3676	4619	3034	5296
II.g4571.t3	II	3912329	3919398	-	7070	9742	10006	6872	11682	6532	11935
IV.g12318.t4	IV	9641844	9643421	+	1578	978	919	462	615	175	705
I.g3034.t1	I	10634624	10635666	-	1043	78	117	82	263	260	240
IV.g11384.t2	IV	5700402	5703138	+	2737	7359	6858	6663	9258	6904	8357
IV.g12320.t1	IV	9644810	9645797	+	988	1356	1520	1343	786	681	831
II.g5773.t2	II	9396336	9396810	+	475	8627	6377	8538	8252	7438	7100
I.g3036.t1	I	10640135	10650676	-	10542	170	136	44	455	101	478
I.g3710.t1	I	14364654	14368263	+	3610	580	539	412	4488	3289	4093
III.g8624.t1	III	6186050	6187742	+	1693	1314	1170	1067	613	441	729
III.g10402.t1	III	14481856	14483754	-	1899	329	180	137	333	160	308
IV.g10866.t1	IV	2330592	2332406	-	1815	40	5	20	1532	1882	1636
I.g975.t1	I	1898036	1906277	+	8242	253	289	194	142	79	207
X.g18620.t1	X	403767	413061	+	9295	10073	9652	6902	13600	8011	11982
V.g14268.t2	V	1525189	1528016	-	2828	6	5	8	5	7	7
V.g16115.t1	V	9354724	9356764	-	2041	2517	2532	2171	1483	1022	1734
III.g8116.t1	III	4119223	4119723	-	501	2	4	2	2	0	1
V.g15420.t1	V	6576999	6578624	-	1626	3346	3428	2111	6221	3600	4404
IV.g10884.t1	IV	2473210	2475142	+	1933	4	1	1	181	247	234
X.g22274.t1	X	20791291	20793124	+	1834	81	82	75	87	53	90
V.g16296.t2	V	10067590	10077204	+	9615	470	318	330	903	566	775
IV.g12696.t1	IV	11106885	11107945	-	1061	1600	2106	1877	480	291	773
I.g976.t1	I	1907177	1910019	+	2843	566	995	933	622	365	583
X.g21495.t1	X	16527787	16530045	-	2259	462	366	387	727	686	596
III.g7591.t1	III	991034	995308	+	4275	115	62	61	230	148	329
IV.g11839.t1	IV	7704280	7705542	-	1263	5223	3181	3698	2461	1849	2621
X.g22126.t1	X	20045751	20049023	-	3273	6	3	0	45	44	27
III.g8115.t1	III	4118580	4119178	-	599	6	8	2	0	2	0
IV.g13085.t2	IV	12767198	12769075	+	1878	32	26	20	260	254	250
V.g15289.t1	V	5920210	5922392	-	2183	13	14	13	18	22	22
II.g5587.t1	II	8522626	8526661	-	4036	157	124	118	229	127	195
V.g15288.t3	V	5917725	5918856	-	1132	5	0	2	4	4	4
II.g5588.t1	II	8527033	8534487	-	7455	24	16	13	34	22	31
V.g15287.t1	V	5914505	5916437	-	1933	8	1	8	4	5	8
III.g10368.t2	III	14291158	14293227	-	2070	92	61	70	223	269	225
IV.g12576.t1	IV	10615822	10618698	+	2877	3385	3377	2293	1759	938	2093
III.g9377.t2	III	9248847	9249932	+	1086	1	0	1	3	0	0
I.g3302.t2	I	11907280	11907766	+	487	3253	3760	3561	1919	1801	1487
I.g3908.t1	I	15364525	15365685	-	1161	4369	3612	4404	1412	1194	953
I.g3303.t1	I	11908197	11908827	+	631	8637	9697	10226	5230	6112	4966
IV.g10492.t1	IV	318623	320549	-	1927	3100	3332	2590	3844	2979	3368
I.g3304.t1	I	11909197	11909942	+	746	11850	8868	13569	5886	7793	5726
III.g8439.t1	III	5517060	5517677	-	618	4542	6079	4983	3229	2968	3684
IV.g12577.t2	IV	10619158	10621898	+	2741	5018	4890	3639	3792	2068	4098
IV.g11877.t1	IV	7874473	7877621	+	3149	91	48	60	66	53	66
V.g14212.t1	V	1328893	1331968	+	3076	310	299	312	121	78	106
I.g3296.t1	I	11890739	11891608	-	870	31279	21888	27644	15349	17760	14759
III.g8441.t1	III	5523282	5524158	-	877	4402	4880	2768	3164	1411	3855
II.g5273.t1	II	7267707	7268677	+	971	869	588	656	1936	1897	2028
III.g7810.t1	III	2371882	2373584	-	1703	1169	1197	1163	965	546	989
V.g15977.t1	V	8768678	8773993	+	5316	4440	4747	2732	3350	1606	3880
V.g18422.t1	V	19059850	19060861	+	1012	29	38	36	58	58	51
III.g8548.t1	III	5935903	5939331	+	3429	3172	3927	3341	2732	2107	2678
X.g21260.t1	X	15338365	15340579	+	2215	19	16	19	19	20	14
IV.g12673.t3	IV	11021056	11022897	-	1842	324	363	192	200	138	167
V.g16370.t1	V	10299004	10300575	-	1572	4796	3939	3788	1100	570	1757
V.g18423.t1	V	19061206	19065875	+	4670	1192	1379	817	1051	549	1124
V.g16220.t1	V	9768635	9770767	+	2133	692	604	663	565	441	414
II.g5272.t1	II	7264579	7266413	+	1835	314	350	269	656	629	603
I.g1080.t1	I	2555746	2557482	-	1737	294	164	170	241	231	257
I.g1079.t1	I	2554174	2555594	-	1421	224	161	158	228	89	175
X.g22336.t1	X	21051661	21054443	+	2783	446	396	409	275	217	280
III.g9147.t1	III	8325208	8326463	-	1256	2231	2702	1866	1147	780	1439
III.g10429.t1	III	14573967	14575704	+	1738	3794	2768	2292	2144	1145	2313
I.g2514.t1	I	8492835	8493522	+	688	5419	3306	4549	1659	1695	1816
I.g2513.t1	I	8490714	8492584	+	1871	5354	3632	4199	1583	1037	1799
I.g2822.t1	I	9626890	9630202	+	3313	3780	4341	2422	5178	1785	4994
I.g2821.t2	I	9622527	9624273	+	1747	437	467	117	584	57	598
IV.g11941.t1	IV	8102621	8103072	-	452	738	398	564	1683	1937	1484
IV.g11317.t1	IV	5294782	5296811	-	2030	29	31	32	55	58	43
V.g16467.t1	V	10711765	10713653	+	1889	4109	3942	3078	3199	1953	3421
IV.g13523.t1	IV	15766047	15767164	-	1118	232	319	295	134	151	131
V.g17274.t1	V	13991020	13991348	-	329	231	166	181	1495	1617	1126
III.g9114.t1	III	8199381	8201730	-	2350	243	167	183	670	511	366
IV.g10765.t1	IV	1855328	1858877	+	3550	116	71	113	61	88	58
IV.g12199.t3	IV	9104306	9107314	-	3009	6003	4661	5204	2256	1658	2556
IV.g13524.t1	IV	15767442	15769165	-	1724	820	615	648	449	389	426
V.g15157.t1	V	5334824	5337278	-	2455	84	76	82	250	267	141
I.g2936.t2	I	10123939	10133233	+	9295	2510	2005	845	4105	910	4030
V.g16466.t1	V	10709525	10711510	+	1986	3396	2905	2039	1671	918	1809
III.g8081.t1	III	4003304	4004246	-	943	176	133	200	610	571	485
III.g8082.t1	III	4004436	4005614	-	1179	3673	3898	2896	2768	1792	3152
I.g2628.t2	I	8950301	8956029	-	5729	3038	3011	1850	2651	948	2861
I.g2860.t1	I	9799822	9802559	-	2738	3767	2589	2078	2528	1298	2977
X.g20679.t2	X	12062583	12064538	-	1956	172	101	136	268	250	191
I.g3159.t1	I	11197428	11205169	-	7742	440	269	109	724	115	716
III.g10388.t1	III	14378761	14381069	-	2309	111	38	67	230	129	204
I.g2629.t1	I	8956261	8957046	-	786	5090	3605	6234	1019	1227	1290
X.g20678.t2	X	12061046	12061792	-	747	74	38	44	478	400	305
II.g5086.t1	II	6455590	6483828	+	28239	3107	2917	1688	10177	3713	8616
I.g2859.t3	I	9794889	9799458	-	4570	4833	4786	3994	5929	4743	5223
II.g5738.t1	II	9238727	9244943	+	6217	432	474	512	324	331	390
V.g16285.t1	V	10011716	10012200	-	485	17	12	11	230	343	184
X.g22155.t1	X	20236743	20239776	-	3034	358	239	305	269	176	250
V.g16287.t1	V	10013033	10013335	-	303	16	9	28	84	132	54
II.g5736.t1	II	9226907	9227688	+	782	4	2	4	6	11	8
V.g16286.t1	V	10012391	10012845	-	455	626	384	621	2367	2846	2031
II.g5120.t1	II	6607297	6609367	-	2071	16	11	7	23	16	31
III.g10387.t4	III	14373404	14378719	-	5316	1522	1688	1445	1165	938	1351
IV.g12371.t1	IV	9828417	9830214	-	1798	900	778	756	974	819	964
I.g1379.t1	I	3894901	3896928	-	2028	1134	1179	925	1089	780	1200
IV.g12127.t2	IV	8794946	8810102	-	15157	5460	5559	3426	5359	1877	5795
I.g1378.t2	I	3893863	3894873	-	1011	4365	2641	2796	1892	1470	1976
X.g20117.t3	X	9155092	9158348	+	3257	35	32	40	56	70	62
I.g3413.t1	I	12568710	12575630	-	6921	2570	3533	2756	2674	2450	2892
I.g3499.t1	I	13056230	13061645	+	5416	2202	2657	1561	657	192	904
I.g2138.t1	I	6917197	6921464	+	4268	3917	3243	2601	7626	4867	5623
III.g10200.t3	III	13451595	13455885	-	4291	408	477	479	442	368	459
III.g7523.t1	III	601963	607219	-	5257	2996	2987	2371	1357	757	1711
X.g19972.t1	X	8329066	8329749	+	684	15809	13567	17496	5004	4433	6527
II.g5245.t1	II	7168824	7171284	+	2461	17	30	10	271	315	70
III.g9942.t2	III	11838570	11851694	-	13125	1114	1348	1018	643	308	804
III.g8912.t1	III	7312474	7314546	-	2073	1943	1763	1399	1736	1053	1771
I.g2051.t1	I	6567175	6568712	+	1538	1833	1596	1201	14766	10031	12182
I.g1845.t1	I	5719307	5728483	+	9177	6895	7285	5461	7769	3620	6867
II.g5246.t1	II	7172211	7175453	+	3243	53	56	29	458	429	128
III.g8618.t2	III	6173412	6176490	+	3079	988	1044	701	642	416	830
III.g8913.t2	III	7315533	7316883	-	1351	1347	1269	1164	507	371	680
X.g22045.t2	X	19542538	19547087	-	4550	4726	3631	3364	6839	3858	6233
I.g3903.t1	I	15348126	15351384	+	3259	74	90	68	202	175	137
I.g1311.t1	I	3592484	3593475	+	992	857	1137	878	665	614	658
I.g1567.t1	I	4562402	4564467	+	2066	324	204	171	1562	1084	1258
I.g3855.t1	I	15141847	15145828	+	3982	2474	2450	2068	3903	2948	4442
IV.g12549.t2	IV	10517201	10519826	+	2626	3765	2299	2404	1983	1263	2153
I.g2406.t1	I	8065127	8067713	+	2587	1068	872	685	7065	4792	6110
II.g4246.t3	II	2208872	2216151	-	7280	1783	1126	1486	8337	7542	7032
I.g3706.t3	I	14355331	14357242	+	1912	172	134	165	1103	1009	963
V.g18230.t1	V	18029493	18032180	-	2688	5	3	8	9	8	13
IV.g12548.t2	IV	10515491	10516911	+	1421	772	746	605	563	362	598
II.g5726.t3	II	9188241	9195598	-	7358	607	313	68	498	87	492
I.g3649.t1	I	14028684	14030656	-	1973	237	208	299	1385	1674	1158
III.g7531.t1	III	632903	634568	-	1666	1304	1348	1141	1016	653	1145
II.g4183.t1	II	1652665	1658072	+	5408	38	56	63	44	41	50
II.g6226.t2	II	11224117	11225460	+	1344	4003	4193	4091	3263	2972	3163
III.g7530.t1	III	629066	631997	-	2932	2218	2447	1572	725	399	1058
I.g844.t5	I	962181	971177	+	8997	88	53	36	353	72	183
I.g3882.t2	I	15298439	15300518	+	2080	95320	95988	72624	104175	65982	92460
II.g6225.t1	II	11220405	11222892	+	2488	1400	834	1054	636	585	642
X.g20668.t1	X	11997159	12000536	-	3378	29772	32562	29494	20031	20566	19070
III.g8599.t1	III	6109214	6110216	+	1003	11428	14808	10596	1508	704	4068
II.g4200.t1	II	1768723	1770300	+	1578	271	180	245	154	150	175
III.g8520.t2	III	5773490	5779988	+	6499	996	640	499	677	446	651
X.g20029.t1	X	8663466	8666243	+	2778	1461	1338	1528	5491	3487	3213
X.g19295.t1	X	4335530	4345629	+	10100	71	80	73	202	95	138
III.g9898.t1	III	11607785	11612542	-	4758	692	724	521	591	249	650
X.g18928.t1	X	2056884	2058855	+	1972	2362	2079	2068	2828	2224	2388
V.g14149.t1	V	1110601	1111166	+	566	73	49	118	304	313	228
III.g9538.t1	III	9913219	9914217	+	999	1285	1761	1082	751	497	869
II.g4889.t1	II	5567355	5568319	-	965	543	315	265	2860	2761	2597
IV.g12908.t1	IV	11976802	11994547	-	17746	1145	925	586	2358	577	1936
V.g16146.t1	V	9483419	9484454	-	1036	34	19	36	42	33	42
IV.g13828.t3	IV	17392886	17395099	-	2214	1229	1342	1283	260	180	523
II.g4437.t1	II	3302834	3305133	+	2300	24	19	20	38	38	32
IV.g13002.t1	IV	12390844	12403951	+	13108	4665	4144	3073	6045	2681	5458
III.g9485.t1	III	9628097	9629072	-	976	313	211	192	2939	2559	2320
II.g5457.t3	II	8005104	8006437	+	1334	5327	5090	6661	3087	3447	2980
IV.g10611.t1	IV	929556	930995	+	1440	178	125	257	127	125	73
V.g16147.t1	V	9486179	9486967	-	789	34	27	30	46	42	32
IV.g13830.t1	IV	17396183	17396622	-	440	570	514	359	95	43	208
III.g9379.t1	III	9251842	9253619	-	1778	4106	2515	2479	1508	902	1670
II.g4456.t1	II	3392046	3395491	-	3446	700	633	510	1142	736	888
II.g4522.t1	II	3727800	3729982	+	2183	408	346	251	2188	1568	1836
III.g10161.t2	III	13204500	13211219	+	6720	484	564	428	490	349	440
X.g20003.t1	X	8487655	8490056	-	2402	2160	1717	1644	3528	2699	4057
I.g1644.t3	I	4918963	4920410	+	1448	1263	1430	1061	1046	859	1022
III.g9403.t2	III	9316906	9318611	+	1706	51711	41913	57453	20783	21173	21587
V.g17790.t1	V	15939739	15945061	-	5323	3814	4879	3572	4547	2986	4083
III.g9391.t1	III	9281022	9285156	-	4135	9834	11189	6907	2766	1347	4366
IV.g12107.t1	IV	8696531	8700568	+	4038	6818	6976	4083	11176	4702	9885
II.g4633.t1	II	4243199	4244715	-	1517	16931	16869	24084	15155	13186	10983
III.g8148.t1	III	4270406	4272302	+	1897	14	15	17	34	20	17
II.g4091.t1	II	887114	888358	+	1245	4845	5072	5977	1454	1496	1892
II.g4258.t1	II	2292946	2294226	-	1281	375	225	291	116	250	137
V.g14156.t1	V	1121898	1123583	-	1686	231	276	239	15	7	53
IV.g12534.t1	IV	10494684	10495651	+	968	2926	1775	1933	657	437	807
IV.g12533.t1	IV	10492330	10494446	+	2117	2205	1791	1708	1572	1018	1424
V.g16562.t3	V	11033514	11034214	-	701	0	1	0	0	1	1
III.g9911.t4	III	11655766	11662575	+	6810	3452	3021	2873	2457	1783	2626
V.g14159.t1	V	1130559	1132863	+	2305	2122	1615	1185	4094	1968	3429
IV.g12837.t1	IV	11712633	11713963	+	1331	2461	1948	2061	1364	1153	1375
X.g21143.t1	X	14672113	14672884	-	772	17	38	18	1	0	1
IV.g12838.t1	IV	11714292	11714970	+	679	2215	2160	2063	1546	1119	1631
V.g16561.t1	V	11030874	11031510	-	637	935	547	456	5186	5975	4150
III.g8831.t1	III	7065912	7068337	-	2426	240	163	170	76	59	105
III.g7782.t2	III	2106773	2146730	-	39958	2685	2664	1516	1958	683	2255
X.g19439.t1	X	5214466	5220567	-	6102	573	388	338	651	362	586
IV.g12839.t1	IV	11716086	11718491	+	2406	3045	2469	2345	2386	1436	2370
IV.g12155.t2	IV	8925345	8927592	-	2248	2653	3254	2666	1795	1053	2109
IV.g12840.t1	IV	11718757	11719697	+	941	611	551	353	525	188	565
X.g19440.t1	X	5222137	5228180	-	6044	690	544	405	778	433	779
III.g8467.t3	III	5614415	5617057	-	2643	2137	1665	1906	2160	2347	1747
III.g9944.t1	III	11851895	11852904	+	1010	82	90	130	347	414	285
X.g18908.t3	X	1910561	1914999	-	4439	762	664	552	1004	571	950
X.g18597.t1	X	292306	293895	+	1590	221	211	199	253	177	180
IV.g11961.t1	IV	8177933	8178355	-	423	4	1	2	0	0	0
II.g5985.t1	II	10226067	10226314	-	248	222	124	225	277	862	483
IV.g13835.t1	IV	17409913	17410887	+	975	4062	2633	3195	972	754	1357
III.g10077.t2	III	12706016	12709868	-	3853	751	823	444	1544	529	1275
III.g9055.t2	III	7956523	7961284	+	4762	8027	8467	6843	7560	4826	7302
II.g6256.t1	II	11332778	11333474	+	697	927	578	585	779	750	635
III.g9182.t1	III	8505840	8507897	+	2058	688	515	541	572	411	577
IV.g12677.t1	IV	11035034	11035443	-	410	2029	2698	2192	4897	3899	3881
V.g14369.t1	V	1879886	1885745	-	5860	570	543	514	3390	2657	2853
V.g15867.t1	V	8330531	8334476	-	3946	5604	2511	3467	6086	5279	6861
II.g5746.t1	II	9264298	9266238	+	1941	85	109	63	216	123	103
V.g16154.t2	V	9522325	9525358	-	3034	5833	5543	3225	4343	2040	4982
II.g5747.t1	II	9266765	9268750	+	1986	36	32	15	571	286	462
V.g14547.t1	V	2702777	2703065	+	289	0	0	0	0	0	0
V.g14137.t1	V	1009943	1011156	+	1214	7	3	5	17	17	13
I.g2788.t1	I	9504083	9504994	-	912	1434	1574	1245	769	417	902
III.g7423.t1	III	140841	141416	-	576	438	300	384	675	726	574
IV.g13836.t1	IV	17411190	17411958	+	769	881	554	629	287	298	357
V.g14136.t1	V	1007964	1009692	+	1729	181	111	128	213	230	220
X.g19735.t3	X	7038180	7042379	-	4200	1914	1516	1461	1476	1243	1519
III.g9995.t2	III	12173838	12194079	-	20242	2428	2337	1598	3922	1589	3335
III.g7995.t1	III	3567374	3568428	+	1055	248	241	576	218	340	218
III.g9950.t1	III	11874596	11876145	+	1550	2011	1894	4853	2909	4667	2554
III.g7988.t3	III	3526569	3529694	+	3126	345	256	455	312	196	326
V.g17688.t1	V	15586233	15589986	+	3754	3049	2164	1430	2504	1138	2406
II.g5643.t1	II	8741267	8741946	-	680	667	434	560	2460	2682	2353
II.g5716.t1	II	9113474	9114349	+	876	0	0	0	0	0	0
X.g20803.t2	X	12665579	12669590	+	4012	35	13	33	57	51	61
X.g20804.t2	X	12669678	12672730	+	3053	855	781	1115	995	1271	952
II.g5179.t2	II	6909225	6909781	+	557	564	325	379	1506	1493	1244
I.g1702.t1	I	5148695	5150522	-	1828	8	17	4	50	19	42
II.g4013.t1	II	374907	378975	+	4069	567	407	325	3637	2393	3359
III.g10389.t2	III	14394015	14395519	+	1505	15	14	2	117	45	125
II.g5958.t1	II	10152506	10153046	-	541	340	97	219	221	310	265
I.g2166.t2	I	7079557	7081575	-	2019	1745	1277	2487	1079	1795	979
X.g21949.t2	X	19005752	19009390	+	3639	2912	1866	3626	1491	1787	1606
II.g5957.t1	II	10151004	10151452	-	449	11	5	24	40	206	30
II.g5956.t1	II	10149701	10150004	-	304	280	119	289	310	435	168
I.g2789.t1	I	9505515	9505865	+	351	861	811	869	421	405	556
V.g13960.t1	V	346280	348697	-	2418	44	31	27	107	69	90
V.g18362.t1	V	18757253	18759252	-	2000	231	192	142	591	466	359
IV.g11692.t2	IV	7233968	7235618	+	1651	136	85	119	57	56	60
I.g1166.t1	I	2980864	2984426	+	3563	763	621	500	940	566	916
I.g3893.t1	I	15329108	15332021	-	2914	1667	1320	1010	729	439	790
X.g21687.t2	X	17480708	17481722	+	1015	12	24	17	79	82	57
V.g16849.t1	V	12320205	12321942	+	1738	29	33	24	32	24	34
X.g19266.t1	X	4185464	4187207	-	1744	36	39	17	288	289	50
X.g19267.t2	X	4189135	4194221	-	5087	282	265	195	678	301	440
X.g21686.t1	X	17477303	17478645	+	1343	141	86	79	133	65	104
I.g3634.t1	I	13976203	13978998	-	2796	939	881	1453	815	810	813
V.g16394.t2	V	10437605	10438847	-	1243	12994	8854	11127	890	412	2235
I.g3633.t1	I	13975037	13976088	-	1052	1256	886	1281	557	649	562
V.g16395.t1	V	10440851	10441688	+	838	39	22	19	334	311	297
X.g18529.t1	X	23102	24919	+	1818	1207	900	793	1246	792	1279
V.g15473.t1	V	6861699	6863380	+	1682	60	44	44	177	138	99
IV.g13100.t1	IV	12827329	12828955	+	1627	833	781	818	3488	3220	3294
III.g8893.t1	III	7278169	7278864	+	696	871	589	737	893	914	874
II.g6888.t1	II	14089866	14096199	+	6334	1162	1437	961	347	148	549
X.g18733.t1	X	1000326	1001408	+	1083	4	9	12	102	55	71
II.g5808.t1	II	9521582	9523237	+	1656	6	2	5	15	15	14
X.g18567.t2	X	196251	197661	-	1411	1003	653	714	873	705	860
II.g5488.t1	II	8186111	8187632	-	1522	315	223	191	3466	2800	2873
II.g4816.t1	II	5220943	5225575	+	4633	45	28	45	57	64	44
II.g5807.t1	II	9517553	9521206	+	3654	70	56	21	596	332	156
I.g2682.t1	I	9133201	9134559	+	1359	4715	2878	3863	1921	1212	2152
I.g1360.t1	I	3813750	3815238	+	1489	553	444	394	3921	3432	3522
IV.g12910.t1	IV	12009807	12010868	+	1062	15543	10805	10616	54051	43601	46078
III.g8342.t1	III	5108879	5110284	-	1406	610	434	516	228	132	256
I.g2407.t3	I	8068316	8073207	-	4892	2996	2746	2219	2015	1216	2221
I.g3607.t1	I	13775157	13777186	-	2030	3034	2845	2057	16158	12436	13536
II.g6117.t1	II	10754938	10765989	+	11052	1894	1807	1233	3019	1888	3195
III.g9453.t1	III	9512388	9514392	+	2005	3911	2269	2348	450	285	760
III.g9450.t1	III	9504181	9509611	+	5431	2293	2122	1479	1788	923	1830
X.g19052.t2	X	2888778	2894310	+	5533	1031	1038	784	2703	1358	1379
I.g1963.t3	I	6194568	6198041	+	3474	350	134	151	760	448	689
III.g8341.t1	III	5106008	5108737	-	2730	52	72	67	84	113	43
I.g3875.t1	I	15283494	15284716	+	1223	8	6	15	21	17	16
III.g8782.t3	III	6838181	6840212	-	2032	281	181	172	1080	818	897
V.g13876.t1	V	54301	57374	-	3074	1327	1186	1208	867	592	925
III.g8600.t1	III	6110666	6112818	-	2153	152	102	82	1455	1064	1190
II.g4578.t1	II	3938070	3947016	-	8947	320	269	226	514	443	593
IV.g13587.t3	IV	16194244	16202478	+	8235	3730	3801	2436	3730	2041	3823
I.g1418.t1	I	4024610	4025398	+	789	302	183	184	762	685	661
II.g6124.t1	II	10777829	10780196	+	2368	1944	1575	1414	1017	649	1183
I.g1605.t1	I	4710192	4712449	-	2258	889	635	449	5700	3352	5419
X.g20400.t3	X	10581352	10583387	+	2036	5183	4645	4849	5743	5416	5004
V.g14141.t1	V	1044211	1045122	-	912	17555	19093	17251	2658	1194	5990
III.g8627.t3	III	6204373	6210507	+	6135	1093	1209	857	885	454	744
X.g20938.t2	X	13423098	13424174	+	1077	4	7	1	1	0	3
X.g21793.t3	X	18168685	18171934	-	3250	12	7	15	23	18	21
X.g20401.t1	X	10583595	10584821	+	1227	5016	4489	5507	4253	4037	3537
II.g5667.t2	II	8869561	8875013	+	5453	2639	2314	1214	2927	1245	3002
IV.g11519.t1	IV	6504219	6504657	+	439	78451	72984	71303	44698	40382	42988
II.g4580.t1	II	3961947	3968394	-	6448	133	97	45	218	45	268
II.g6213.t1	II	11161624	11162809	+	1186	1262	853	1178	620	659	694
IV.g12412.t1	IV	10001243	10014490	+	13248	923	602	489	1265	447	1332
III.g9486.t2	III	9629321	9632705	+	3385	3718	3747	2322	1624	827	2196
II.g6186.t2	II	11016975	11023293	+	6319	663	644	618	1287	890	923
III.g8691.t1	III	6455937	6456874	-	938	130	49	70	1161	1278	938
V.g16588.t1	V	11154504	11158030	+	3527	13939	16261	10107	5669	2673	7638
IV.g13148.t1	IV	13055900	13058042	+	2143	10420	8137	6621	12611	7130	11875
X.g18566.t1	X	194704	196087	+	1384	80	50	53	86	86	79
IV.g13147.t1	IV	13052206	13054400	+	2195	9898	7406	5153	15370	8769	13945
II.g4015.t2	II	383382	384682	+	1301	2	6	3	9	17	14
I.g3606.t2	I	13767984	13769783	+	1800	1078	798	639	6012	4545	5438
X.g18550.t1	X	136148	137031	-	884	267	179	241	320	250	273
II.g6085.t1	II	10621934	10629628	-	7695	4368	3705	2681	2426	1076	2698
II.g4014.t1	II	381461	383205	+	1745	123	404	199	720	509	344
X.g19150.t1	X	3455253	3458029	-	2777	1412	1073	1179	3285	1920	2853
IV.g12192.t2	IV	9075003	9080944	+	5942	1478	938	1302	1618	1351	1483
X.g19151.t2	X	3460056	3462249	-	2194	55	79	327	64	84	56
V.g16651.t1	V	11462257	11463057	+	801	3049	2399	2806	2448	2283	2381
IV.g12555.t1	IV	10538024	10539596	-	1573	1380	1530	1133	1108	803	1154
V.g16650.t1	V	11459873	11461856	+	1984	4	3	2	19	10	14
II.g7276.t2	II	16187340	16191945	+	4606	86	81	82	410	263	270
IV.g12697.t1	IV	11108360	11108783	-	424	538	649	580	522	497	544
III.g7743.t1	III	1856403	1860423	-	4021	551	385	400	1242	948	1193
X.g20599.t1	X	11689175	11690237	+	1063	285	130	145	241	167	217
II.g7285.t1	II	16235383	16237987	-	2605	174	284	125	1752	2006	370
II.g6654.t1	II	13113360	13114386	+	1027	0	0	1	13	18	15
IV.g12557.t1	IV	10541033	10543394	-	2362	1159	847	361	852	162	1034
V.g18245.t3	V	18101570	18110240	+	8671	1410	2034	1482	1153	802	1253
II.g6349.t1	II	11724421	11729415	-	4995	953	610	406	5600	2844	4890
IV.g12747.t2	IV	11336760	11343690	-	6931	1018	734	749	1104	626	919
II.g4134.t3	II	1238983	1254286	+	15304	1366	1495	785	1266	405	1329
II.g4338.t1	II	2817029	2822220	+	5192	786	562	346	4554	2178	4144
II.g6673.t2	II	13203867	13206667	-	2801	0	1	1	14	7	11
V.g18242.t3	V	18084308	18093421	+	9114	1288	1114	330	879	86	940
III.g7441.t1	III	203159	204011	-	853	404	318	371	1825	1868	1131
X.g20356.t1	X	10353918	10356358	+	2441	562	416	352	511	304	573
X.g20357.t1	X	10357011	10360836	+	3826	21	17	24	104	68	51
I.g3792.t1	I	14774990	14775920	-	931	11435	11731	10196	18150	14966	13692
X.g21838.t1	X	18396942	18402371	-	5430	176	112	100	338	252	156
IV.g13559.t1	IV	15993041	16007815	+	14775	3198	3670	1910	2164	741	2448
IV.g11265.t1	IV	5041167	5044554	-	3388	288	218	175	270	203	228
IV.g10812.t1	IV	2119651	2121361	+	1711	2010	2020	2027	3823	3389	3158
V.g14659.t1	V	3204930	3206776	-	1847	58	23	52	43	34	45
V.g17095.t1	V	13180380	13184571	-	4192	158	238	82	2538	1158	787
II.g5945.t3	II	10111904	10115309	+	3406	153	317	257	115	129	162
V.g15062.t1	V	4818136	4821545	-	3410	659	476	582	282	258	322
III.g8284.t1	III	4826906	4830579	-	3674	4656	4479	2591	4724	1816	4699
III.g9769.t2	III	10900574	10901638	-	1065	6788	7925	5632	4171	2275	4909
IV.g10903.t3	IV	2585992	2595618	+	9627	2176	2678	1823	1563	749	1681
V.g17924.t1	V	16481888	16484474	+	2587	7	3	3	20	16	16
III.g7639.t1	III	1247441	1247890	-	450	671	547	718	422	328	432
II.g4770.t2	II	5008424	5024804	+	16381	2178	2044	855	2401	513	2374
V.g18214.t1	V	17907456	17911158	-	3703	1	7	6	56	47	27
V.g18215.t1	V	17914643	17917168	-	2526	36	54	104	38	23	33
X.g19457.t1	X	5285036	5287257	+	2222	184	135	124	217	170	227
