gene_id	HF1_Cbr	HF1_Cni	HF2_Cbr	HF2_Cni	HF3_Cbr	HF3_Cni	HM1_Cbr	HM1_Cni	HM2_Cbr	HM2_Cni	HM3_Cbr	HM3_Cni
II.g5730.t1__Cnig_chr_II.g6096.t1	1095	1100	1040	1040	552	553	529	524	336	338	398	398
II.g5731.t1__Cnig_chr_II.g6097.t1	8	7	10	7	6	4	13	10	10	7	10	8
II.g5732.t1__Cnig_chr_II.g6098.t2	679	687	691	702	363	369	39	39	48	46	30	29
II.g5735.t1__Cnig_chr_II.g6101.t2	908	786	911	791	490	430	49	38	48	34	40	31
II.g5736.t1__Cnig_chr_II.g6102.t1	0	0	0	0	0	0	2	2	1	1	1	1
II.g5738.t1__Cnig_chr_II.g6103.t1	19	21	16	17	8	8	48	49	26	25	32	33
II.g5739.t1__Cnig_chr_II.g6104.t1	59	47	48	40	26	22	119	114	48	45	91	87
II.g5740.t1__Cnig_chr_II.g6105.t1	593	861	541	800	313	456	119	184	59	76	86	134
II.g5741.t1__Cnig_chr_II.g6106.t2	696	696	615	614	327	327	191	189	114	112	140	139
II.g5743.t2__Cnig_chr_II.g6108.t1	217	231	167	179	95	100	457	473	305	303	333	343
II.g5744.t2__Cnig_chr_II.g6109.t1	0	6	0	4	0	4	118	122	52	58	100	108
II.g5745.t1__Cnig_chr_II.g6110.t1	0	5	0	4	0	4	1	1	0	0	0	2
II.g5746.t1__Cnig_chr_II.g6111.t1	9	10	10	10	5	5	15	14	9	9	11	10
II.g5747.t1__Cnig_chr_II.g6112.t1	0	1	0	0	0	0	63	136	41	70	46	110
II.g5749.t1__Cnig_chr_II.g6113.t1	77	85	64	70	40	46	55	55	31	31	36	36
II.g5750.t1__Cnig_chr_II.g6114.t2	273	275	213	216	133	133	97	97	74	74	74	72
II.g5751.t3__Cnig_chr_II.g6117.t1	0	0	0	0	0	0	5	5	2	2	3	3
II.g5752.t2__Cnig_chr_II.g6118.t2	23	22	18	18	11	10	101	97	58	52	73	70
II.g5753.t1__Cnig_chr_II.g6128.t1	1116	152	1160	151	611	87	277	153	195	116	203	110
II.g5754.t1__Cnig_chr_II.g6126.t2	2	0	2	1	0	0	11	10	7	7	7	6
II.g5755.t1__Cnig_chr_II.g6127.t1	1089	1069	1143	1115	599	585	109	107	80	80	84	82
II.g5758.t1__Cnig_chr_II.g6130.t1	38	31	34	29	19	15	161	135	91	85	120	103
II.g5759.t2__Cnig_chr_II.g6131.t1	17	9	13	10	7	3	118	83	38	26	85	59
II.g5760.t1__Cnig_chr_II.g6132.t1	13	13	14	15	6	5	133	135	59	61	105	107
II.g5761.t1__Cnig_chr_II.g6133.t1	2	2	1	1	1	1	29	28	16	16	22	21
II.g5762.t1__Cnig_chr_II.g6136.t1	0	0	0	0	1	0	5	3	1	0	4	2
II.g5765.t1__Cnig_chr_II.g6138.t1	1490	1491	1307	1310	799	800	653	654	463	462	519	520
II.g5766.t3__Cnig_chr_II.g6139.t1	44	45	38	40	20	23	167	169	103	104	119	120
II.g5767.t1__Cnig_chr_II.g6140.t1	3854	3874	3324	3346	2028	2039	969	974	692	689	732	737
II.g5768.t1__Cnig_chr_II.g6141.t2	337	341	358	360	181	183	132	131	71	71	114	115
II.g5769.t1__Cnig_chr_II.g6142.t1	76	74	59	59	43	41	193	189	81	80	144	140
II.g5770.t1__Cnig_chr_II.g6143.t3	1099	1116	928	955	588	601	280	280	231	236	226	230
II.g5771.t2__Cnig_chr_II.g6144.t3	759	753	652	665	398	400	204	195	136	138	153	146
II.g5772.t1__Cnig_chr_II.g6145.t1	1342	1338	1258	1256	780	778	3458	3446	1812	1810	2670	2662
II.g5773.t2__Cnig_chr_II.g6147.t1	620	627	554	559	306	312	2714	2759	1131	1141	2119	2152
II.g5774.t1__Cnig_chr_II.g6148.t1	56	52	50	46	30	29	208	194	99	94	155	143
II.g5775.t1__Cnig_chr_II.g6149.t1	20	11	15	9	10	6	55	46	23	16	43	34
II.g5776.t1__Cnig_chr_II.g6150.t1	607	598	552	546	328	323	196	186	140	133	162	151
II.g5777.t1__Cnig_chr_II.g6151.t1	10	3	7	3	5	1	326	325	160	156	265	263
II.g5778.t1__Cnig_chr_II.g6152.t1	54	47	39	35	27	23	170	169	114	111	124	121
II.g5779.t1__Cnig_chr_II.g6153.t1	12	4	6	2	6	2	266	264	161	157	218	215
II.g5781.t1__Cnig_chr_II.g6154.t1	525	1376	481	1168	285	731	256	577	155	434	190	428
II.g5782.t1__Cnig_chr_II.g6155.t1	9	8	6	5	3	3	38	36	20	20	30	29
II.g5783.t1__Cnig_chr_II.g6156.t1	0	0	0	0	0	0	4	3	3	3	4	3
II.g5784.t1__Cnig_chr_II.g6157.t1	106	106	71	72	49	49	638	640	352	354	479	481
II.g5785.t1__Cnig_chr_II.g6158.t1	0	0	0	0	0	0	9	8	5	5	6	5
II.g5787.t1__Cnig_chr_II.g6159.t3	77	132	62	99	38	70	728	1212	320	558	551	944
II.g5789.t1__Cnig_chr_II.g6160.t3	0	0	1	0	1	0	17	15	7	6	13	12
II.g5790.t1__Cnig_chr_II.g6163.t1	8	8	5	5	3	3	57	56	30	30	46	46
II.g5791.t3__Cnig_chr_II.g6164.t2	76	72	77	72	35	32	60	59	28	27	45	45
II.g5792.t1__Cnig_chr_II.g6165.t2	233	261	195	224	123	138	256	278	148	150	203	223
II.g5793.t1__Cnig_chr_II.g6166.t1	494	798	470	716	277	447	134	193	83	139	103	148
II.g5795.t1__Cnig_chr_II.g6167.t1	1	2	1	1	1	0	13	13	10	10	10	11
II.g5796.t1__Cnig_chr_II.g6168.t1	0	1	0	0	0	0	39	39	11	12	30	32
II.g5797.t1__Cnig_chr_II.g6169.t1	15	12	12	9	7	5	44	42	17	14	32	31
II.g5798.t1__Cnig_chr_II.g6175.t1	54	36	40	30	18	12	104	66	100	60	82	54
II.g5799.t1__Cnig_chr_II.g6176.t1	8	10	6	8	4	5	18	21	12	15	10	12
II.g5800.t1__Cnig_chr_II.g6177.t1	1673	1675	1562	1564	857	858	747	748	482	485	577	578
II.g5801.t1__Cnig_chr_II.g6178.t1	1360	1365	1116	1125	699	702	954	959	717	718	726	729
II.g5802.t2__Cnig_chr_II.g6179.t1	413	395	390	374	216	206	101	94	55	54	79	75
II.g5803.t1__Cnig_chr_II.g6180.t1	338	328	346	336	182	177	72	67	37	37	54	50
II.g5804.t3__Cnig_chr_II.g6183.t4	530	37	434	29	267	20	1290	163	718	84	997	127
II.g5805.t1__Cnig_chr_II.g6182.t1	11	10	10	10	5	5	19	16	8	7	14	12
II.g5806.t1__Cnig_chr_II.g6185.t2	2	2	1	2	1	1	15	14	10	10	14	13
II.g5807.t1__Cnig_chr_II.g6186.t1	0	0	1	1	0	0	6	5	4	4	4	2
II.g5808.t1__Cnig_chr_II.g6187.t3	0	0	0	0	0	0	3	3	0	1	2	2
II.g5809.t1__Cnig_chr_II.g6189.t1	15	16	12	14	7	8	49	50	30	29	41	41
II.g5810.t1__Cnig_chr_II.g6190.t1	1	2	0	2	0	0	0	1	1	0	0	0
II.g5811.t1__Cnig_chr_II.g6191.t1	61	62	58	59	33	32	65	65	34	34	51	50
II.g5812.t1__Cnig_chr_II.g6192.t2	1937	1950	1612	1622	1017	1027	111	111	131	130	78	79
II.g5813.t1__Cnig_chr_II.g6193.t1	438	350	492	392	227	185	283	219	139	117	223	173
II.g5814.t1__Cnig_chr_II.g6194.t2	822	829	771	775	412	417	192	187	124	122	159	154
II.g5815.t3__Cnig_chr_II.g6195.t2	2	6	2	5	0	4	417	382	237	215	347	319
II.g5816.t3__Cnig_chr_II.g6196.t1	5	7	3	6	3	6	132	133	100	98	112	111
II.g5817.t1__Cnig_chr_II.g6197.t1	61	63	43	44	36	37	325	325	186	190	248	249
II.g5818.t1__Cnig_chr_II.g6198.t1	1	1	0	0	1	1	16	15	14	14	11	10
II.g5819.t1__Cnig_chr_II.g6199.t1	8	7	7	7	2	2	10	9	3	2	6	6
II.g5820.t1__Cnig_chr_II.g6200.t1	49	48	36	35	24	23	6	6	5	5	5	4
II.g5821.t1__Cnig_chr_II.g6201.t3	2	2	3	3	2	2	24	25	10	10	20	19
II.g5823.t1__Cnig_chr_II.g6202.t2	0	3	0	4	0	2	10	28	8	18	9	25
II.g5824.t1__Cnig_chr_II.g6203.t2	23	23	17	17	13	13	400	401	282	287	303	304
II.g5825.t1__Cnig_chr_II.g6205.t1	2	2	1	2	1	1	38	40	32	34	28	30
II.g5827.t1__Cnig_chr_II.g6207.t1	476	482	418	423	250	253	211	213	140	141	164	164
II.g5828.t1__Cnig_chr_II.g6208.t1	1998	1987	1860	1853	1097	1092	652	650	483	475	505	502
II.g5829.t2__Cnig_chr_II.g6209.t1	4	6	3	5	3	4	61	51	37	32	46	41
II.g5830.t5__Cnig_chr_II.g6212.t1	1331	1333	1188	1193	696	700	133	131	126	124	98	98
II.g5832.t1__Cnig_chr_II.g6213.t2	695	699	562	565	343	344	774	763	499	483	560	555
II.g5833.t2__Cnig_chr_II.g6214.t1	2	2	2	3	1	2	6	6	3	3	5	5
II.g5835.t1__Cnig_chr_II.g6216.t1	501	495	420	422	266	263	707	701	468	461	511	508
II.g5836.t1__Cnig_chr_II.g6217.t1	1029	1039	886	899	534	537	267	273	198	199	205	207
II.g5837.t1__Cnig_chr_II.g6218.t1	281	272	276	269	141	137	148	146	81	75	109	106
II.g5838.t1__Cnig_chr_II.g6219.t1	260	275	238	256	129	134	76	80	38	40	61	64
II.g5839.t1__Cnig_chr_II.g6220.t1	0	1	0	1	0	1	6	7	1	2	6	7
II.g5840.t2__Cnig_chr_II.g6221.t1	1	1	1	1	0	0	17	17	10	10	15	15
II.g5841.t1__Cnig_chr_II.g6222.t1	110	99	110	100	61	58	402	373	165	149	318	300
II.g5842.t1__Cnig_chr_II.g6223.t1	2	1	0	1	0	0	19	17	5	5	16	13
II.g5843.t1__Cnig_chr_II.g6224.t2	1	0	0	0	0	0	260	260	117	118	206	206
II.g5844.t1__Cnig_chr_II.g6225.t1	2	1	1	1	0	0	23	25	3	4	18	20
II.g5845.t1__Cnig_chr_II.g6226.t1	2	2	2	2	2	2	35	34	15	14	21	21
II.g5846.t1__Cnig_chr_II.g6227.t1	0	0	0	0	0	0	2	2	0	0	2	2
II.g5847.t1__Cnig_chr_II.g6228.t1	1	1	0	0	0	0	5	5	1	1	3	3
II.g5848.t1__Cnig_chr_II.g6229.t1	0	0	0	0	0	0	1	0	0	0	1	0
II.g5849.t2__Cnig_chr_II.g6231.t1	1	1	0	0	0	0	14	14	8	8	12	11
II.g5850.t2__Cnig_chr_II.g6232.t1	1	0	0	0	1	0	11	11	1	2	10	9
II.g5851.t1__Cnig_chr_II.g6233.t1	12	7	10	6	5	3	72	46	18	16	51	32
II.g5852.t4__Cnig_chr_II.g6234.t1	178	179	148	147	109	108	1155	1145	782	780	862	859
II.g5853.t1__Cnig_chr_II.g6235.t1	0	0	0	0	0	0	79	78	22	21	59	58
II.g5855.t1__Cnig_chr_II.g6238.t1	0	0	0	0	0	0	4	36	0	2	3	25
II.g5856.t1__Cnig_chr_II.g6239.t1	2	2	2	2	1	1	340	371	201	202	267	290
II.g5857.t2__Cnig_chr_II.g6240.t1	59	58	52	51	28	28	277	310	166	169	214	238
II.g5858.t1__Cnig_chr_II.g6241.t1	1183	1157	1022	1004	620	607	111	106	100	98	83	81
II.g5859.t1__Cnig_chr_II.g6242.t1	1778	1775	1519	1516	936	935	345	341	287	288	260	258
II.g5860.t1__Cnig_chr_II.g6243.t1	89	95	91	96	45	49	48	49	24	25	38	39
II.g5861.t1__Cnig_chr_II.g6244.t1	1005	1005	873	872	536	535	698	695	368	366	523	521
II.g5862.t3__Cnig_chr_II.g6245.t1	2551	1857	2177	1552	1341	988	609	376	423	298	481	289
II.g5863.t1__Cnig_chr_II.g6247.t1	4	1	3	2	1	0	82	77	45	44	58	54
II.g5864.t2__Cnig_chr_II.g6248.t1	7	2	7	3	2	1	50	23	24	11	45	22
II.g5865.t1__Cnig_chr_II.g6250.t1	66	96	57	87	40	61	363	518	278	376	292	402
II.g5867.t1__Cnig_chr_II.g6251.t4	1	8	1	6	1	3	3	37	3	7	3	27
II.g5868.t1__Cnig_chr_II.g6252.t1	772	756	678	667	422	413	565	552	473	441	432	419
II.g5869.t2__Cnig_chr_II.g6253.t2	3	0	2	0	0	0	6	3	1	1	4	3
II.g5870.t1__Cnig_chr_II.g6254.t2	43	10	30	6	17	4	176	44	52	12	131	30
II.g5872.t1__Cnig_chr_II.g6256.t2	4	4	4	4	2	2	38	38	18	18	31	30
II.g5873.t1__Cnig_chr_II.g6257.t1	103	104	86	87	63	63	381	383	217	218	286	288
II.g5874.t2__Cnig_chr_II.g6258.t2	1	0	1	0	1	0	8	7	1	1	6	6
II.g5877.t1__Cnig_chr_II.g6262.t1	770	769	426	425	419	419	13070	13060	6541	6542	9895	9887
II.g5878.t1__Cnig_chr_II.g6263.t1	215	209	226	221	111	108	91	74	36	26	66	54
II.g5879.t1__Cnig_chr_II.g6264.t1	629	639	587	603	346	352	168	147	124	115	128	113
II.g5881.t1__Cnig_chr_II.g6265.t1	693	696	610	617	373	375	479	480	274	271	372	375
II.g5882.t1__Cnig_chr_II.g6266.t1	420	424	341	351	218	221	98	98	85	85	78	79
II.g5883.t1__Cnig_chr_II.g6267.t1	25	33	23	34	13	18	17	17	6	7	14	14
II.g5884.t3__Cnig_chr_II.g6268.t1	474	402	422	364	240	207	5466	139	1755	80	4275	103
II.g5885.t1__Cnig_chr_II.g6269.t1	41	44	44	47	21	22	5331	5702	1672	1764	4175	4470
II.g5886.t1__Cnig_chr_II.g6270.t1	410	430	414	439	210	223	124	130	70	71	107	109
II.g5887.t1__Cnig_chr_II.g6271.t1	1064	1054	940	935	559	559	370	365	320	315	295	290
II.g5891.t2__Cnig_chr_II.g6273.t1	979	974	909	903	527	524	247	245	196	196	175	173
II.g5893.t2__Cnig_chr_II.g6274.t2	1	2	2	3	0	1	310	311	100	100	252	254
II.g5894.t1__Cnig_chr_II.g6275.t1	30	33	23	23	12	13	402	436	211	213	304	331
II.g5895.t1__Cnig_chr_II.g6276.t2	1	6	1	4	0	4	482	545	216	244	376	422
II.g5896.t1__Cnig_chr_II.g6277.t1	19	18	10	9	9	8	210	200	118	116	154	143
II.g5897.t1__Cnig_chr_II.g6278.t2	1	0	0	0	0	0	3	1	0	1	4	1
II.g5898.t1__Cnig_chr_II.g6279.t1	1	0	0	0	0	0	9	6	1	0	5	2
II.g5900.t3__Cnig_chr_II.g6280.t1	42	40	25	23	18	17	162	153	103	98	128	122
II.g5901.t1__Cnig_chr_II.g6281.t1	1	1	0	0	0	0	9	9	3	2	6	6
II.g5902.t1__Cnig_chr_II.g6282.t1	229	231	215	215	120	121	844	845	608	611	602	602
II.g5903.t2__Cnig_chr_II.g6283.t2	324	325	221	222	127	128	2065	2057	1492	1472	1620	1617
II.g5905.t1__Cnig_chr_II.g6285.t3	1	1	1	1	0	0	1	2	1	1	1	1
II.g5906.t1__Cnig_chr_II.g6288.t1	19	1	13	2	10	1	97	2	55	0	74	1
II.g5907.t1__Cnig_chr_II.g6290.t2	157	161	135	147	73	77	31	29	20	22	22	23
II.g5908.t1__Cnig_chr_II.g6291.t1	753	777	691	714	389	402	219	220	124	134	172	177
II.g5909.t1__Cnig_chr_II.g6292.t1	890	913	748	769	450	458	245	251	147	146	183	186
II.g5910.t1__Cnig_chr_II.g6293.t1	7	14	9	12	4	6	14	13	6	5	12	12
II.g5911.t2__Cnig_chr_II.g6294.t1	1590	1596	1375	1377	811	814	565	567	415	416	413	414
II.g5912.t1__Cnig_chr_II.g6295.t1	63	62	51	49	32	30	475	474	277	275	364	364
II.g5914.t1__Cnig_chr_II.g6298.t1	194	188	177	174	120	119	691	711	326	311	531	549
II.g5915.t1__Cnig_chr_II.g6299.t1	291	290	323	322	157	157	177	176	50	50	150	150
II.g5916.t1__Cnig_chr_II.g6300.t1	505	510	432	435	259	262	186	185	126	126	136	136
II.g5917.t1__Cnig_chr_II.g6301.t2	556	560	526	530	298	301	741	746	404	408	590	593
II.g5919.t1__Cnig_chr_II.g6304.t2	1057	834	865	747	535	421	811	669	561	473	611	494
II.g5920.t1__Cnig_chr_II.g6303.t1	14	15	10	10	7	8	73	72	38	38	55	55
II.g5921.t1__Cnig_chr_II.g6305.t1	56	52	58	55	26	24	25	23	5	5	23	20
II.g5922.t1__Cnig_chr_II.g6306.t1	477	476	492	487	246	244	316	317	175	177	242	243
II.g5923.t1__Cnig_chr_II.g6307.t1	9	5	10	5	4	1	73	72	26	27	63	61
II.g5924.t2__Cnig_chr_II.g6308.t1	13	8	13	8	6	3	13	10	6	6	12	9
II.g5929.t1__Cnig_chr_II.g6311.t1	676	654	598	585	362	349	97	91	79	79	79	77
II.g5930.t1__Cnig_chr_II.g6312.t1	1186	1190	1094	1104	598	599	899	901	337	337	703	706
II.g5931.t2__Cnig_chr_II.g6314.t1	1653	448	1594	407	897	240	351	85	291	54	259	62
II.g5932.t1__Cnig_chr_II.g6315.t1	43	45	34	36	19	20	33	33	31	31	19	20
II.g5933.t1__Cnig_chr_II.g6316.t1	702	700	574	572	361	359	96	97	97	98	76	75
II.g5934.t1__Cnig_chr_II.g6317.t1	257	258	228	229	130	131	79	81	78	79	59	60
II.g5935.t1__Cnig_chr_II.g6318.t2	868	868	806	807	448	450	280	281	196	196	216	216
II.g5936.t1__Cnig_chr_II.g6319.t1	234	261	231	251	118	129	57	56	29	26	43	42
II.g5937.t1__Cnig_chr_II.g6320.t2	1883	1838	1390	1356	967	944	295	288	265	257	220	211
II.g5938.t2__Cnig_chr_II.g6321.t1	2	2	2	2	1	1	9	9	6	6	7	8
II.g5940.t1__Cnig_chr_II.g6322.t1	13	14	10	10	6	6	53	53	33	33	36	36
II.g5945.t3__Cnig_chr_II.g6329.t3	2429	1766	2149	1581	1314	964	660	506	511	393	485	375
II.g5950.t1__Cnig_chr_II.g6331.t1	988	1747	903	1646	545	989	2184	4016	1263	1822	1641	2968
II.g5952.t2__Cnig_chr_II.g6338.t3	1	0	1	0	1	0	4	2	1	1	2	1
II.g5953.t1__Cnig_chr_II.g6339.t1	1	0	0	0	0	0	4	4	1	1	5	5
II.g5954.t1__Cnig_chr_II.g6340.t1	63	63	84	85	41	41	476	471	300	295	360	357
II.g5955.t1__Cnig_chr_II.g6342.t1	1	1	0	0	0	0	26	26	12	11	18	19
II.g5956.t1__Cnig_chr_II.g6343.t1	3	3	3	3	0	0	120	122	22	21	81	81
II.g5957.t1__Cnig_chr_II.g6344.t1	0	0	0	1	0	0	34	39	8	8	23	27
II.g5958.t1__Cnig_chr_II.g6345.t1	2	2	3	3	1	2	84	102	12	17	66	83
II.g5959.t1__Cnig_chr_II.g6346.t1	68	146	123	282	63	136	275	623	169	305	197	442
II.g5961.t1__Cnig_chr_II.g6347.t1	0	0	0	0	0	0	42	42	16	17	33	33
II.g5962.t1__Cnig_chr_II.g6348.t1	1	1	0	1	0	0	341	360	208	221	276	287
II.g5963.t1__Cnig_chr_II.g6349.t1	0	0	0	0	0	0	0	0	0	0	0	0
II.g5964.t1__Cnig_chr_II.g6351.t2	1	2	1	1	0	1	9	9	3	5	6	8
II.g5965.t1__Cnig_chr_II.g6352.t2	5	5	4	5	2	2	23	27	12	16	16	17
II.g5966.t1__Cnig_chr_II.g6353.t1	336	341	335	338	181	182	189	193	127	130	145	147
II.g5969.t1__Cnig_chr_II.g6355.t1	1	1	1	1	0	1	422	421	176	177	338	339
II.g5975.t1__Cnig_chr_II.g6358.t1	2	1	4	1	0	0	5	4	1	1	3	2
II.g5977.t1__Cnig_chr_II.g6360.t1	3	3	4	2	0	1	5	5	1	2	3	3
II.g5978.t3__Cnig_chr_II.g6361.t1	1849	1889	1590	1623	943	968	1841	1822	1298	1287	1358	1345
II.g5979.t2__Cnig_chr_II.g6362.t1	1171	710	1097	695	611	368	329	222	211	143	252	171
II.g5980.t1__Cnig_chr_II.g6364.t3	2217	2204	2058	2043	1143	1134	521	517	332	333	410	405
II.g5981.t1__Cnig_chr_II.g6365.t2	684	649	621	593	357	340	113	104	101	100	90	83
II.g5982.t1__Cnig_chr_II.g6366.t1	10	4	9	7	5	2	19	13	2	1	13	8
II.g5983.t1__Cnig_chr_II.g6367.t2	10	4	8	6	5	2	19	12	2	1	13	9
II.g5984.t1__Cnig_chr_II.g6368.t1	562	562	626	629	287	288	110	111	56	55	88	89
II.g5985.t1__Cnig_chr_II.g6369.t1	10	10	8	10	4	4	70	65	9	8	49	44
II.g5987.t1__Cnig_chr_II.g6370.t1	2	3	2	4	1	1	181	232	125	142	147	190
II.g5988.t2__Cnig_chr_II.g6371.t1	6	8	7	8	3	4	32	31	11	11	23	23
II.g5989.t1__Cnig_chr_II.g6372.t1	442	442	394	393	232	231	72	71	60	58	60	60
II.g5990.t1__Cnig_chr_II.g6373.t1	516	505	457	447	270	266	233	229	160	156	171	169
II.g5991.t2__Cnig_chr_II.g6374.t1	326	319	305	298	169	165	120	116	77	75	92	90
II.g5993.t2__Cnig_chr_II.g6376.t1	2076	2080	1727	1731	1113	1112	799	798	602	599	578	577
II.g5995.t2__Cnig_chr_II.g6377.t1	1699	1715	1572	1586	930	940	174	176	174	174	138	141
II.g5996.t1__Cnig_chr_II.g6378.t1	773	776	678	678	386	387	73	74	68	68	55	55
II.g5997.t1__Cnig_chr_II.g6379.t1	48	48	42	42	25	24	117	118	68	67	90	91
II.g5998.t2__Cnig_chr_II.g6380.t1	1	2	2	3	0	0	9	13	6	8	6	10
II.g5999.t1__Cnig_chr_II.g6381.t1	1	4	0	3	0	4	364	267	214	138	292	213
II.g6000.t2__Cnig_chr_II.g6382.t1	0	10	0	9	0	6	9	11	3	3	5	7
II.g6003.t1__Cnig_chr_II.g6383.t3	1236	1922	1102	1724	660	1023	827	1573	579	946	623	1188
II.g6005.t1__Cnig_chr_II.g6384.t1	2246	2267	2156	2178	1180	1189	273	276	172	177	209	212
II.g6006.t1__Cnig_chr_II.g6385.t1	2	4	2	3	0	2	15	15	7	5	9	9
II.g6008.t1__Cnig_chr_II.g6386.t2	5	7	5	6	2	3	10	10	4	4	8	9
II.g6009.t3__Cnig_chr_II.g6388.t1	398	128	417	140	204	64	71	22	36	13	57	17
II.g6011.t1__Cnig_chr_II.g6390.t1	28	31	30	32	15	17	224	188	72	66	104	90
II.g6012.t1__Cnig_chr_II.g6391.t1	1938	1920	1569	1555	1028	1016	461	438	334	329	342	330
II.g6013.t2__Cnig_chr_II.g6392.t2	1688	1692	1356	1356	898	898	418	413	286	286	317	318
II.g6016.t1__Cnig_chr_II.g6394.t2	194	199	185	190	104	105	118	119	61	61	86	85
II.g6017.t1__Cnig_chr_II.g6395.t1	799	767	823	780	441	419	244	232	99	97	193	183
II.g6018.t1__Cnig_chr_II.g6397.t3	2	2	2	2	1	1	18	17	7	7	13	11
II.g6019.t1__Cnig_chr_II.g6398.t1	1137	1137	921	924	608	610	285	284	185	184	212	211
II.g6020.t1__Cnig_chr_II.g6399.t1	4698	4698	4802	4801	2436	2436	2181	2178	1140	1140	1675	1672
II.g6021.t2__Cnig_chr_II.g6401.t1	457	465	420	425	224	227	128	123	92	90	107	103
II.g6022.t1__Cnig_chr_II.g6402.t1	852	831	766	743	456	445	640	622	474	468	486	470
II.g6023.t2__Cnig_chr_II.g6403.t3	479	477	440	437	255	253	249	246	133	131	189	186
II.g6024.t1__Cnig_chr_II.g6404.t1	38	39	34	34	22	21	140	136	60	59	111	110
II.g6025.t1__Cnig_chr_II.g6405.t2	320	487	270	397	178	262	131	188	92	129	99	143
II.g6027.t1__Cnig_chr_II.g6406.t1	360	359	335	334	184	183	64	64	40	40	53	53
II.g6028.t1__Cnig_chr_II.g6407.t1	380	375	352	348	189	188	109	107	54	53	85	84
II.g6029.t1__Cnig_chr_II.g6408.t2	4	4	3	3	1	1	3	2	2	1	2	2
II.g6030.t1__Cnig_chr_II.g6409.t1	647	647	589	586	342	340	214	212	139	137	168	166
II.g6031.t1__Cnig_chr_II.g6410.t1	140	123	123	109	70	61	99	86	37	30	80	69
II.g6032.t1__Cnig_chr_II.g6411.t1	10	11	10	11	5	5	50	50	31	30	41	41
II.g6033.t1__Cnig_chr_II.g6415.t1	369	373	315	320	206	207	1562	1580	1028	1038	1201	1210
II.g6035.t3__Cnig_chr_II.g6416.t3	84	84	63	61	39	38	768	759	525	524	562	561
II.g6036.t1__Cnig_chr_II.g6418.t1	6	6	4	4	3	3	34	33	21	20	30	29
II.g6037.t1__Cnig_chr_II.g6419.t1	7	7	2	2	4	4	54	51	37	36	41	38
II.g6038.t1__Cnig_chr_II.g6420.t3	1	1	1	1	1	1	42	44	22	25	37	38
II.g6039.t2__Cnig_chr_II.g6421.t1	320	312	275	266	134	129	1327	1275	993	969	982	944
II.g6040.t1__Cnig_chr_II.g6422.t1	20	19	16	13	9	8	53	49	27	26	41	39
II.g6041.t1__Cnig_chr_II.g6423.t2	6	6	3	3	1	1	19	18	14	14	12	13
II.g6042.t1__Cnig_chr_II.g6425.t1	27	27	16	17	11	12	123	121	68	67	84	81
II.g6043.t1__Cnig_chr_II.g6426.t2	134	161	146	162	71	84	631	899	376	510	488	700
II.g6044.t1__Cnig_chr_II.g6427.t2	53	55	53	56	24	26	36	35	18	16	33	33
II.g6045.t1__Cnig_chr_II.g6428.t1	21	18	21	19	9	8	69	58	41	34	52	44
II.g6046.t1__Cnig_chr_II.g6429.t1	68	56	62	51	40	32	307	245	199	177	228	184
II.g6047.t2__Cnig_chr_II.g6431.t2	85	83	65	64	41	40	347	340	155	154	259	256
II.g6048.t1__Cnig_chr_II.g6432.t3	352	374	308	325	208	220	1301	1428	828	981	1004	1108
II.g6050.t2__Cnig_chr_II.g6434.t1	0	0	2	1	1	0	376	374	268	265	295	295
II.g6051.t4__Cnig_chr_II.g6435.t3	693	332	626	291	364	170	836	327	525	229	672	270
II.g6052.t1__Cnig_chr_II.g6437.t1	56	9	54	6	27	3	112	75	33	8	86	57
II.g6053.t1__Cnig_chr_II.g6438.t1	2	2	2	1	1	0	8	6	3	3	6	4
II.g6054.t1__Cnig_chr_II.g6439.t1	4	0	5	0	2	0	5	0	1	0	4	1
II.g6055.t2__Cnig_chr_II.g6440.t2	4	0	5	0	2	0	9	4	3	3	7	3
II.g6057.t1__Cnig_chr_II.g6444.t1	0	0	0	0	0	0	1	0	0	0	1	0
II.g6058.t1__Cnig_chr_II.g6446.t1	1	1	1	1	0	0	11	10	5	5	9	8
II.g6059.t1__Cnig_chr_II.g6447.t1	36	33	45	40	22	20	164	149	76	60	128	117
II.g6061.t1__Cnig_chr_II.g6448.t1	3	2	4	3	1	1	27	24	14	11	19	16
II.g6062.t1__Cnig_chr_II.g6449.t3	0	0	1	1	0	0	8	7	2	2	4	5
II.g6063.t1__Cnig_chr_II.g6450.t1	4	4	4	4	2	2	36	35	13	13	27	27
II.g6064.t1__Cnig_chr_II.g6451.t1	2	2	3	3	0	0	7	8	2	3	6	6
II.g6065.t1__Cnig_chr_II.g6452.t1	23	41	10	20	7	14	37	64	17	31	23	42
II.g6067.t1__Cnig_chr_II.g6453.t3	65	63	47	46	28	28	284	275	134	130	213	206
II.g6068.t1__Cnig_chr_II.g6455.t1	0	0	0	0	0	0	4	3	0	0	4	2
II.g6069.t1__Cnig_chr_II.g6456.t1	0	0	1	1	0	0	389	390	113	113	310	311
II.g6070.t1__Cnig_chr_II.g6457.t1	0	0	0	0	0	0	4	4	0	1	3	4
II.g6072.t1__Cnig_chr_II.g6460.t3	0	2	0	2	0	1	1	6	0	3	0	4
II.g6077.t1__Cnig_chr_II.g6462.t1	633	620	552	539	347	339	251	245	191	173	207	202
