# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "references/annotations/nigoni.chr.transcript.ortho.gff" "-o" "counts/Cni_fc.counts.txt" "STAR/BAM/9F1_Cni.bam" "STAR/BAM/9F2_Cni.bam" "STAR/BAM/9F3_Cni.bam" "STAR/BAM/9M1_Cni.bam" "STAR/BAM/9M2_Cni.bam" "STAR/BAM/9M3_Cni.bam" 
Geneid	Chr	Start	End	Strand	Length	STAR/BAM/9F1_Cni.bam	STAR/BAM/9F2_Cni.bam	STAR/BAM/9F3_Cni.bam	STAR/BAM/9M1_Cni.bam	STAR/BAM/9M2_Cni.bam	STAR/BAM/9M3_Cni.bam
Cnig_chr_IV.g13582.t1	Cnig_chr_IV	8289986	8290697	-	712	798	415	709	634	751	571
Cnig_chr_V.g20067.t1	Cnig_chr_V	14240303	14242672	-	2370	765	414	561	13	37	11
Cnig_chr_III.g10906.t2	Cnig_chr_III	10655075	10655906	-	832	284	426	383	107	127	95
Cnig_chr_III.g11713.t1	Cnig_chr_III	14460234	14461215	+	982	1048	1469	1444	639	641	798
Cnig_chr_III.g11689.t1	Cnig_chr_III	14316315	14317289	+	975	389	573	450	56	63	68
Cnig_chr_V.g19426.t3	Cnig_chr_V	11789377	11791673	-	2297	4392	4542	4637	2301	2472	2506
Cnig_chr_III.g11688.t3	Cnig_chr_III	14313815	14315198	+	1384	397	556	503	134	227	171
Cnig_chr_III.g11867.t1	Cnig_chr_III	15248250	15249352	-	1103	223	274	268	329	462	341
Cnig_chr_IV.g12670.t1	Cnig_chr_IV	3381720	3382868	-	1149	325	197	248	50	90	63
Cnig_chr_V.g19320.t1	Cnig_chr_V	11415732	11416714	+	983	3959	4409	4421	1226	2448	2150
Cnig_chr_V.g17621.t1	Cnig_chr_V	5015733	5016869	-	1137	943	670	643	251	505	538
Cnig_chr_V.g16407.t1	Cnig_chr_V	345989	347431	+	1443	1473	1231	1190	628	713	855
Cnig_chr_V.g17619.t1	Cnig_chr_V	5010219	5011181	-	963	823	501	640	130	182	252
Cnig_chr_V.g18637.t1	Cnig_chr_V	8997686	8999114	+	1429	2888	5355	3248	1269	900	2365
Cnig_chr_V.g18431.t1	Cnig_chr_V	8155954	8157115	+	1162	2999	4495	3564	932	639	1657
Cnig_chr_IV.g13516.t1	Cnig_chr_IV	8014238	8016419	-	2182	2	2	0	15	13	37
Cnig_chr_IV.g13519.t2	Cnig_chr_IV	8026618	8029537	-	2920	6	11	7	2	10	3
Cnig_chr_II.g8142.t1	Cnig_chr_II	18373511	18378139	+	4629	205	413	379	8	7	9
Cnig_chr_V.g16884.t2	Cnig_chr_V	2062025	2063698	+	1674	2	7	2	4	3	4
Cnig_chr_IV.g13520.t3	Cnig_chr_IV	8030544	8032397	-	1854	8	7	2	9	9	5
Cnig_chr_IV.g13522.t2	Cnig_chr_IV	8036544	8038186	-	1643	3	0	1	0	0	2
Cnig_chr_X.g23715.t1	Cnig_chr_X	8428581	8429922	-	1342	0	0	0	4	4	2
Cnig_chr_II.g7580.t2	Cnig_chr_II	16129009	16133406	-	4398	37	28	23	47	34	41
Cnig_chr_II.g6440.t2	Cnig_chr_II	11455291	11456804	+	1514	2	1	4	24	15	18
Cnig_chr_II.g7577.t2	Cnig_chr_II	16112845	16116584	+	3740	0	1	1	0	0	1
Cnig_chr_II.g4517.t3	Cnig_chr_II	3159623	3166346	+	6724	749	730	681	237	202	238
Cnig_chr_II.g4519.t1	Cnig_chr_II	3172567	3174172	-	1606	13	3	6	5	11	12
Cnig_chr_II.g4165.t1	Cnig_chr_II	1007976	1011677	+	3702	44	34	52	58	51	75
Cnig_chr_IV.g13521.t2	Cnig_chr_IV	8034026	8035778	-	1753	0	2	0	0	2	2
Cnig_chr_II.g4520.t2	Cnig_chr_II	3176899	3178334	-	1436	0	0	0	0	0	0
Cnig_chr_II.g7385.t1	Cnig_chr_II	15308999	15309423	+	425	0	0	0	6	3	18
Cnig_chr_III.g10787.t2	Cnig_chr_III	10187518	10193961	+	6444	7993	6758	8315	9450	6258	8701
Cnig_chr_III.g10651.t1	Cnig_chr_III	9747004	9747652	-	649	234	196	193	385	389	353
Cnig_chr_V.g20596.t1	Cnig_chr_V	16092120	16092717	+	598	570	481	603	846	990	990
Cnig_chr_III.g10297.t1	Cnig_chr_III	8548275	8548654	-	380	136	471	59	19006	19723	43751
Cnig_chr_III.g9935.t1	Cnig_chr_III	7143127	7143656	-	530	729	982	803	3	6	6
Cnig_chr_II.g7413.t1	Cnig_chr_II	15405588	15406817	+	1230	0	0	0	15	18	7
Cnig_chr_III.g10860.t1	Cnig_chr_III	10425440	10432551	-	7112	12	11	5	1989	1113	1366
Cnig_chr_I.g2761.t3	Cnig_chr_I	11419082	11428080	+	8999	11	36	3	737	555	1656
Cnig_chr_II.g5297.t3	Cnig_chr_II	6746728	6755348	-	8621	21	26	8	3451	2012	2860
Cnig_chr_V.g21034.t1	Cnig_chr_V	17571339	17572019	+	681	164	103	163	199	167	171
Cnig_chr_III.g10664.t1	Cnig_chr_III	9790820	9791476	+	657	821	513	799	1202	1034	1044
Cnig_chr_V.g19163.t1	Cnig_chr_V	10865495	10866755	+	1261	1286	3339	1995	197	151	323
Cnig_chr_V.g19180.t1	Cnig_chr_V	10938530	10939996	-	1467	41	90	25	3532	3013	8129
Cnig_chr_V.g20323.t3	Cnig_chr_V	15183849	15186606	-	2758	11	9	9	15	14	34
Cnig_chr_V.g19164.t3	Cnig_chr_V	10867837	10869176	+	1340	566	1109	776	56	69	124
Cnig_chr_V.g21332.t1	Cnig_chr_V	18444401	18446630	+	2230	26	48	24	1836	1248	3732
Cnig_chr_I.g2787.t1	Cnig_chr_I	11553744	11554552	-	809	138	143	135	267	261	307
Cnig_chr_V.g19970.t1	Cnig_chr_V	13892134	13893909	+	1776	50	34	47	70	79	67
Cnig_chr_II.g7678.t2	Cnig_chr_II	16650164	16653828	+	3665	0	2	0	210	188	269
Cnig_chr_V.g20324.t1	Cnig_chr_V	15189309	15190009	-	701	11	5	10	6	10	8
Cnig_chr_V.g17127.t3	Cnig_chr_V	3037559	3040416	-	2858	10	6	7	12	11	9
Cnig_chr_IV.g13449.t1	Cnig_chr_IV	7653769	7654689	-	921	6	3	1	82	99	182
Cnig_chr_IV.g16198.t1	Cnig_chr_IV	20064510	20065599	-	1090	5	2	4	7	7	3
Cnig_chr_IV.g16193.t1	Cnig_chr_IV	20052464	20053501	-	1038	1128	620	834	1758	2131	1098
Cnig_chr_V.g17081.t1	Cnig_chr_V	2888691	2891727	-	3037	6	11	1	483	410	725
Cnig_chr_V.g20326.t2	Cnig_chr_V	15198158	15200067	-	1910	10	19	8	27	25	18
Cnig_chr_IV.g16192.t3	Cnig_chr_IV	20049771	20052152	-	2382	405	221	292	864	1016	516
Cnig_chr_V.g20581.t1	Cnig_chr_V	16069181	16071103	+	1923	12	27	2	2858	2245	3518
Cnig_chr_V.g19595.t2	Cnig_chr_V	12336754	12337735	+	982	110	77	90	91	112	70
Cnig_chr_II.g7010.t1	Cnig_chr_II	13786572	13789385	-	2814	9	39	0	1716	1451	4731
Cnig_chr_IV.g14656.t1	Cnig_chr_IV	12109861	12111745	-	1885	995	1230	1252	839	625	705
Cnig_chr_V.g17943.t1	Cnig_chr_V	6111558	6117790	-	6233	53	212	16	11320	7367	18802
Cnig_chr_II.g6913.t1	Cnig_chr_II	13337018	13339031	-	2014	0	1	0	2	6	7
Cnig_chr_X.g25317.t1	Cnig_chr_X	16643103	16647030	+	3928	237	218	165	244	210	201
Cnig_chr_X.g24904.t1	Cnig_chr_X	14345913	14351165	-	5253	124	101	95	209	164	165
Cnig_chr_X.g23647.t2	Cnig_chr_X	8015610	8018357	+	2748	272	307	469	414	251	521
Cnig_chr_II.g4551.t2	Cnig_chr_II	3338544	3341391	+	2848	4	2	5	9	16	8
Cnig_chr_IV.g15077.t1	Cnig_chr_IV	13817145	13817563	-	419	1	6	2	1	2	2
Cnig_chr_X.g26576.t1	Cnig_chr_X	23058492	23059703	-	1212	0	0	0	0	0	1
Cnig_chr_II.g6914.t1	Cnig_chr_II	13340790	13341513	-	724	0	0	1	2	0	4
Cnig_chr_II.g7852.t1	Cnig_chr_II	17231302	17232079	-	778	0	0	0	1	0	1
Cnig_chr_X.g25311.t1	Cnig_chr_X	16601678	16605928	-	4251	19	15	13	15	23	19
Cnig_chr_X.g26559.t1	Cnig_chr_X	22976401	22976672	+	272	0	0	0	0	0	0
Cnig_chr_V.g17140.t1	Cnig_chr_V	3097926	3098491	+	566	0	1	1	2	1	0
Cnig_chr_X.g26566.t1	Cnig_chr_X	23014138	23015245	+	1108	0	0	0	0	0	0
Cnig_chr_III.g11614.t1	Cnig_chr_III	13941770	13942857	-	1088	188781	164672	176479	153767	149608	145649
Cnig_chr_X.g26313.t2	Cnig_chr_X	21849824	21850251	-	428	0	0	0	0	0	0
Cnig_chr_I.g1443.t1	Cnig_chr_I	6436071	6437120	+	1050	774	1074	704	29398	26432	40807
Cnig_chr_II.g6956.t1	Cnig_chr_II	13585166	13585603	-	438	0	0	0	2	0	2
Cnig_chr_IV.g12719.t2	Cnig_chr_IV	3706689	3711281	-	4593	2113	2057	1837	908	1061	1126
Cnig_chr_X.g22958.t1	Cnig_chr_X	4074529	4077438	+	2910	2537	2570	2296	1287	1331	1558
Cnig_chr_IV.g13471.t1	Cnig_chr_IV	7833944	7836242	-	2299	133	154	84	51	65	61
Cnig_chr_IV.g13475.t2	Cnig_chr_IV	7842116	7846862	-	4747	3222	2761	1944	1058	1085	1004
Cnig_chr_X.g25285.t1	Cnig_chr_X	16467371	16467910	-	540	69	52	55	345	263	223
Cnig_chr_II.g6708.t1	Cnig_chr_II	12453796	12454218	+	423	1	0	0	3	2	30
Cnig_chr_X.g25602.t1	Cnig_chr_X	18020033	18020565	+	533	374	237	302	670	567	577
Cnig_chr_V.g21210.t1	Cnig_chr_V	17983169	17984053	-	885	7	7	3	891	764	1360
Cnig_chr_V.g16442.t1	Cnig_chr_V	432541	433082	+	542	662	437	598	993	886	688
Cnig_chr_IV.g13178.t1	Cnig_chr_IV	6168785	6172270	+	3486	3810	4058	2644	944	1631	1679
Cnig_chr_IV.g13505.t1	Cnig_chr_IV	7980775	7983004	-	2230	711	513	587	490	355	384
Cnig_chr_II.g7009.t1	Cnig_chr_II	13784392	13784908	-	517	9	9	0	825	820	1765
Cnig_chr_I.g1208.t3	Cnig_chr_I	5524936	5529464	+	4529	2547	2693	2880	3091	2399	2645
Cnig_chr_X.g25591.t1	Cnig_chr_X	17962607	17963151	-	545	330	183	278	2087	1760	1379
Cnig_chr_IV.g14972.t1	Cnig_chr_IV	13390443	13392022	-	1580	26	23	21	127	115	149
Cnig_chr_X.g26470.t1	Cnig_chr_X	22544384	22547432	-	3049	19	8	10	36	19	11
Cnig_chr_IV.g16052.t2	Cnig_chr_IV	19403568	19408247	-	4680	5	29	7	1654	1095	2415
Cnig_chr_I.g320.t1	Cnig_chr_I	1584569	1585978	-	1410	15	17	10	3	8	4
Cnig_chr_IV.g16053.t1	Cnig_chr_IV	19408828	19413287	-	4460	12	30	7	2328	1501	2997
Cnig_chr_IV.g16059.t1	Cnig_chr_IV	19445483	19451453	-	5971	100	177	48	9097	6057	12279
Cnig_chr_IV.g16115.t2	Cnig_chr_IV	19709511	19713811	+	4301	21	60	11	5299	3615	6597
Cnig_chr_V.g19997.t1	Cnig_chr_V	13978707	13980517	-	1811	206	161	149	245	192	198
Cnig_chr_V.g18075.t1	Cnig_chr_V	6703440	6709782	-	6343	94	54	118	137	113	162
Cnig_chr_V.g18077.t3	Cnig_chr_V	6713403	6714899	-	1497	82	84	107	43	66	93
Cnig_chr_V.g20000.t3	Cnig_chr_V	13985479	13987489	-	2011	1282	1492	1349	516	960	900
Cnig_chr_X.g26268.t1	Cnig_chr_X	21631867	21635064	-	3198	657	515	515	235	335	371
Cnig_chr_V.g18078.t1	Cnig_chr_V	6723009	6724855	+	1847	3234	3356	3444	632	1278	1039
Cnig_chr_II.g4034.t1	Cnig_chr_II	258664	260008	+	1345	275	182	203	247	174	256
Cnig_chr_II.g4032.t1	Cnig_chr_II	253293	254857	+	1565	1237	829	1065	807	834	998
Cnig_chr_V.g19476.t1	Cnig_chr_V	11950112	11951962	+	1851	1379	1851	1191	949	1383	1358
Cnig_chr_V.g19401.t1	Cnig_chr_V	11702658	11704544	+	1887	145	224	130	86	209	183
Cnig_chr_V.g19497.t1	Cnig_chr_V	12023982	12025338	-	1357	1544	1718	1877	1096	1241	1486
Cnig_chr_II.g6627.t1	Cnig_chr_II	12151581	12153135	-	1555	2149	2180	2145	2257	2079	1885
Cnig_chr_IV.g16013.t2	Cnig_chr_IV	19272940	19275394	+	2455	14	26	8	6	10	11
Cnig_chr_V.g19711.t1	Cnig_chr_V	12837273	12838794	-	1522	111	114	103	102	126	163
Cnig_chr_V.g18628.t1	Cnig_chr_V	8952114	8954437	+	2324	0	0	0	0	0	0
Cnig_chr_I.g2514.t1	Cnig_chr_I	10318393	10319850	-	1458	5	26	2	1500	1468	2542
Cnig_chr_V.g17961.t1	Cnig_chr_V	6177357	6179013	+	1657	57	57	74	168	183	211
Cnig_chr_I.g2474.t1	Cnig_chr_I	10198531	10200559	-	2029	20	8	12	752	564	1029
Cnig_chr_V.g16930.t1	Cnig_chr_V	2224055	2225207	+	1153	2	0	2	17	9	10
Cnig_chr_X.g22879.t1	Cnig_chr_X	3707448	3707900	-	453	0	0	0	2	1	1
Cnig_chr_III.g11023.t1	Cnig_chr_III	11080702	11081556	+	855	0	1	1	2	5	2
Cnig_chr_V.g18645.t1	Cnig_chr_V	9025816	9026601	+	786	1	0	6	5	2	1
Cnig_chr_II.g8105.t2	Cnig_chr_II	18243211	18246845	-	3635	0	0	1	40	40	42
Cnig_chr_I.g892.t1	Cnig_chr_I	4323086	4324530	+	1445	4	5	3	199	154	336
Cnig_chr_II.g8132.t1	Cnig_chr_II	18325321	18328554	-	3234	19	57	34	9	6	4
Cnig_chr_IV.g13273.t1	Cnig_chr_IV	6628148	6629114	-	967	0	0	0	24	21	27
Cnig_chr_II.g4823.t1	Cnig_chr_II	4614105	4616024	+	1920	1	0	0	27	27	30
Cnig_chr_II.g6709.t2	Cnig_chr_II	12454942	12458222	+	3281	121	204	140	5	3	7
Cnig_chr_II.g5006.t1	Cnig_chr_II	5403521	5404313	+	793	31	28	15	9	13	5
Cnig_chr_IV.g12206.t1	Cnig_chr_IV	1164862	1168867	-	4006	313	326	380	543	452	494
Cnig_chr_IV.g13276.t1	Cnig_chr_IV	6637407	6639110	-	1704	3	15	11	6	2	1
Cnig_chr_V.g21349.t1	Cnig_chr_V	18541147	18545632	-	4486	21	12	15	57	53	28
Cnig_chr_IV.g12525.t2	Cnig_chr_IV	2604343	2607986	+	3644	144	122	129	404	261	271
Cnig_chr_IV.g12256.t1	Cnig_chr_IV	1455143	1459048	-	3906	142	274	239	18	14	18
Cnig_chr_V.g18569.t1	Cnig_chr_V	8750592	8752044	-	1453	83	51	69	204	172	173
Cnig_chr_IV.g12195.t2	Cnig_chr_IV	1117120	1123362	-	6243	687	599	692	998	953	787
Cnig_chr_IV.g12818.t1	Cnig_chr_IV	4071185	4072713	-	1529	87	187	134	2	2	2
Cnig_chr_X.g24489.t1	Cnig_chr_X	12356003	12358830	-	2828	0	1	0	7	11	8
Cnig_chr_IV.g12822.t1	Cnig_chr_IV	4100895	4102979	+	2085	39	100	90	10	6	14
Cnig_chr_IV.g12098.t1	Cnig_chr_IV	522036	525406	-	3371	192	323	301	13	2	11
Cnig_chr_V.g18582.t2	Cnig_chr_V	8795506	8798694	+	3189	68	58	57	193	122	110
Cnig_chr_V.g17679.t2	Cnig_chr_V	5196823	5198805	+	1983	1351	2773	1866	2725	2081	2299
Cnig_chr_V.g17815.t3	Cnig_chr_V	5632941	5635866	-	2926	2	4	2	6	6	14
Cnig_chr_V.g18583.t2	Cnig_chr_V	8799037	8801018	+	1982	47	20	20	37	62	38
Cnig_chr_V.g18570.t2	Cnig_chr_V	8752243	8755378	-	3136	17	22	22	77	46	64
Cnig_chr_V.g21707.t1	Cnig_chr_V	19968860	19973158	+	4299	51	45	49	68	53	51
Cnig_chr_V.g21701.t1	Cnig_chr_V	19932620	19934515	-	1896	10	11	9	6	12	14
Cnig_chr_V.g17576.t1	Cnig_chr_V	4851784	4852654	-	871	14	9	6	10	7	8
Cnig_chr_V.g17685.t2	Cnig_chr_V	5216120	5220553	+	4434	95	130	64	117	98	64
Cnig_chr_IV.g12249.t1	Cnig_chr_IV	1424329	1426518	-	2190	22	33	31	16	22	23
Cnig_chr_IV.g12258.t1	Cnig_chr_IV	1465075	1466675	-	1601	27	18	21	19	31	20
Cnig_chr_V.g17577.t1	Cnig_chr_V	4855701	4861845	-	6145	9	3	5	10	14	14
Cnig_chr_V.g17690.t1	Cnig_chr_V	5232574	5235054	-	2481	15	12	16	59	45	45
Cnig_chr_V.g16601.t1	Cnig_chr_V	988232	991057	+	2826	26724	23577	27103	14737	14291	14897
Cnig_chr_V.g17585.t1	Cnig_chr_V	4887431	4889653	-	2223	0	2	1	8	1	2
Cnig_chr_V.g17587.t2	Cnig_chr_V	4892901	4895239	+	2339	0	0	0	0	0	0
Cnig_chr_V.g17586.t2	Cnig_chr_V	4890165	4891861	-	1697	6	5	5	5	6	4
Cnig_chr_V.g21100.t1	Cnig_chr_V	17693961	17695929	-	1969	774	820	811	408	430	480
Cnig_chr_V.g16598.t1	Cnig_chr_V	981783	983632	-	1850	632	587	551	527	703	541
Cnig_chr_V.g17757.t1	Cnig_chr_V	5452671	5454059	-	1389	21580	22933	19438	14270	13081	14949
Cnig_chr_V.g16599.t1	Cnig_chr_V	983865	985246	-	1382	42623	38071	38751	26191	24787	27599
Cnig_chr_V.g17758.t1	Cnig_chr_V	5455452	5456864	+	1413	138	330	116	307	212	304
Cnig_chr_II.g6835.t1	Cnig_chr_II	13024443	13025555	-	1113	183	574	64	24153	21520	48843
Cnig_chr_V.g21082.t3	Cnig_chr_V	17667987	17670187	-	2201	113	126	106	62	72	73
Cnig_chr_V.g21058.t2	Cnig_chr_V	17636395	17637327	-	933	109	92	123	135	99	131
Cnig_chr_V.g19879.t1	Cnig_chr_V	13533597	13534061	+	465	101	43	64	118	99	59
Cnig_chr_V.g21142.t1	Cnig_chr_V	17836917	17837796	+	880	639	792	704	444	311	469
Cnig_chr_V.g21096.t1	Cnig_chr_V	17688187	17689034	-	848	221	235	237	144	143	143
Cnig_chr_V.g21068.t1	Cnig_chr_V	17651069	17651994	-	926	245	284	259	158	164	149
Cnig_chr_III.g10263.t1	Cnig_chr_III	8333821	8382929	-	49109	4805	4029	4133	7515	5558	5242
Cnig_chr_IV.g12038.t1	Cnig_chr_IV	255809	256796	-	988	19	28	22	25	8	12
Cnig_chr_I.g2218.t2	Cnig_chr_I	9361562	9362200	+	639	1	4	2	199	168	238
Cnig_chr_V.g19880.t3	Cnig_chr_V	13535208	13538501	+	3294	182	128	142	150	159	114
Cnig_chr_V.g18151.t2	Cnig_chr_V	7063513	7066633	+	3121	47	37	50	34	58	36
Cnig_chr_I.g2220.t1	Cnig_chr_I	9364729	9365380	+	652	86	80	53	57	82	71
Cnig_chr_I.g2219.t1	Cnig_chr_I	9363548	9364198	+	651	221	157	305	767	578	401
Cnig_chr_IV.g13254.t1	Cnig_chr_IV	6527649	6528315	+	667	159	55	113	23	52	31
Cnig_chr_IV.g12034.t1	Cnig_chr_IV	248281	248969	-	689	168	215	217	209	154	290
Cnig_chr_I.g2217.t1	Cnig_chr_I	9359278	9360293	-	1016	418	366	368	347	371	248
Cnig_chr_V.g20863.t1	Cnig_chr_V	16989725	16990613	-	889	1	22	2	1	0	6
Cnig_chr_I.g2221.t1	Cnig_chr_I	9366785	9367788	+	1004	1	4	2	5	1	5
Cnig_chr_V.g18072.t3	Cnig_chr_V	6688554	6693432	-	4879	45	50	36	45	32	67
Cnig_chr_V.g20881.t1	Cnig_chr_V	17038130	17038795	-	666	19	17	32	16	31	46
Cnig_chr_V.g18069.t2	Cnig_chr_V	6680253	6682637	-	2385	42	64	55	54	42	42
Cnig_chr_IV.g13322.t2	Cnig_chr_IV	6959125	6964479	+	5355	148	52	86	138	125	93
Cnig_chr_V.g18073.t1	Cnig_chr_V	6695100	6697195	-	2096	92	132	123	101	55	129
Cnig_chr_V.g19477.t1	Cnig_chr_V	11953234	11954918	-	1685	753	1323	1017	409	295	489
Cnig_chr_IV.g13323.t3	Cnig_chr_IV	6964908	6967696	+	2789	28	64	26	5	5	0
Cnig_chr_IV.g13324.t1	Cnig_chr_IV	6973526	6979938	+	6413	188	211	189	461	516	616
Cnig_chr_III.g10733.t1	Cnig_chr_III	10000101	10001399	+	1299	171	134	158	247	181	187
Cnig_chr_III.g10734.t3	Cnig_chr_III	10007034	10014382	-	7349	6564	7074	7453	7766	4739	6732
Cnig_chr_III.g10771.t1	Cnig_chr_III	10125290	10125751	+	462	0	0	0	0	0	0
Cnig_chr_V.g17095.t1	Cnig_chr_V	2916136	2916674	+	539	6	45	4	233	225	3316
Cnig_chr_I.g3268.t2	Cnig_chr_I	13470720	13479878	+	9159	75	49	84	126	118	126
Cnig_chr_IV.g14163.t2	Cnig_chr_IV	10370975	10372900	+	1926	5717	6244	5922	4934	5501	4892
Cnig_chr_IV.g13021.t1	Cnig_chr_IV	5306578	5308074	+	1497	3649	3511	3815	3148	3056	3233
Cnig_chr_X.g24047.t1	Cnig_chr_X	10170410	10170643	-	234	58	76	77	84	109	106
Cnig_chr_III.g10825.t2	Cnig_chr_III	10274064	10274624	-	561	0	2	0	0	0	2
Cnig_chr_V.g17088.t1	Cnig_chr_V	2905655	2906057	+	403	0	57	1	8	23	1285
Cnig_chr_V.g17093.t1	Cnig_chr_V	2912480	2912842	+	363	3	28	0	22	39	1110
Cnig_chr_IV.g13026.t1	Cnig_chr_IV	5350877	5351605	-	729	1	1	2	2	0	1
Cnig_chr_V.g17085.t1	Cnig_chr_V	2902481	2902932	-	452	1	36	1	2	9	1084
Cnig_chr_V.g17086.t1	Cnig_chr_V	2903737	2904149	+	413	0	57	2	1	5	1385
Cnig_chr_V.g17092.t1	Cnig_chr_V	2911783	2912231	-	449	0	1	0	1	5	46
Cnig_chr_V.g18700.t1	Cnig_chr_V	9200289	9201675	-	1387	1	1	1	3	7	3
Cnig_chr_V.g18698.t3	Cnig_chr_V	9192967	9195891	+	2925	13	11	13	28	20	24
Cnig_chr_V.g17084.t2	Cnig_chr_V	2901407	2902095	+	689	55	89	41	38	88	191
Cnig_chr_V.g20348.t1	Cnig_chr_V	15272365	15273197	+	833	5199	5243	5675	4667	3931	4264
Cnig_chr_IV.g14510.t1	Cnig_chr_IV	11625711	11626175	-	465	8103	9151	9782	7091	7483	7553
Cnig_chr_III.g9786.t1	Cnig_chr_III	6610137	6611117	+	981	1	0	0	0	1	0
Cnig_chr_IV.g14511.t1	Cnig_chr_IV	11627665	11628134	+	470	6425	6422	7511	6945	7330	7265
Cnig_chr_V.g18822.t1	Cnig_chr_V	9602860	9603087	+	228	152	144	143	203	275	291
Cnig_chr_V.g17666.t1	Cnig_chr_V	5141989	5145585	+	3597	9662	13266	12426	11730	8418	13189
Cnig_chr_V.g18701.t1	Cnig_chr_V	9202780	9203862	-	1083	1	0	6	4	8	8
Cnig_chr_II.g7272.t1	Cnig_chr_II	14871352	14876193	+	4842	3239	2516	2718	3363	2403	2768
Cnig_chr_V.g18452.t1	Cnig_chr_V	8230327	8230678	-	352	2	0	0	1	3	0
Cnig_chr_V.g20347.t1	Cnig_chr_V	15270283	15270992	-	710	59	55	72	93	137	87
Cnig_chr_V.g18528.t1	Cnig_chr_V	8590261	8590769	+	509	7750	8129	8035	5817	7713	5588
Cnig_chr_II.g7185.t1	Cnig_chr_II	14499016	14500317	-	1302	9	6	3	10	7	8
Cnig_chr_X.g24724.t1	Cnig_chr_X	13514894	13515256	-	363	7059	7237	6672	4431	7875	5409
Cnig_chr_X.g24723.t1	Cnig_chr_X	13512896	13513338	-	443	2696	2759	2513	3014	2790	3178
Cnig_chr_X.g23179.t1	Cnig_chr_X	5439133	5439495	-	363	245	141	140	192	261	436
Cnig_chr_V.g17397.t1	Cnig_chr_V	4137255	4139157	-	1903	13	4	15	5	4	12
Cnig_chr_X.g24850.t1	Cnig_chr_X	14111167	14111547	+	381	8509	8636	8600	8987	13878	8892
Cnig_chr_V.g17393.t1	Cnig_chr_V	4120325	4122124	-	1800	15	17	14	27	34	24
Cnig_chr_V.g16638.t2	Cnig_chr_V	1145448	1152774	+	7327	8	10	11	35	22	38
Cnig_chr_V.g20467.t1	Cnig_chr_V	15642459	15646459	-	4001	15	6	12	67	57	60
Cnig_chr_X.g24722.t1	Cnig_chr_X	13510450	13510798	-	349	8835	8852	8442	6781	8043	6940
Cnig_chr_V.g17966.t2	Cnig_chr_V	6196400	6198721	+	2322	267	94	144	128	98	81
Cnig_chr_I.g1286.t2	Cnig_chr_I	5864636	5869601	+	4966	3	5	8	32	24	21
Cnig_chr_V.g18280.t2	Cnig_chr_V	7517737	7519506	+	1770	285	106	160	745	693	460
Cnig_chr_X.g22511.t1	Cnig_chr_X	1642534	1643230	+	697	30	23	36	156	139	123
Cnig_chr_IV.g13845.t1	Cnig_chr_IV	9190548	9191535	+	988	1540	1967	1919	1063	1088	987
Cnig_chr_IV.g13847.t1	Cnig_chr_IV	9192959	9194497	-	1539	3883	4344	4271	4238	3807	4809
Cnig_chr_II.g6036.t1	Cnig_chr_II	9843667	9844230	-	564	2631	2672	2592	5302	6530	7525
Cnig_chr_V.g17762.t1	Cnig_chr_V	5463852	5465013	-	1162	1463	1573	1419	1466	1301	1332
Cnig_chr_V.g20565.t1	Cnig_chr_V	16024080	16024716	-	637	4857	4728	4900	4144	7199	4590
Cnig_chr_V.g19813.t1	Cnig_chr_V	13273913	13274962	+	1050	7921	7483	8076	22447	14332	15171
Cnig_chr_II.g8265.t1	Cnig_chr_II	18973437	18974179	-	743	1628	1501	1606	1476	1501	1275
Cnig_chr_III.g10478.t1	Cnig_chr_III	9099042	9100201	+	1160	768	913	946	692	552	647
Cnig_chr_V.g17761.t1	Cnig_chr_V	5462137	5463643	-	1507	90	90	68	59	54	51
Cnig_chr_IV.g14361.t1	Cnig_chr_IV	11085913	11086636	+	724	214	123	177	284	319	261
Cnig_chr_V.g17760.t1	Cnig_chr_V	5459977	5461588	-	1612	190	179	182	473	375	376
Cnig_chr_V.g20904.t1	Cnig_chr_V	17108104	17109313	-	1210	54	37	57	112	80	87
Cnig_chr_X.g25065.t1	Cnig_chr_X	15381000	15387812	-	6813	6083	8338	6337	5295	4161	4820
Cnig_chr_IV.g15909.t1	Cnig_chr_IV	18715535	18716712	+	1178	648	590	594	1015	918	1118
Cnig_chr_IV.g13660.t2	Cnig_chr_IV	8551189	8553183	-	1995	65	59	54	204	198	204
Cnig_chr_IV.g12920.t1	Cnig_chr_IV	4666864	4668580	-	1717	27	68	5	4073	3541	7179
Cnig_chr_IV.g15908.t2	Cnig_chr_IV	18713390	18715222	+	1833	402	315	313	510	437	374
Cnig_chr_II.g6251.t4	Cnig_chr_II	10785299	10787462	+	2164	243	284	279	230	295	251
Cnig_chr_X.g22455.t1	Cnig_chr_X	1386668	1387660	-	993	0	0	0	0	0	0
Cnig_chr_V.g18935.t1	Cnig_chr_V	9986189	9994210	+	8022	23579	25882	26857	22461	17620	23160
Cnig_chr_I.g3807.t1	Cnig_chr_I	16024594	16034126	-	9533	141991	136310	144283	206366	132693	156724
Cnig_chr_I.g1764.t1	Cnig_chr_I	7649323	7657708	-	8386	6451	8158	6522	4804	3922	4473
