"","dn","ds","prop_cons_500bp_upstream_5bp_win","num_cons_windows_500bp_upstream_5bp","num_windows_500bp_upstream_5bp","position","domain","chromosome","enc","ds_ENCc"
"II.g5732__Cnig_chr_II.g6098",0.0463567834331,0.122680572724,NA,NA,NA,9221981,"center","II",46.5885942359485,0.159134113920408
"X.g20136__Cnig_chr_X.g24027",0.0154187110102,0.132733391766,0.242718446601942,25,103,9273521,"center","X",52.4632625644306,0.153218997333947
"X.g20461__Cnig_chr_X.g24340",0.043362155676,0.41221315247,0.241666666666667,29,120,10933239,"center","X",38.6993886197816,0.470110342974727
"II.g6350__Cnig_chr_II.g6814",0.0998359103918,0.294724777374,NA,NA,NA,11729916,"armB","II",44.1449000464749,0.33782052359907
"IV.g12835__Cnig_chr_IV.g14888",0.0340817121275,0.131501942272,0.519607843137255,53,102,11706108,"center","IV",30.4447414386248,0.211836088780749
"V.g16326__Cnig_chr_V.g19325",0.010014411878,0.181437177128,0.490384615384615,51,104,10154542,"center","V",36.8189686288553,0.244445537096372
"X.g19296__Cnig_chr_X.g23047",0.135045302465,0.481357625713,NA,NA,NA,4347911,"armA","X",47.5161276008984,0.515290038526217
"X.g20135__Cnig_chr_X.g24026",8.54055807733e-12,0.0762853286286,0.586538461538462,61,104,9269655,"center","X",49.3896379449268,0.105125353088987
"V.g15397__Cnig_chr_V.g18325",0.0482641270488,0.311129239829,0.273584905660377,29,106,6473871,"center","V",44.3065871032853,0.353785504474729
"II.g5031__Cnig_chr_II.g5371",0.045698913774,0.139107283681,NA,NA,NA,6227411,"center","II",49.2134523268735,0.168426198259165
"X.g21154__Cnig_chr_X.g25120",0.118474807064,0.275932769356,0.237623762376238,24,101,14708485,"center","X",49.2538798209838,0.305141797964868
"X.g19297__Cnig_chr_X.g23049",0.0081576686031,0.26728411379,0.617647058823529,63,102,4357069,"armA","X",50.7355435008017,0.292465832440338
"II.g5785__Cnig_chr_II.g6158",0.00505593188239,0.14774799544,0.683168316831683,69,101,9442299,"center","II",47.2169803340207,0.182493520421231
"V.g15400__Cnig_chr_V.g18327",0.0392998918241,0.272186461792,0.348214285714286,39,112,6476896,"center","V",47.341698526831,0.306592990260894
"II.g7266__Cnig_chr_II.g8201",0.0593220312731,0.472162878893,NA,NA,NA,16148100,"armB","II",46.4887595872957,0.508887780641876
"II.g5032__Cnig_chr_II.g5372",0.027030807183,0.259575858609,0.257142857142857,27,105,6235479,"center","II",48.6491997836281,0.290428467990846
"I.g3096__Cnig_chr_I.g2754",0.0082476998054,0.158896316862,0.480392156862745,49,102,10885177,"center","I",31.7431957949331,0.235701134663372
"III.g9196__Cnig_chr_III.g10526",0.0371872823344,0.282921256898,0.701923076923077,73,104,8565375,"center","III",46.3367737555967,0.320059271326827
"III.g8180__Cnig_chr_III.g9430",0.00487962965203,0.172981393213,0.376237623762376,38,101,4387878,"armA","III",41.6608454822521,0.222829047998896
"II.g7265__Cnig_chr_II.g8200",0.00833209652471,0.230389031372,NA,NA,NA,16145115,"armB","II",48.0024411844018,0.262999595263299
"III.g8178__Cnig_chr_III.g9428",0.258212626095,0.460930043834,0.75,75,100,4384857,"armA","III",47.3108840790162,0.495420329051636
"V.g15597__Cnig_chr_V.g18539",0.011409723201,0.157117558957,0.598039215686274,61,102,7380904,"center","V",49.2547871233576,0.186324121427341
"V.g15596__Cnig_chr_V.g18538",0.0172217417538,0.174452304167,0.70873786407767,73,103,7378415,"center","V",46.0643371935044,0.212330828398779
"V.g16065__Cnig_chr_V.g19042",0.00959996424484,0.1494608894,0.747572815533981,77,103,9122128,"center","V",42.891422267555,0.195963713500166
"IV.g12883__Cnig_chr_IV.g14936",0.0190354982533,0.137357278485,0.477064220183486,52,109,11873284,"center","IV",47.6043654171775,0.171049852095124
"V.g17687__Cnig_chr_V.g20861",0.0777605904791,0.304397627626,NA,NA,NA,15580642,"armB","V",42.5888400512086,0.351722900430123
"III.g9198__Cnig_chr_III.g10529",0.0104498682077,0.198578399486,0.693069306930693,70,101,8583230,"center","III",43.2946071682185,0.243985326732049
"III.g9113__Cnig_chr_III.g10437",0.0282399644254,0.121315796337,0.480392156862745,49,102,8190565,"center","III",54.0025614479213,0.137617433702797
"IV.g12884__Cnig_chr_IV.g14934",0.0681216258493,0.145879094798,0.586538461538462,61,104,11884127,"center","IV",45.921293046128,0.184146427318114
"III.g9847__Cnig_chr_III.g11238",0.00934829335642,0.0914566533364,0.705882352941177,72,102,11294467,"armB","III",44.9719625587816,0.132304360996774
"I.g1746__Cnig_chr_I.g1358",0.0422961991024,0.149613460376,0.356435643564356,36,101,5374361,"center","I",34.4318636494689,0.219110210244517
"V.g15467__Cnig_chr_V.g18520",0.389838168789,0.399349301804,NA,NA,NA,6835407,"center","V",30.3299547288588,0.479995450061624
"I.g2867__Cnig_chr_I.g2490",0.0401356079876,0.193726529652,0.613861386138614,62,101,9813426,"center","I",47.4759421503367,0.227768170535959
"V.g14828__Cnig_chr_V.g18320",0.559465206577,0.363054297553,NA,NA,NA,3916734,"armA","V",30.0270771062077,0.444523697458439
"IV.g12384__Cnig_chr_IV.g14373",0.0140447566883,0.108366514224,NA,NA,NA,9881895,"center","IV",45.3982213136106,0.148055607988645
"X.g21029__Cnig_chr_X.g24976",0.0223062538604,0.3015103195,0.544554455445545,55,101,13960258,"center","X",52.3916558102817,0.322190559382069
"I.g2785__Cnig_chr_I.g2396",0.00557308693659,0.150475215843,0.22,22,100,9485551,"center","I",48.8340107611547,0.180825490518004
"X.g21046__Cnig_chr_X.g25002",0.159361256606,0.454693095643,0.534653465346535,54,101,14088519,"center","X",45.7382898446723,0.493457849153926
"X.g21874__Cnig_chr_X.g25941",0.00572317158002,0.292530096966,0.637254901960784,65,102,18644944,"armB","X",51.159535645103,0.316559362594547
"II.g4021__Cnig_chr_II.g4077",0.041826527863,0.199325263943,0.63302752293578,69,109,395592,"armA","II",46.8132607708722,0.235168139044416
"II.g6035__Cnig_chr_II.g6416",0.00430917178749,0.212382726479,0.435643564356436,44,101,10389231,"center","II",50.2837305079096,0.238792517998001
"V.g16120__Cnig_chr_V.g19108",0.00411772461257,0.135678962794,0.742574257425743,75,101,9387300,"center","V",45.4186006519446,0.175312663480351
"II.g4018__Cnig_chr_II.g4075",0.00224057642672,0.145057125335,0.141891891891892,21,148,391105,"armA","II",46.9369146449105,0.180563896848869
"II.g4393__Cnig_chr_II.g4576",0.0730905813021,0.224219868533,0.514563106796116,53,103,3056158,"armA","II",40.4949016253073,0.277236675245965
"I.g1069__Cnig_chr_I.g566",0.0378673022781,0.128663266906,0.490196078431373,50,102,2520966,"armA","I",42.9841231654201,0.174914120701283
"II.g4185__Cnig_chr_II.g4280",0.136501739622,0.253474776644,0.314285714285714,33,105,1660706,"armA","II",48.1991261161171,0.285550731234296
"IV.g11204__Cnig_chr_IV.g13091",0.0377800659003,0.24314173643,0.475728155339806,49,103,4733570,"armA","IV",49.5193805625659,0.271629107489226
"X.g21453__Cnig_chr_X.g25497",0.0100355509749,0.229359414258,0.490566037735849,52,106,16289011,"armB","X",49.8361792573281,0.256985694804147
"IV.g12410__Cnig_chr_IV.g14401",0.0279864838292,0.140406442256,0.821782178217822,83,101,9984939,"center","IV",49.2088195620438,0.169737949151969
"V.g18399__Cnig_chr_V.g21952",0.0637893390957,0.188191042247,0.294117647058824,35,119,18953670,"armB","V",42.9000258209141,0.234670481029301
"I.g1618__Cnig_chr_I.g1225",0.109969221695,0.265486734169,0.435185185185185,47,108,4770482,"center","I",45.794617812772,0.30409838263324
"X.g21358__Cnig_chr_X.g25372",0.0024684935404,0.210426383851,NA,NA,NA,15754185,"armB","X",45.3336412713288,0.250291012624666
"III.g7640__Cnig_chr_III.g8685",0.00221632875526,0.119996320438,0.466019417475728,48,103,1249313,"armA","III",40.82142714288,0.172125598161392
"X.g19388__Cnig_chr_X.g23148",0.00536968481894,0.25819686144,0.460176991150442,52,113,4882806,"armA","X",54.6225497807765,0.272813308555748
"V.g17456__Cnig_chr_V.g20555",0.00175081305256,0.198095054298,0.504854368932039,52,103,14669871,"armB","V",39.1625185013066,0.254733411499754
"V.g18393__Cnig_chr_V.g21948",0.0246940038813,0.243691906055,0.277027027027027,41,148,18938464,"armB","V",52.0443663688158,0.26531611334692
"V.g17229__Cnig_chr_V.g20299",1.43940351727e-11,0.131486327832,0.403846153846154,42,104,13795181,"center","V",44.3099083365918,0.17413356503368
"X.g19561__Cnig_chr_X.g23328",0.0473944396254,0.30660883229,0.776699029126214,80,103,5851282,"armA","X",52.8387371851956,0.326073860313947
"X.g19560__Cnig_chr_X.g23327",0.265297250186,0.668893913292,NA,NA,NA,5839817,"armA","X",51.6539318196219,0.691579360708478
"I.g2251__Cnig_chr_I.g1876",0.00917561866964,0.114730503038,0.480769230769231,50,104,7474289,"center","I",50.7443422921639,0.139888305694068
"III.g9096__Cnig_chr_III.g10418",0.0170231582504,0.101029599791,NA,NA,NA,8110777,"center","III",52.3776209837197,0.121747987734299
"III.g7902__Cnig_chr_III.g8942",0.0318775670385,0.262432529358,0.148514851485149,15,101,2970576,"armA","III",53.4106071607938,0.280343157635849
"V.g17178__Cnig_chr_V.g20244",0.00877808360537,0.0873416493792,0.784313725490196,80,102,13590078,"center","V",53.0938069531951,0.106113372282169
"X.g18751__Cnig_chr_X.g22408",0.0132965147533,0.108332880318,0.603960396039604,61,101,1136315,"armA","X",52.0953302368476,0.129818562723304
"V.g17642__Cnig_chr_V.g20790",0.00235044715117,0.178052402868,0.398058252427184,41,103,15356945,"armB","V",44.7425390981186,0.21952370642293
"II.g4894__Cnig_chr_II.g5232",0.0138239390279,0.18703585054,0.466666666666667,49,105,5604646,"center","II",46.6659917827266,0.22327901746919
"I.g3793__Cnig_chr_I.g3816",0.0550702892956,0.380983207152,0.30188679245283,32,106,14783453,"armB","I",54.3213497238134,0.396418346124369
"V.g16501__Cnig_chr_V.g19533",1.87781522586e-11,0.135942915046,0.732673267326733,74,101,10814481,"center","V",42.3105944349421,0.184024487242874
"V.g18229__Cnig_chr_V.g21640",0.0144211493633,0.234890565647,0.297297297297297,33,111,18020778,"armB","V",47.8201044390958,0.267996739034691
"V.g15464__Cnig_chr_V.g18414",0.0416824335096,0.257274994553,NA,NA,NA,6820564,"center","V",52.9846471321836,0.27634342475886
"III.g8699__Cnig_chr_III.g9954",0.016587478333,0.123891630164,0.376237623762376,38,101,6480732,"center","III",46.8404269259644,0.159660664940902
"IV.g12670__Cnig_chr_IV.g14695",0.0366395004635,0.25005292174,0.660194174757282,68,103,11008862,"center","IV",45.2793223108048,0.290065194876982
"II.g5617__Cnig_chr_II.g5979",0.0565255341583,0.14247739021,0.851485148514851,86,101,8663732,"center","II",50.617018611985,0.167981271353464
"IV.g11872__Cnig_chr_IV.g13776",0.00402490365012,0.0478108198464,0.466019417475728,48,103,7856848,"center","IV",33.4209738292982,0.120055269274004
"I.g1521__Cnig_chr_I.g1132",0.0301243421135,0.1419154005,0.611650485436893,63,103,4396559,"center","I",47.9056969590019,0.17478892486451
"X.g20993__Cnig_chr_X.g24946",0.0132456137831,0.18024290882,0.514851485148515,52,101,13768703,"center","X",51.9460276903905,0.202134410467803
"III.g9167__Cnig_chr_III.g10496",0.052261085564,0.136023343619,0.504854368932039,52,103,8451311,"center","III",49.665601400359,0.164113271827862
"II.g6101__Cnig_chr_II.g6487",0.0116086018873,0.0701825208025,0.666666666666667,68,102,10684525,"center","II",50.3437921454542,0.0964290587881221
"III.g8697__Cnig_chr_III.g9952",0.0213811286215,0.169322310793,0.461538461538462,48,104,6476577,"center","III",46.5770980631378,0.20580709973603
"I.g726__Cnig_chr_I.g104",0.00449949559253,0.121852104292,0.611650485436893,63,103,215880,"tipA","I",34.544982474882,0.191041385888
"V.g15402__Cnig_chr_V.g18333",0.0380606404275,0.151924324639,0.188405797101449,26,138,6484353,"center","V",48.5460916033071,0.183057192359542
"IV.g13276__Cnig_chr_IV.g15352",0.0385779009785,0.209558653651,0.208,26,125,13845252,"armB","IV",43.0476487639162,0.255636838520852
"X.g18655__Cnig_chr_X.g22315",0.0316811342497,0.0855091404058,0.485148514851485,49,101,608589,"tipA","X",45.4253956511995,0.125124371605087
"I.g1947__Cnig_chr_I.g1550",0.0906511124018,0.194190183264,0.792079207920792,80,101,6124451,"center","I",47.8487644682306,0.227218455828233
"III.g10234__Cnig_chr_III.g11694",2.08431567583e-11,0.189129250688,0.163461538461538,17,104,13700859,"armB","III",43.8666699431676,0.232981254140047
"V.g15497__Cnig_chr_V.g18453",0.0322034192557,0.120560449907,0.603960396039604,61,101,6987953,"center","V",49.0752962529509,0.150254886501341
"II.g5000__Cnig_chr_II.g5338",0.0200364711645,0.139220396442,0.509433962264151,54,106,6088205,"center","II",42.7312562812895,0.18615856769975
"V.g16700__Cnig_chr_V.g19722",0.0135116335291,0.0573327227314,NA,NA,NA,11634156,"center","V",36.0137523886329,0.122529740913637
"II.g4990__Cnig_chr_II.g5324",1.74523217817e-11,0.157464793181,0.643564356435644,65,101,6018682,"center","II",43.6077785752214,0.202020489244609
"I.g1514__Cnig_chr_I.g1126",0.0187423037905,0.133588091775,0.28,28,100,4372699,"center","I",49.3442629878271,0.162551449903536
"I.g1401__Cnig_chr_I.g996",0.00236870584288,0.0818318209256,NA,NA,NA,3973185,"armA","I",39.5337519808255,0.137461128429119
"II.g5589__Cnig_chr_II.g5950",0.0325867291859,0.224483814812,0.161904761904762,17,105,8542218,"center","II",46.5430639910709,0.261061111764258
"III.g9930__Cnig_chr_III.g11352",0.00797358630094,0.291426000745,0.4,42,105,11749854,"armB","III",49.2689868098439,0.320593967048361
"X.g19450__Cnig_chr_X.g23209",0.0529294897069,0.254479557454,0.625,65,104,5260844,"armA","X",50.9762181233869,0.27900709842724
"I.g1670__Cnig_chr_I.g1280",9.16461584791e-12,0.0734797184965,0.732673267326733,74,101,5019916,"center","I",49.2743269541219,0.102633169754022
"I.g2917__Cnig_chr_I.g2532",0.0174162243847,0.148467789517,NA,NA,NA,10056410,"center","I",48.7038535458623,0.179171844511021
"X.g19451__Cnig_chr_X.g23210",0.0104185660073,0.194126925545,0.572815533980582,59,103,5264032,"armA","X",50.0046048646976,0.221295408457939
"IV.g11188__Cnig_chr_IV.g13074",0.00870594518346,0.148092663194,0.657142857142857,69,105,4619121,"armA","IV",44.7818754145404,0.189457046709643
"IV.g13462__Cnig_chr_IV.g15728",0.0227962097129,0.311213418995,0.504854368932039,52,103,15279018,"armB","IV",49.3133178515022,0.34026088909671
"IV.g13439__Cnig_chr_IV.g15686",0.0816589578327,0.42262123367,0.39344262295082,48,122,15151676,"armB","IV",44.9282615039048,0.463587725164992
"I.g2938__Cnig_chr_I.g2562",0.0128928539726,0.162724509655,0.46078431372549,47,102,10156317,"center","I",49.2152125605409,0.19203863974214
"V.g16447__Cnig_chr_V.g19471",0.00622480116622,0.143160039052,0.70873786407767,73,103,10624076,"center","V",49.4208811924111,0.171915141243289
"II.g5082__Cnig_chr_II.g5422",0.036012258038,0.225181908952,0.408695652173913,47,115,6436436,"center","II",47.0043926671048,0.260505268457822
"II.g4617__Cnig_chr_II.g4851",4.96896632034e-12,0.0496896632034,0.461538461538462,48,104,4179912,"armA","II",24.4436193719036,0.146335459238873
"II.g4458__Cnig_chr_II.g4665",0.0243459803121,0.242211474594,0.356589147286822,46,129,3403523,"armA","II",44.829288768815,0.283446983874255
"V.g14470__Cnig_chr_V.g17059",0.0274315523428,0.124833436906,NA,NA,NA,2345736,"armA","V",40.4645352854733,0.177932782365432
"V.g14452__Cnig_chr_V.g17058",0.0867692662588,0.344801727971,NA,NA,NA,2241962,"armA","V",42.7042876003261,0.391813202798847
"III.g8741__Cnig_chr_III.g9997",0.0135554414843,0.16432653107,0.851485148514851,86,101,6665489,"center","III",43.9743287965132,0.207885906999278
"V.g17146__Cnig_chr_V.g20207",0.0112864694413,0.169491933541,0.735294117647059,75,102,13454046,"center","V",49.5142981387933,0.197993119135975
"V.g17144__Cnig_chr_V.g20205",0.0139569902741,0.173655343083,0.384615384615385,45,117,13440415,"center","V",49.7296173262784,0.201571269607491
"I.g2833__Cnig_chr_I.g2446",0.0141533414357,0.128127144051,0.423076923076923,44,104,9677109,"center","I",46.7281314235427,0.164201409226245
"III.g8740__Cnig_chr_III.g9995",0.0833189905124,0.221489280479,0.68,68,100,6663062,"center","III",39.5614931550492,0.277043184698539
"II.g5454__Cnig_chr_II.g5810",0.0195591111116,0.154993691027,0.650485436893204,67,103,7995227,"center","II",51.2126782951797,0.178878509621587
"I.g2512__Cnig_chr_I.g1993",0.0025112503454,0.0862209082741,0.475247524752475,48,101,8488863,"center","I",48.9964777044098,0.116129581560466
"II.g5452__Cnig_chr_II.g5808",0.0255120446113,0.118424673672,0.732673267326733,74,101,7990677,"center","II",50.6238705156967,0.1439099306564
"I.g2196__Cnig_chr_I.g1824",0.0177987165094,0.151490003082,NA,NA,NA,7304823,"center","I",48.1755807538125,0.183629956320152
"II.g5078__Cnig_chr_II.g5419",0.013587612113,0.174432335542,0.25,27,108,6426436,"center","II",50.6928996130573,0.199729964541037
"II.g4900__Cnig_chr_II.g5238",0.00788666275755,0.219456129823,0.362745098039216,37,102,5631431,"center","II",41.3570505620732,0.270129529563067
"III.g9757__Cnig_chr_III.g11105",0.0225696366641,0.112693751619,NA,NA,NA,10830890,"armB","III",41.0569904899813,0.164182744622878
"IV.g10481__Cnig_chr_IV.g12044",0.0146848978699,0.226925162312,0.679611650485437,70,103,290949,"tipA","IV",38.3086120335936,0.285884522632018
"V.g16552__Cnig_chr_V.g19586",0.0537949993563,0.281071987728,0.313725490196078,32,102,10997501,"center","V",42.7573065646838,0.327939351712032
"V.g15538__Cnig_chr_V.g18483",0.0100306593053,0.172765078921,0.73,73,100,7147431,"center","V",53.3571817956786,0.190820922680538
"II.g5804__Cnig_chr_II.g6183",0.0180088686179,0.197792595974,0.693069306930693,70,101,9494419,"center","II",46.2146787699918,0.235262476775818
"IV.g13685__Cnig_chr_IV.g15987",0.178186207437,0.393336065148,NA,NA,NA,16814678,"armB","IV",50.5209983679354,0.41910093891101
"IV.g12312__Cnig_chr_IV.g14296",0.00947378792455,0.196934315736,0.495145631067961,51,103,9624919,"center","IV",47.5230141941747,0.230848010100449
"IV.g11539__Cnig_chr_IV.g13481",0.00406141608978,0.15388816784,0.558823529411765,57,102,6639553,"center","IV",50.5831548501728,0.179484094072398
"V.g15539__Cnig_chr_V.g18484",0.0185112070803,0.0906690267406,0.438095238095238,46,105,7149607,"center","V",41.5231074081995,0.140891067377251
"II.g5635__Cnig_chr_II.g5995",0.0124130113149,0.145576115476,0.594059405940594,60,101,8716745,"center","II",45.0570331575239,0.186192592747075
"IV.g12849__Cnig_chr_IV.g14903",0.0629953962689,0.157556301507,0.362903225806452,45,124,11736240,"center","IV",50.2989367056018,0.183924761060973
"IV.g11305__Cnig_chr_IV.g13264",0.00273504524333,0.203486836137,0.594059405940594,60,101,5237594,"armA","IV",49.1849736679249,0.232883158556332
"IV.g12850__Cnig_chr_IV.g14904",0.00504171173523,0.208146046466,0.638095238095238,67,105,11738030,"center","IV",42.6466957317353,0.255314061748381
"I.g2978__Cnig_chr_I.g2604",0.0251372302026,0.25369513373,0.137614678899083,15,109,10335584,"center","I",50.0109679824791,0.280846321052882
"IV.g12313__Cnig_chr_IV.g14297",0.0296963632431,0.275918473102,0.544554455445545,55,101,9628089,"center","IV",46.8189252616939,0.311745951551256
"I.g2980__Cnig_chr_I.g2606",0.00920738272678,0.154496255602,0.584905660377358,62,106,10344599,"center","I",51.1057812446813,0.178671631063083
"I.g3590__Cnig_chr_I.g3532",0.0109260313241,0.277958561749,0.320388349514563,33,103,13619089,"armB","I",56.1799191505609,0.288341923274897
"IV.g12928__Cnig_chr_IV.g15011",0.00639889661451,0.150949905126,0.453703703703704,49,108,12099498,"center","IV",43.5487259473931,0.195666112133739
