"gene","sex","class","chromosome","logFC.F1.vs.briggsae","logFC.F1.vs.nigoni","F1_dist_from_zero"
"II.g4959.t1__Cnig_chr_II.g5300.t1","female","C. briggsae dominant","II",-0.36559719619453,1.18256598821609,1.23778981509415
"II.g4960.t2__Cnig_chr_II.g5301.t1","female","C. nigoni dominant","II",-1.03993691628376,-0.0505883772774831,1.04116664072825
"II.g4962.t1__Cnig_chr_II.g5302.t1","female","underdominant","II",-0.818685094149685,-1.99787394120813,2.15910758609695
"II.g4964.t1__Cnig_chr_II.g5304.t1","female","C. briggsae dominant","II",-0.0991550429922853,0.773475647572775,0.779805296172657
"II.g4968.t1__Cnig_chr_II.g5306.t1","female","underdominant","II",-2.92291654328251,-3.9405076720062,4.90622480448402
"II.g4969.t1__Cnig_chr_II.g5308.t3","female","overdominant","II",1.90627483699672,1.42696097339649,2.38119746635249
"II.g4970.t2__Cnig_chr_II.g5309.t1","female","underdominant","II",-0.688668068354053,-2.87664432237311,2.95792938823967
"II.g4974.t1__Cnig_chr_II.g5310.t1","female","underdominant","II",-2.61475584731533,-2.29165156366403,3.47686856672977
"II.g4975.t1__Cnig_chr_II.g5311.t1","female","underdominant","II",-1.71850095424098,-3.37488610095114,3.78722876574948
"II.g4976.t3__Cnig_chr_II.g5312.t4","female","underdominant","II",-1.21413128102142,-2.41830945220216,2.70598140684023
"II.g4978.t1__Cnig_chr_II.g5313.t1","female","underdominant","II",-1.56141055439384,-0.800707796412807,1.75474667533771
"II.g4979.t1__Cnig_chr_II.g5314.t1","female","C. briggsae dominant","II",-0.0234757105614701,0.657357289083058,0.657776340785372
"II.g4980.t2__Cnig_chr_II.g5315.t2","female","overdominant","II",1.73318248552451,1.17698211931353,2.0950437793308
"II.g4983.t1__Cnig_chr_II.g5316.t2","female","underdominant","II",-4.74367212035575,-6.15897944395214,7.77402424594015
"II.g4984.t1__Cnig_chr_II.g5317.t1","female","ambiguous","II",-1.04350792098024,-0.624519932607612,1.21611427397786
"II.g4985.t1__Cnig_chr_II.g5318.t1","female","overdominant","II",2.01231047813764,1.28079976801858,2.38533886611085
"II.g4986.t2__Cnig_chr_II.g5319.t1","female","overdominant","II",0.789673229011749,1.74653460197825,1.91675948530982
"II.g4987.t3__Cnig_chr_II.g5320.t1","female","overdominant","II",0.368336242973549,1.033527699306,1.09720148246374
"II.g4988.t1__Cnig_chr_II.g5322.t2","female","overdominant","II",1.30110576971102,0.650500955594287,1.45465725076541
"II.g4989.t1__Cnig_chr_II.g5323.t1","female","overdominant","II",1.31021986518619,1.6554819936288,2.11123109259922
"II.g4990.t4__Cnig_chr_II.g5324.t1","female","additive","II",-1.05866154597481,0.380330883409899,1.12490704051541
"II.g4991.t1__Cnig_chr_II.g5326.t3","female","overdominant","II",0.850133489171216,1.17516732141937,1.45042930980534
"II.g4992.t1__Cnig_chr_II.g5327.t1","female","no change","II",-0.58241182147738,-0.49788953872691,0.766222893530528
"II.g4993.t1__Cnig_chr_II.g5328.t1","female","underdominant","II",-1.87826782307545,-2.97135298762986,3.51522809961139
"II.g4994.t1__Cnig_chr_II.g5329.t1","female","underdominant","II",-2.53800328861856,-2.75834731798051,3.74832504188857
"II.g4995.t1__Cnig_chr_II.g5330.t1","female","C. briggsae dominant","II",-0.254812581625788,-2.02929697748122,2.04523242556176
"II.g4996.t1__Cnig_chr_II.g5331.t1","female","overdominant","II",1.08556159028469,0.964292790177407,1.45200018990686
"II.g4997.t1__Cnig_chr_II.g5332.t2","female","overdominant","II",1.1190750008937,0.632688171100646,1.28554392358873
"II.g4998.t2__Cnig_chr_II.g5334.t1","female","underdominant","II",-1.08464276418317,-2.65937210268459,2.87205673802451
"II.g4999.t2__Cnig_chr_II.g5337.t1","female","C. nigoni dominant","II",-1.41079081700765,-0.008114561801608,1.41081415341155
"II.g5000.t2__Cnig_chr_II.g5338.t1","female","overdominant","II",0.733417120919594,0.385723724560776,0.828663662137434
"II.g5002.t1__Cnig_chr_II.g5340.t1","female","overdominant","II",2.805343937574,1.20616455732272,3.05365151047475
"II.g5004.t1__Cnig_chr_II.g5341.t3","female","additive","II",3.53554412584198,-0.6092284163794,3.5876498615528
"II.g5005.t1__Cnig_chr_II.g5342.t1","female","overdominant","II",1.33863983871651,1.81453478265352,2.25488205794858
"II.g5006.t1__Cnig_chr_II.g5345.t1","female","overdominant","II",0.959247011175733,0.74052269779948,1.21182865719779
"II.g5007.t1__Cnig_chr_II.g5346.t1","female","underdominant","II",-2.10942473792617,-0.763476703446432,2.24333889586044
"II.g5008.t1__Cnig_chr_II.g5347.t1","female","underdominant","II",-3.58429760434596,-6.53033836750465,7.44932940006169
"II.g5010.t1__Cnig_chr_II.g5348.t1","female","underdominant","II",-2.25295181459877,-2.931335398496,3.69709603572583
"II.g5012.t2__Cnig_chr_II.g5349.t1","female","underdominant","II",-2.73488001441679,-4.02787915336985,4.86861162626552
"II.g5015.t1__Cnig_chr_II.g5352.t1","female","underdominant","II",-2.38643820133974,-1.65507180793711,2.90419523762468
"II.g5016.t1__Cnig_chr_II.g5353.t1","female","underdominant","II",-2.98492655830539,-2.1853095552118,3.69937351595873
"II.g5017.t1__Cnig_chr_II.g5354.t2","female","underdominant","II",-3.97531843770816,-3.30376892379701,5.16895016256002
"II.g5019.t1__Cnig_chr_II.g5355.t1","female","C. briggsae dominant","II",-0.718454098936355,-1.90542688033124,2.03637616578256
"II.g5020.t1__Cnig_chr_II.g5356.t1","female","overdominant","II",1.88013267385055,2.30796474895984,2.97684399217051
"II.g5021.t1__Cnig_chr_II.g5357.t1","female","C. briggsae dominant","II",0.131283456936284,0.405518107995983,0.426239700142752
"II.g5022.t1__Cnig_chr_II.g5358.t2","female","C. nigoni dominant","II",-5.65102403694479,-0.157556003108948,5.65322001696763
"II.g5023.t1__Cnig_chr_II.g5359.t1","female","additive","II",-1.51487250164288,1.01844456223488,1.82539530583914
"II.g5026.t2__Cnig_chr_II.g5363.t1","female","C. briggsae dominant","II",-1.55925421627898,-4.40884086471031,4.67644645872518
"II.g5027.t1__Cnig_chr_II.g5365.t1","female","underdominant","II",-2.6571083693265,-2.27401365748326,3.49733655812038
"II.g5029.t1__Cnig_chr_II.g5367.t1","female","underdominant","II",-1.82438141586374,-3.17717826572176,3.66371795894877
"II.g5030.t1__Cnig_chr_II.g5369.t1","female","C. briggsae dominant","II",-0.927021848332331,-7.50044028512434,7.55751109678323
"II.g5031.t1__Cnig_chr_II.g5371.t1","female","C. nigoni dominant","II",-5.27585553855309,-0.0891901681510157,5.27660938006369
"II.g5032.t2__Cnig_chr_II.g5372.t1","female","underdominant","II",-2.20443421328867,-2.6956754749987,3.48226886773941
"II.g5034.t1__Cnig_chr_II.g5395.t1","female","overdominant","II",2.29933251208502,1.50236777483155,2.74664139122374
"II.g5036.t1__Cnig_chr_II.g5374.t1","female","overdominant","II",0.566407917975655,1.79222570314864,1.8795986009178
"II.g5037.t1__Cnig_chr_II.g5375.t1","female","overdominant","II",1.42373267816244,0.673294494580729,1.5749095895639
"II.g5038.t1__Cnig_chr_II.g5377.t2","female","underdominant","II",-3.61020336344878,-4.04943426222834,5.42507936988627
"II.g5039.t1__Cnig_chr_II.g5378.t1","female","C. briggsae dominant","II",-0.270436276529456,0.581779881225367,0.641563410631965
"II.g5040.t1__Cnig_chr_II.g5379.t2","female","no change","II",-0.108057168129125,0.286816882454367,0.306496779175456
"II.g5042.t1__Cnig_chr_II.g5380.t1","female","overdominant","II",1.54846001667947,0.747593030163223,1.71948357421745
"II.g5043.t1__Cnig_chr_II.g5381.t1","female","overdominant","II",0.700160990722907,1.36434408197852,1.53351236935341
"II.g5044.t3__Cnig_chr_II.g5382.t1","female","overdominant","II",1.43598270043807,1.44060890140295,2.03406005878853
"II.g5045.t1__Cnig_chr_II.g5383.t2","female","overdominant","II",1.50937223222375,1.806948482205,2.35441443946283
"II.g5046.t1__Cnig_chr_II.g5384.t1","female","overdominant","II",1.07578005190703,2.9505161507552,3.14051719879838
"II.g5047.t1__Cnig_chr_II.g5385.t1","female","overdominant","II",0.997110642805975,1.25210530324541,1.60062404218237
"II.g5048.t2__Cnig_chr_II.g5390.t1","female","underdominant","II",-1.41945949547972,-2.456857155707,2.83743058820057
"II.g5051.t1__Cnig_chr_II.g5391.t2","female","C. briggsae dominant","II",-0.0732561206207998,-1.14479854807761,1.14713999794664
"II.g5052.t1__Cnig_chr_II.g5392.t1","female","overdominant","II",0.389932932683686,0.887137460204755,0.9690513739167
"II.g5054.t1__Cnig_chr_II.g5394.t1","female","overdominant","II",1.47399621950864,1.45335569091595,2.07000184044449
"II.g5055.t1__Cnig_chr_II.g5373.t2","female","C. nigoni dominant","II",-1.09675878781137,0.045575457056883,1.09770531606958
"II.g5056.t1__Cnig_chr_II.g5397.t1","female","underdominant","II",-1.0716112221016,-1.66597178426799,1.9808615795434
"II.g5057.t1__Cnig_chr_II.g5398.t1","female","no change","II",-0.636682478798627,-0.94155084084654,1.13661011992151
"II.g5059.t1__Cnig_chr_II.g5400.t2","female","additive","II",3.73582114260419,-1.79206591848466,4.14341162156534
"II.g5060.t1__Cnig_chr_II.g5402.t1","female","C. briggsae dominant","II",0.211033158764892,1.03661678813771,1.05787965267663
"II.g5061.t3__Cnig_chr_II.g5403.t1","female","underdominant","II",-1.78224320495338,-3.14343470706708,3.61352633852258
"II.g5062.t1__Cnig_chr_II.g5404.t2","female","underdominant","II",-1.81377632779705,-2.34424583919072,2.96399614065875
"II.g5063.t1__Cnig_chr_II.g5405.t1","female","C. briggsae dominant","II",-0.86943060157559,-4.44708334285144,4.5312757397032
"II.g5066.t1__Cnig_chr_II.g5407.t2","female","underdominant","II",-2.31646354711483,-4.84711817465768,5.3722023383533
"II.g5067.t1__Cnig_chr_II.g5408.t1","female","C. nigoni dominant","II",-4.49053179412501,-2.07772454431082,4.94791017259602
"II.g5068.t2__Cnig_chr_II.g5409.t2","female","no change","II",-2.92115238580796,-1.47737569384014,3.2734951049087
"II.g5069.t1__Cnig_chr_II.g5410.t1","female","underdominant","II",-1.79548937176001,-2.05652130196427,2.73002966092605
"II.g5070.t1__Cnig_chr_II.g5411.t1","female","C. briggsae dominant","II",-0.33132684370164,-3.32400110815963,3.34047314678681
"II.g5071.t1__Cnig_chr_II.g5412.t1","female","underdominant","II",-2.82994468471777,-2.84194233455445,4.01063874607215
"II.g5072.t1__Cnig_chr_II.g5413.t1","female","underdominant","II",-3.77365606391375,-9.41167380634652,10.14002386219
"II.g5073.t2__Cnig_chr_II.g5414.t3","female","overdominant","II",1.4780180470122,1.39822317481267,2.03459219350635
"II.g5074.t1__Cnig_chr_II.g5415.t2","female","underdominant","II",-0.63761389577927,-0.680490403155117,0.93253346796618
"II.g5075.t1__Cnig_chr_II.g5416.t1","female","underdominant","II",-3.23365786931946,-7.83390262223031,8.4750559591308
"II.g5076.t1__Cnig_chr_II.g5417.t2","female","underdominant","II",-1.67836622590921,-7.46436757966755,7.65073176582899
"II.g5077.t1__Cnig_chr_II.g5418.t1","female","C. nigoni dominant","II",1.61580236505341,-0.119645295423204,1.62022599646749
"II.g5078.t1__Cnig_chr_II.g5419.t1","female","overdominant","II",1.45745136983986,1.15637722270438,1.86047649182611
"II.g5079.t2__Cnig_chr_II.g5420.t1","female","overdominant","II",1.44001256049302,0.310593984083104,1.47312755636648
"II.g5081.t1__Cnig_chr_II.g5421.t1","female","C. briggsae dominant","II",0.0718166578167631,0.533580723528955,0.538392069835406
"II.g5082.t2__Cnig_chr_II.g5422.t2","female","no change","II",0.866454462646846,2.35477006155417,2.50912043924409
"II.g5083.t1__Cnig_chr_II.g5423.t1","female","underdominant","II",-2.30272612390985,-2.96944396619415,3.75767814881793
"II.g5086.t1__Cnig_chr_II.g5426.t1","female","underdominant","II",-1.15725089687274,-2.91703313155372,3.13820202168294
"II.g5087.t1__Cnig_chr_II.g5427.t1","female","no change","II",0.0714592754823712,0.414469258109058,0.42058434822273
"II.g5088.t1__Cnig_chr_II.g5428.t1","female","underdominant","II",-1.43371289189625,-4.03247872539937,4.27976837307675
"II.g5089.t2__Cnig_chr_II.g5429.t1","female","C. nigoni dominant","II",-2.8243137113031,0.221667638219,2.83299920255694
"II.g5090.t1__Cnig_chr_II.g5430.t1","female","overdominant","II",1.35138112596118,1.30203933685081,1.8765759729654
"II.g5091.t2__Cnig_chr_II.g5431.t1","female","underdominant","II",-0.646754343275685,-0.405402735098343,0.763310263373407
"II.g5092.t1__Cnig_chr_II.g5432.t1","female","additive","II",3.10784343641809,-1.27229127077372,3.35818640086789
"II.g5095.t1__Cnig_chr_II.g5435.t1","female","C. nigoni dominant","II",-2.18145109167021,1.06023236512546,2.42545285120298
"II.g5096.t2__Cnig_chr_II.g5436.t2","female","underdominant","II",-2.46062888159039,-2.12502394413249,3.25121842638312
"II.g5097.t2__Cnig_chr_II.g5437.t1","female","underdominant","II",-6.83006731713101,-2.42816826291305,7.24884961008016
"II.g5098.t1__Cnig_chr_II.g5438.t3","female","underdominant","II",-0.602931017113831,-1.27374049637281,1.40923406980457
"II.g5100.t2__Cnig_chr_II.g5439.t2","female","overdominant","II",1.53428755267237,1.88829815228916,2.43304504812879
"II.g5101.t1__Cnig_chr_II.g5440.t1","female","overdominant","II",0.680114692770818,2.10227739636292,2.20955340432884
"II.g5102.t1__Cnig_chr_II.g5441.t1","female","overdominant","II",1.08480318318933,1.14440003453595,1.57684792713299
"II.g5103.t1__Cnig_chr_II.g5442.t3","female","C. nigoni dominant","II",-3.7280661904845,0.328703325371853,3.74252901080861
"II.g5104.t3__Cnig_chr_II.g5443.t2","female","C. briggsae dominant","II",-0.170261297060881,-2.5764114876879,2.58203118942568
"II.g5106.t1__Cnig_chr_II.g5444.t1","female","underdominant","II",-1.3132459303927,-1.8798978038751,2.29317043123868
"II.g5107.t1__Cnig_chr_II.g5445.t2","female","C. briggsae dominant","II",0.0458800890093381,-1.3684952368494,1.36926410741208
"II.g5108.t1__Cnig_chr_II.g5446.t1","female","C. briggsae dominant","II",-0.578460615623074,-2.99085691756023,3.04628327394957
"II.g5114.t1__Cnig_chr_II.g5448.t1","female","overdominant","II",6.00126459837487,1.5384299257865,6.19531624828491
"II.g5115.t1__Cnig_chr_II.g5449.t2","female","C. briggsae dominant","II",-0.0317026853779225,-2.3956627260406,2.39587248350167
"II.g5117.t2__Cnig_chr_II.g5450.t1","female","underdominant","II",-2.96350203951958,-3.02327109074715,4.23349883977593
"II.g5119.t1__Cnig_chr_II.g5452.t1","female","C. nigoni dominant","II",-1.23962830828458,0.20036978046687,1.25571748081518
"II.g5120.t1__Cnig_chr_II.g5453.t3","female","no change","II",0.386121721760204,-0.429270997224647,0.577376456978727
"II.g5121.t1__Cnig_chr_II.g5454.t1","female","ambiguous","II",-0.422991355573339,0.12991811497224,0.442493393722111
"II.g5122.t1__Cnig_chr_II.g5455.t1","female","C. briggsae dominant","II",-0.0178547360377934,1.17215542748601,1.17229140480679
"II.g5123.t1__Cnig_chr_II.g5456.t1","female","C. briggsae dominant","II",-0.0280885097840275,1.056560638804,1.05693393731671
"II.g5124.t3__Cnig_chr_II.g5457.t2","female","overdominant","II",1.37515473141184,1.39471296478738,1.9586410568224
"II.g5125.t1__Cnig_chr_II.g5458.t1","female","ambiguous","II",0.0206928283882209,0.303483153874674,0.304187800268886
"II.g5126.t1__Cnig_chr_II.g5459.t2","female","overdominant","II",0.432526124813541,1.01938954151741,1.10735445364223
"II.g5127.t2__Cnig_chr_II.g5460.t1","female","overdominant","II",0.88817585778908,1.62346818585269,1.85054189491489
"II.g5128.t2__Cnig_chr_II.g5462.t1","female","C. briggsae dominant","II",0.0678408800179748,0.757459774690859,0.760491745699019
"II.g5129.t2__Cnig_chr_II.g5463.t1","female","overdominant","II",1.55807351284275,0.466561035042007,1.62642930090478
"II.g5130.t1__Cnig_chr_II.g5464.t1","female","C. briggsae dominant","II",0.20140058032371,1.8719922410255,1.88279503510457
"II.g5131.t1__Cnig_chr_II.g5465.t1","female","overdominant","II",0.849573962433216,1.02975418065426,1.33497924711188
"II.g5132.t1__Cnig_chr_II.g5466.t1","female","underdominant","II",-0.804249900235073,-1.06032496028329,1.33082941184356
"II.g5133.t2__Cnig_chr_II.g5467.t1","female","overdominant","II",1.00099818149964,2.49208700444367,2.68560886896857
"II.g5135.t2__Cnig_chr_II.g5468.t1","female","overdominant","II",1.84712141337237,2.07765749533558,2.78002125597321
"II.g5136.t1__Cnig_chr_II.g5470.t1","female","overdominant","II",1.87899224579294,1.45824186457446,2.37846193901597
"II.g5139.t1__Cnig_chr_II.g5471.t1","female","C. briggsae dominant","II",0.384320536869698,-3.54907022684647,3.56981816765894
"II.g5141.t1__Cnig_chr_II.g5472.t1","female","underdominant","II",-1.97549272157098,-3.10979509755177,3.68420914739337
"II.g5143.t1__Cnig_chr_II.g5474.t2","female","underdominant","II",-3.44463089091286,-2.88253251518118,4.49160056947497
"II.g5144.t1__Cnig_chr_II.g5476.t1","female","ambiguous","II",-0.471277900202526,-0.679773062853767,0.827160369094708
"II.g5145.t1__Cnig_chr_II.g5477.t2","female","C. nigoni dominant","II",-1.90783052165319,0.262829740449583,1.9258496233653
"II.g5146.t1__Cnig_chr_II.g5478.t1","female","C. nigoni dominant","II",-0.628834701083211,-0.0606084041838824,0.631748731652172
"II.g5147.t1__Cnig_chr_II.g5479.t1","female","C. briggsae dominant","II",-0.440763395409317,-3.77804205872729,3.80366588546432
"II.g5149.t1__Cnig_chr_II.g5483.t1","female","C. briggsae dominant","II",1.4651377679354,-2.06723188661697,2.5337869586997
"II.g5151.t1__Cnig_chr_II.g5484.t1","female","ambiguous","II",-0.439211185295494,-1.39286115081504,1.46046864079256
"II.g5152.t1__Cnig_chr_II.g5485.t6","female","underdominant","II",-0.983603803753438,-1.53506103804861,1.82315354078945
"II.g5153.t1__Cnig_chr_II.g5486.t1","female","underdominant","II",-5.50637556139237,-1.89553446637695,5.82350605188336
"II.g5154.t2__Cnig_chr_II.g5489.t3","female","underdominant","II",-0.753763538025539,-0.894395787314383,1.16965947849042
"II.g5155.t1__Cnig_chr_II.g5488.t1","female","additive","II",7.89346182829539,-1.75533261534558,8.08628049385206
"II.g5156.t1__Cnig_chr_II.g5490.t1","female","overdominant","II",0.725478444801281,0.295691643171028,0.783423590219536
"II.g5157.t1__Cnig_chr_II.g5491.t2","female","overdominant","II",0.508977047384201,1.66260372788424,1.7387664566406
"II.g5158.t1__Cnig_chr_II.g5492.t1","female","C. briggsae dominant","II",0.104620857398772,0.877901785102199,0.884113718979907
"II.g5159.t1__Cnig_chr_II.g5493.t1","female","overdominant","II",1.05829909819829,1.39541962660019,1.75134031974038
"II.g5160.t1__Cnig_chr_II.g5494.t1","female","overdominant","II",1.46494263533527,0.982375211090312,1.76383615457553
"II.g5161.t1__Cnig_chr_II.g5495.t1","female","underdominant","II",-1.81149092449214,-0.799184776867979,1.9799484026345
"II.g5162.t1__Cnig_chr_II.g5496.t1","female","overdominant","II",0.936140891952073,2.29847492594712,2.48180312571171
"II.g5163.t3__Cnig_chr_II.g5497.t1","female","underdominant","II",-2.11529588534753,-1.78828863804551,2.76991930126689
