seq1,seq2,dn,ds
IV.g11070.t1,Cnig_chr_IV.g12924.t1,0.0236115035903,0.242545577688
III.g9292.t1,Cnig_chr_III.g10632.t1,0.126447276489,0.42942157232
I.g2178.t1,Cnig_chr_I.g1805.t1,5.01901113242e-12,0.0491703608652
IV.g11464.t1,Cnig_chr_IV.g13393.t1,0.0251258110533,0.207587599548
IV.g13146.t1,Cnig_chr_IV.g15194.t2,0.00332431050237,0.196088509346
IV.g11346.t1,Cnig_chr_IV.g13215.t1,0.0104208266006,0.207596666188
III.g8071.t1,Cnig_chr_III.g9291.t1,1.5698051253e-11,0.139043282631
III.g8972.t1,Cnig_chr_III.g10235.t1,0.00730604864381,0.160289894331
V.g15569.t1,Cnig_chr_V.g18514.t1,0.0188533925577,0.219255742977
II.g4045.t1,Cnig_chr_II.g4123.t1,0.0130087560408,0.210608201778
V.g15182.t1,Cnig_chr_V.g18074.t1,0.0735983801462,0.267852825558
V.g15128.t3,Cnig_chr_V.g17993.t1,0.00785078160637,0.264376941103
III.g9030.t1,Cnig_chr_III.g10303.t1,0.0353643605594,0.24838728895
V.g15699.t1,Cnig_chr_V.g18655.t1,0.011426889309,0.162531250406
IV.g10604.t2,Cnig_chr_IV.g12175.t1,0.0041882787283,0.215458134759
III.g8348.t1,Cnig_chr_III.g9621.t1,0.00242230330049,0.184892200713
III.g9312.t1,Cnig_chr_III.g10653.t1,0.0173435771418,0.148921835642
X.g20284.t1,Cnig_chr_X.g24149.t1,0.0509580671536,0.249168981896
III.g9914.t2,Cnig_chr_III.g11326.t1,0.0177459360115,0.298919354165
I.g2509.t1,Cnig_chr_I.g1996.t2,0.035191436859,0.0564894541999
V.g18224.t1,Cnig_chr_V.g21658.t1,0.0138002235395,0.229298006501
X.g20018.t1,Cnig_chr_X.g23880.t2,0.12415036706,0.207304521218
I.g1509.t4,Cnig_chr_I.g1122.t4,0.022135798878,0.0910196688216
X.g20282.t1,Cnig_chr_X.g24147.t2,0.0547051400299,0.215763127362
V.g18223.t2,Cnig_chr_V.g21657.t1,0.05045169277,0.171202460227
II.g6130.t4,Cnig_chr_II.g6513.t1,0.00321332894284,0.140176171204
X.g19610.t2,Cnig_chr_X.g23400.t1,0.110665250021,0.400793282275
V.g16378.t1,Cnig_chr_V.g19397.t1,0.00580298983807,0.188257517943
I.g925.t2,Cnig_chr_I.g416.t1,0.00464461043061,0.213857963416
V.g13951.t1,Cnig_chr_V.g16406.t1,0.0258093793713,0.16031800579
II.g5646.t2,Cnig_chr_II.g6007.t1,0.0101201675798,0.147999154645
IV.g12397.t1,Cnig_chr_IV.g14388.t1,0.0075387835628,0.109234623595
III.g8060.t1,Cnig_chr_III.g9259.t1,0.0206097301794,0.217434434456
IV.g12396.t1,Cnig_chr_IV.g14387.t1,0.00788356436526,0.113216785663
I.g1765.t1,Cnig_chr_I.g1381.t2,0.0114287907821,0.129636096553
IV.g11681.t3,Cnig_chr_IV.g13622.t1,0.0155764303266,0.167981375397
I.g1836.t1,Cnig_chr_I.g1454.t3,0.0377937803076,0.158412764201
I.g1616.t1,Cnig_chr_I.g1222.t2,0.00994917202553,0.11314269735
X.g18843.t1,Cnig_chr_X.g22505.t1,0.00630681004701,0.179373733322
III.g8325.t1,Cnig_chr_III.g9594.t3,0.00338699802072,0.138024794634
II.g4904.t2,Cnig_chr_II.g5242.t1,0.00830911972067,0.340735219111
II.g6362.t1,Cnig_chr_II.g6826.t1,0.00788763682285,0.190624807834
V.g17356.t1,Cnig_chr_V.g20435.t1,0.0160623788464,0.244138371534
V.g17355.t2,Cnig_chr_V.g20434.t1,0.0221718508363,0.333661534301
III.g7914.t1,Cnig_chr_III.g8954.t2,0.018672996096,0.200735490755
V.g17187.t1,Cnig_chr_V.g20254.t1,0.00512097699955,0.0863405826386
II.g5887.t1,Cnig_chr_II.g6271.t1,0.00776340069059,0.176763546079
IV.g13362.t1,Cnig_chr_IV.g15493.t1,0.00515557365503,0.241301853749
I.g2934.t1,Cnig_chr_I.g2556.t1,0.00736936398153,0.135095677016
III.g8583.t1,Cnig_chr_III.g9830.t1,7.14120641303e-12,0.0652596606904
II.g5684.t1,Cnig_chr_II.g6047.t1,0.00554775661754,0.121757337263
IV.g12076.t1,Cnig_chr_IV.g14021.t2,0.0241985568245,0.178717803418
I.g3594.t1,Cnig_chr_I.g3537.t1,0.00467392159067,0.156021491026
I.g3595.t2,Cnig_chr_I.g3538.t2,0.0344385231912,0.325364069311
V.g15565.t1,Cnig_chr_V.g18511.t1,0.00291700225347,0.143386484962
III.g8304.t1,Cnig_chr_III.g9570.t1,1.34460971723e-11,0.114700853352
II.g4589.t1,Cnig_chr_II.g4905.t1,0.00616955486447,0.106480829858
II.g6048.t1,Cnig_chr_II.g6432.t3,0.00760141275529,0.0866323846103
IV.g13676.t1,Cnig_chr_IV.g15997.t1,0.0251925545328,0.265204477979
I.g736.t1,Cnig_chr_I.g91.t1,0.00471155043344,0.212379747376
III.g7870.t1,Cnig_chr_III.g8925.t1,0.00469217254058,0.320888894749
X.g20468.t1,Cnig_chr_X.g24350.t1,0.0273622723167,0.140180335513
X.g20605.t1,Cnig_chr_X.g24494.t1,0.0869275721628,0.217500420304
IV.g12099.t1,Cnig_chr_IV.g14046.t1,0.044592478989,0.126416346828
III.g8610.t1,Cnig_chr_III.g9841.t1,0.0086143618532,0.107117466242
IV.g10920.t1,Cnig_chr_IV.g12667.t3,0.0160067752596,0.235741787824
V.g16704.t1,Cnig_chr_V.g19726.t1,0.00285570019195,0.138777640749
I.g1927.t1,Cnig_chr_I.g1532.t1,0.00972355734402,0.0978985556045
IV.g11915.t1,Cnig_chr_IV.g13724.t2,0.00232169576988,0.168372825419
II.g5566.t3,Cnig_chr_II.g5924.t1,0.016378793162,0.171986644843
I.g2967.t3,Cnig_chr_I.g2594.t1,0.0280132677504,0.229361805994
II.g5564.t1,Cnig_chr_II.g5922.t1,0.00746440417436,0.148528909863
X.g20604.t1,Cnig_chr_X.g24493.t1,0.0126967115174,0.142054793269
V.g14911.t1,Cnig_chr_V.g17733.t1,0.0170149399644,0.269959448285
IV.g13263.t2,Cnig_chr_IV.g15305.t1,0.0209036190775,0.148625316925
II.g4882.t2,Cnig_chr_II.g5219.t2,0.00827384959596,0.222957242468
III.g8956.t1,Cnig_chr_III.g10214.t1,0.00391871077969,0.0893900246865
III.g8810.t1,Cnig_chr_III.g10086.t2,0.0178081031397,0.0972783296388
V.g16874.t1,Cnig_chr_V.g19909.t1,0.0386508629168,0.2111589686
V.g15435.t4,Cnig_chr_V.g18379.t2,0.029496833325,0.239801906828
IV.g10811.t1,Cnig_chr_IV.g12476.t2,0.00490032019657,0.213480394738
I.g3885.t1,Cnig_chr_I.g3953.t1,0.00552793808103,0.138772168223
X.g21108.t1,Cnig_chr_X.g25069.t1,0.0213823848162,0.283317621954
I.g1847.t1,Cnig_chr_I.g1469.t1,0.00190075330621,0.0541244993899
IV.g10753.t1,Cnig_chr_IV.g12402.t1,0.0139756723218,0.159748498252
II.g5596.t1,Cnig_chr_II.g5957.t1,0.00942080044755,0.167547579004
II.g5252.t2,Cnig_chr_II.g5591.t1,0.00514590158068,0.118420213985
III.g9871.t1,Cnig_chr_III.g11283.t1,0.0316398515324,0.215260101538
III.g8500.t1,Cnig_chr_III.g10189.t1,0.00616682346639,0.105509736325
IV.g10959.t1,Cnig_chr_IV.g12690.t2,0.0700145415331,0.209838681995
II.g5555.t3,Cnig_chr_II.g5912.t4,0.0412430527696,0.27518823483
V.g15404.t2,Cnig_chr_V.g18335.t1,0.0408720670759,0.297905822956
IV.g11075.t1,Cnig_chr_IV.g12932.t1,0.0108057030084,0.235368540968
IV.g10633.t3,Cnig_chr_IV.g12223.t2,0.0586364797115,0.263904145541
II.g4273.t1,Cnig_chr_II.g4429.t2,0.00504676310909,0.115286548657
IV.g11352.t1,Cnig_chr_IV.g13210.t1,0.0119158921312,0.108182213278
I.g1569.t1,Cnig_chr_I.g1180.t1,0.0161793274848,0.136903611687
III.g9351.t1,Cnig_chr_III.g10693.t3,0.0200501567978,0.18200011383
V.g16332.t1,Cnig_chr_V.g19340.t1,0.0102684553629,0.249907072136
III.g8295.t1,Cnig_chr_III.g9560.t1,0.0035521772762,0.175143669242
IV.g11357.t1,Cnig_chr_IV.g13201.t1,0.00192713968417,0.133731721045
IV.g12187.t1,Cnig_chr_IV.g14139.t1,0.00080806269598,0.200130798034
IV.g12527.t1,Cnig_chr_IV.g14529.t2,0.0143630909826,0.162309063425
III.g8552.t1,Cnig_chr_III.g9799.t1,0.00392247661732,0.143645315421
V.g15172.t2,Cnig_chr_V.g18050.t1,0.00256972590689,0.0504390881204
IV.g13343.t1,Cnig_chr_IV.g15472.t1,0.0207536786825,0.320803467107
V.g16688.t1,Cnig_chr_V.g19706.t1,0.02449573465,0.132050704545
IV.g13596.t1,Cnig_chr_IV.g15915.t1,0.00428930281335,0.179572663589
III.g9779.t1,Cnig_chr_III.g11130.t1,0.0327889639759,0.258362210112
III.g9103.t1,Cnig_chr_III.g10428.t1,0.0242043768493,0.341889590109
I.g2031.t2,Cnig_chr_I.g1634.t2,0.0132703555657,0.1415969135
V.g15553.t2,Cnig_chr_V.g18498.t2,0.0331719670996,0.231072117347
IV.g12102.t1,Cnig_chr_IV.g14049.t1,0.00631819036116,0.0997501943684
IV.g11159.t1,Cnig_chr_IV.g13031.t2,0.0193060405362,0.173892914234
III.g7582.t1,Cnig_chr_III.g8568.t1,0.0122054153946,0.181711605522
V.g15558.t1,Cnig_chr_V.g18501.t2,0.00718976877034,0.331024482975
V.g18392.t2,Cnig_chr_V.g21947.t1,0.013403523958,0.141932759951
I.g1682.t3,Cnig_chr_I.g1293.t2,0.00541858532443,0.161783180778
II.g6335.t1,Cnig_chr_II.g6789.t1,0.0153800724407,0.153700442407
II.g5817.t1,Cnig_chr_II.g6197.t1,0.0017566292286,0.0874042800773
IV.g12154.t1,Cnig_chr_IV.g14102.t1,0.0171224075877,0.186444153109
II.g4434.t2,Cnig_chr_II.g4631.t2,0.0144581855313,0.215018081645
II.g5818.t1,Cnig_chr_II.g6198.t1,0.0346126856764,0.185733184655
IV.g12736.t3,Cnig_chr_IV.g14773.t1,0.00869714301481,0.0933655583459
I.g1841.t2,Cnig_chr_I.g1461.t1,0.0114784866788,0.0933754575396
I.g2840.t1,Cnig_chr_I.g2455.t2,1.10890761481e-11,0.0764552962767
X.g21981.t1,Cnig_chr_X.g26140.t1,0.0758548427107,0.403688315568
V.g16736.t1,Cnig_chr_V.g19762.t3,0.000180157480431,0.24120599023
II.g6100.t3,Cnig_chr_II.g6486.t2,8.65649680758e-12,0.0868671595344
V.g17327.t2,Cnig_chr_V.g20407.t1,0.00231441855666,0.0790551282974
IV.g12923.t1,Cnig_chr_IV.g14988.t1,0.00631086749135,0.176006642734
X.g19431.t1,Cnig_chr_X.g23195.t1,0.00492913992116,0.181535523033
II.g6386.t2,Cnig_chr_II.g6847.t1,0.0373209508314,0.268002530005
I.g1188.t1,Cnig_chr_I.g690.t1,1.69809598222e-12,0.0175062205873
IV.g13511.t1,Cnig_chr_IV.g15812.t2,0.0122933721422,0.250812794854
III.g9390.t1,Cnig_chr_III.g10723.t1,0.0148008396526,0.131217336463
X.g21137.t1,Cnig_chr_X.g25103.t1,0.0186434748858,0.170101033914
II.g4860.t1,Cnig_chr_II.g5199.t1,1.70846879336e-11,0.149580847022
V.g17278.t3,Cnig_chr_V.g20357.t3,0.0146217808139,0.230057862608
X.g18938.t3,Cnig_chr_X.g22602.t2,0.00978528526477,0.134028922908
X.g21423.t1,Cnig_chr_X.g25468.t1,0.0291607121804,0.294332704778
V.g14391.t2,Cnig_chr_V.g16998.t1,0.135192931881,0.313730193571
III.g8210.t1,Cnig_chr_III.g9477.t1,0.0218310209793,0.0841007481343
X.g21135.t3,Cnig_chr_X.g25100.t1,0.124503585599,0.288271432305
II.g6199.t2,Cnig_chr_II.g6609.t1,0.0157361867448,0.0665656594167
II.g4436.t1,Cnig_chr_II.g4641.t2,0.00526294283182,0.197831326517
III.g7447.t2,Cnig_chr_III.g8382.t1,0.0464989061553,0.268885087466
III.g8245.t1,Cnig_chr_III.g9500.t1,0.0106378268167,0.140560896465
IV.g12004.t3,Cnig_chr_IV.g13641.t1,0.0368669759333,0.24628548195
V.g16985.t1,Cnig_chr_V.g20027.t2,0.00262374120927,0.222473674179
III.g8711.t1,Cnig_chr_III.g9967.t1,0.0211271947163,0.151267741639
V.g16417.t1,Cnig_chr_V.g19436.t1,0.00213882700278,0.10014103108
X.g18940.t2,Cnig_chr_X.g22603.t1,0.0630036308479,0.16918472084
I.g3254.t3,Cnig_chr_I.g3026.t3,0.00224124840025,0.270764319159
III.g9963.t1,Cnig_chr_III.g11381.t1,0.00754195255734,0.307597583202
III.g8464.t3,Cnig_chr_III.g9736.t1,0.131780253054,0.406982787513
IV.g12585.t1,Cnig_chr_IV.g14593.t1,0.0521898897378,0.217164417494
I.g3188.t2,Cnig_chr_I.g2940.t1,0.0860147481054,0.14465136117
I.g2172.t2,Cnig_chr_I.g1797.t1,0.0107985515148,0.118428043286
V.g17935.t1,Cnig_chr_V.g21215.t1,0.0424676690995,0.31434794784
III.g7824.t1,Cnig_chr_III.g8850.t3,0.0389950984182,0.586788561657
V.g17270.t2,Cnig_chr_V.g20349.t1,0.019069938149,0.299246228843
IV.g11163.t1,Cnig_chr_IV.g13034.t2,0.0175972547518,0.129085374823
IV.g11870.t1,Cnig_chr_IV.g13778.t1,0.0182372124559,0.157585707966
V.g16744.t1,Cnig_chr_V.g19773.t1,0.00934768633265,0.122206073553
IV.g11523.t1,Cnig_chr_IV.g13457.t1,0.0115870392858,0.159354549861
III.g8144.t1,Cnig_chr_III.g9383.t2,0.11431342078,0.309601158664
II.g6373.t3,Cnig_chr_II.g6841.t1,0.0120134436087,0.20071338089
II.g6295.t1,Cnig_chr_II.g6720.t1,0.0887900178839,0.184482118969
IV.g11676.t1,Cnig_chr_IV.g13616.t1,0.00146016995195,0.0675298543908
I.g3917.t2,Cnig_chr_I.g3924.t1,0.0038678244994,0.162384870197
V.g16654.t1,Cnig_chr_V.g19695.t1,0.00669730622398,0.157699354153
X.g19394.t1,Cnig_chr_X.g23153.t1,0.0394697671253,0.319346310587
IV.g13852.t1,Cnig_chr_IV.g16185.t3,0.0178442883139,0.325325364424
II.g7272.t1,Cnig_chr_II.g8204.t1,2.68583976198e-11,0.245798310416
II.g6220.t1,Cnig_chr_II.g6641.t1,0.00423885887544,0.182770996593
X.g21171.t1,Cnig_chr_X.g25148.t2,0.00343594605531,0.311941401377
IV.g12957.t1,Cnig_chr_IV.g15019.t1,0.0254362504488,0.158829031729
I.g2436.t1,Cnig_chr_I.g2053.t1,0.0198047266376,0.102275202836
III.g9104.t1,Cnig_chr_III.g10430.t1,0.00660746222885,0.140238121447
IV.g12587.t2,Cnig_chr_IV.g14596.t1,0.0205028549179,0.164025874209
IV.g11734.t1,Cnig_chr_IV.g13923.t1,0.0107066054332,0.0716319378973
II.g4159.t3,Cnig_chr_II.g4252.t1,0.00937992239585,0.276982262317
IV.g12237.t1,Cnig_chr_IV.g14195.t1,0.00934817354948,0.158148465563
II.g6561.t1,Cnig_chr_II.g6981.t1,1.92717853283e-11,0.163756433222
III.g7761.t2,Cnig_chr_III.g8768.t1,0.000790696761635,0.1745226913
III.g9967.t1,Cnig_chr_III.g11376.t1,0.00280255809513,0.197005327912
IV.g11369.t1,Cnig_chr_IV.g13295.t1,0.00603864661042,0.107763043623
II.g5723.t1,Cnig_chr_II.g6089.t3,0.0117686140263,0.163594734073
I.g1465.t1,Cnig_chr_I.g1065.t1,0.00132283898819,0.128779236688
II.g6913.t1,Cnig_chr_II.g7595.t1,0.0457152372253,0.297767087192
V.g14656.t3,Cnig_chr_V.g17267.t1,0.160136326552,0.378816610189
V.g17649.t2,Cnig_chr_V.g20795.t2,0.0414146240125,0.285451128975
I.g1707.t4,Cnig_chr_I.g1319.t1,0.0170881286343,0.213473515949
IV.g12321.t1,Cnig_chr_IV.g14305.t3,0.0107387205444,0.174846545451
V.g16691.t1,Cnig_chr_V.g19709.t2,0.00545821052589,0.104756261797
III.g7683.t1,Cnig_chr_III.g8637.t1,0.00353771708776,0.236437260749
II.g6141.t3,Cnig_chr_II.g6546.t5,0.0158263606242,0.220510669154
V.g16061.t1,Cnig_chr_V.g19038.t1,0.0665449563174,0.187752125451
I.g1951.t3,Cnig_chr_I.g1554.t1,0.0287458426288,0.124314482072
V.g15588.t1,Cnig_chr_V.g18529.t1,0.0111208149704,0.281044064216
V.g17143.t1,Cnig_chr_V.g20202.t1,0.00592432969217,0.180341255271
IV.g11794.t1,Cnig_chr_IV.g13856.t1,0.0144025775229,0.168046721287
III.g9798.t3,Cnig_chr_III.g11187.t1,0.0291719330533,0.249048608642
I.g1416.t1,Cnig_chr_I.g1013.t2,0.00537634395077,0.124094132627
II.g6107.t2,Cnig_chr_II.g6492.t1,0.0187588623905,0.128717074646
IV.g13765.t1,Cnig_chr_IV.g16274.t1,0.00917811968421,0.112014555659
II.g4911.t2,Cnig_chr_II.g5249.t1,0.00193872309243,0.112122180519
X.g19968.t1,Cnig_chr_X.g23827.t1,0.0352274686184,0.100452390713
IV.g11721.t2,Cnig_chr_IV.g13933.t2,0.00419745856548,0.122536857684
III.g10147.t2,Cnig_chr_III.g11630.t2,0.00596051400387,0.271168010266
III.g9357.t2,Cnig_chr_III.g10700.t1,0.107040904947,0.223501111426
II.g4858.t1,Cnig_chr_II.g5197.t1,0.0139693605691,0.306517654738
I.g1762.t1,Cnig_chr_I.g1378.t1,3.02557784338e-12,0.0302557784338
II.g6723.t3,Cnig_chr_II.g7265.t1,0.0153877867865,0.36815548111
III.g8522.t1,Cnig_chr_III.g9748.t1,0.0476442388896,0.264769669345
II.g4859.t3,Cnig_chr_II.g5198.t2,0.016395316427,0.287181723698
III.g8166.t5,Cnig_chr_III.g9416.t1,0.0172623275786,0.182001478638
V.g16515.t1,Cnig_chr_V.g19551.t1,0.0434718643758,0.224532662113
V.g15138.t1,Cnig_chr_V.g18002.t1,0.0320953934307,0.219259324168
V.g16436.t1,Cnig_chr_V.g19461.t1,0.049947088104,0.154608528573
III.g8056.t1,Cnig_chr_III.g9263.t1,0.0486840097532,0.246037334619
I.g1658.t1,Cnig_chr_I.g1266.t1,0.00415896109445,0.0596164497421
II.g4442.t3,Cnig_chr_II.g4658.t1,0.00735916045811,0.157970613266
IV.g12730.t3,Cnig_chr_IV.g14758.t1,0.0107047149809,0.0479694619103
II.g4441.t1,Cnig_chr_II.g4659.t1,0.0141949793777,0.137040697905
III.g9772.t1,Cnig_chr_III.g11121.t1,0.00472431880814,0.292755337232
X.g19247.t3,Cnig_chr_X.g23002.t2,0.0705561494374,0.368758526707
III.g10404.t4,Cnig_chr_III.g11890.t1,0.00584258696228,0.212453858681
II.g7250.t1,Cnig_chr_II.g8170.t1,0.00418009107394,0.168779921542
IV.g12354.t1,Cnig_chr_IV.g14341.t1,0.107668192248,0.370110645148
V.g13861.t1,Cnig_chr_V.g16295.t1,7.06049802797e-12,0.05786941096
I.g1134.t1,Cnig_chr_I.g5.t1,1.79973746284e-11,0.152154161618
V.g14347.t1,Cnig_chr_V.g16949.t1,0.0910859983488,0.342635361779
V.g17203.t3,Cnig_chr_V.g20271.t1,0.0322209896422,0.254962839246
IV.g12862.t2,Cnig_chr_IV.g14960.t1,0.0102132225525,0.145963704952
I.g1522.t1,Cnig_chr_I.g1133.t2,0.0154686860636,0.114086754776
V.g14345.t1,Cnig_chr_V.g16951.t1,0.0206897877749,0.347367466692
IV.g13063.t1,Cnig_chr_IV.g15100.t1,0.00564790452283,0.255796615394
II.g7294.t2,Cnig_chr_II.g8232.t1,0.00196688716779,0.15526149739
I.g3764.t1,Cnig_chr_I.g3783.t1,0.00869428900239,0.160152360399
I.g3729.t2,Cnig_chr_I.g3748.t2,0.0242709991727,0.212099278902
X.g21110.t1,Cnig_chr_X.g25073.t2,0.00902615498736,0.159851817191
IV.g10947.t1,Cnig_chr_IV.g12707.t1,0.0358750268598,0.175690025605
I.g1724.t1,Cnig_chr_I.g1336.t1,0.00182995510181,0.107123728335
I.g3035.t1,Cnig_chr_I.g2668.t1,0.0342232892838,0.266483017683
IV.g13342.t1,Cnig_chr_IV.g15471.t2,0.0165310240567,0.353353547245
I.g1936.t1,Cnig_chr_I.g1539.t1,0.00497995994434,0.0948909936133
V.g18283.t2,Cnig_chr_V.g21759.t1,0.00309856264667,0.163378710912
IV.g12931.t2,Cnig_chr_IV.g15008.t2,0.0490781007789,0.34731255214
V.g16789.t1,Cnig_chr_V.g19823.t2,0.00600907255585,0.0836853897848
V.g14027.t1,Cnig_chr_V.g16514.t1,0.00170847457264,0.199292500565
IV.g13560.t1,Cnig_chr_IV.g15878.t1,0.00416586664779,0.195622754321
I.g2544.t1,Cnig_chr_I.g2114.t1,0.0195132115898,0.106887728363
IV.g11680.t1,Cnig_chr_IV.g13621.t1,0.00770729630442,0.119695530589
III.g9770.t2,Cnig_chr_III.g11118.t2,0.0161168109733,0.299853892496
IV.g13581.t1,Cnig_chr_IV.g15901.t1,0.0230219740711,0.261212184663
X.g19183.t3,Cnig_chr_X.g22921.t1,0.0186292013775,0.228130499948
V.g18373.t1,Cnig_chr_V.g21927.t1,0.112241621545,0.253566255467
IV.g13855.t1,Cnig_chr_IV.g16183.t1,9.54792993036e-12,0.0906822371771
III.g7669.t1,Cnig_chr_III.g8650.t3,0.0538319445763,0.341856167178
V.g16123.t3,Cnig_chr_V.g19110.t2,0.0446130082625,0.106472551339
II.g5689.t1,Cnig_chr_II.g6053.t1,0.0142575053132,0.132956687937
II.g7253.t1,Cnig_chr_II.g8174.t2,0.00989964769628,0.275574166856
V.g13899.t1,Cnig_chr_V.g16333.t1,0.00537378920658,0.110042559572
IV.g11808.t1,Cnig_chr_IV.g13841.t1,0.00184838039997,0.0741286289714
V.g17381.t2,Cnig_chr_V.g20472.t2,0.008662776076,0.214533659499
III.g9997.t2,Cnig_chr_III.g11441.t1,0.00565119129857,0.175247655533
V.g16409.t2,Cnig_chr_V.g19429.t1,0.0334208716599,0.207429560206
II.g3985.t1,Cnig_chr_II.g4036.t1,0.0289673016667,0.0975715759659
I.g3683.t3,Cnig_chr_I.g3635.t2,0.00794843364492,0.175861933326
III.g8880.t1,Cnig_chr_III.g10150.t1,0.0104597065862,0.197308165247
V.g16335.t3,Cnig_chr_V.g19344.t1,0.0813545455971,0.360615530289
V.g15547.t1,Cnig_chr_V.g18491.t1,0.00318967719164,0.146593157183
III.g8882.t1,Cnig_chr_III.g10152.t1,0.167068910726,0.180874275394
V.g17471.t1,Cnig_chr_V.g20569.t2,0.0237558465932,0.26615870966
V.g14427.t2,Cnig_chr_V.g17035.t3,0.0103176419747,0.178944489742
III.g7826.t3,Cnig_chr_III.g8848.t1,0.0221694422767,0.261065057668
II.g6893.t1,Cnig_chr_II.g7517.t1,0.0019475538478,0.308636377903
V.g17469.t1,Cnig_chr_V.g20567.t1,0.00318304468922,0.0957922869135
II.g5868.t1,Cnig_chr_II.g6252.t1,0.00519397442524,0.16841627594
III.g8199.t3,Cnig_chr_III.g9449.t1,0.0754720634834,0.218665026201
X.g19106.t1,Cnig_chr_X.g22822.t2,0.00406401396529,0.0994429479464
X.g21753.t1,Cnig_chr_X.g25812.t2,0.00609015180412,0.187153941669
III.g8177.t1,Cnig_chr_III.g9427.t1,0.0283282779049,0.198446358167
V.g17504.t1,Cnig_chr_V.g20622.t1,0.0165850044942,0.291251381242
IV.g13087.t1,Cnig_chr_IV.g15129.t1,2.44150472098e-11,0.208176969815
V.g14054.t4,Cnig_chr_V.g16554.t1,0.0854066373091,0.316990491282
II.g5662.t1,Cnig_chr_II.g6025.t1,0.0318864232622,0.166423331869
I.g2603.t3,Cnig_chr_I.g2184.t1,0.0174967207178,0.105677610432
I.g2399.t1,Cnig_chr_I.g2085.t1,0.00260772931934,0.0824106488303
III.g8382.t1,Cnig_chr_III.g9655.t2,0.0123558944364,0.116460628526
I.g1363.t1,Cnig_chr_I.g959.t1,0.00301178628696,0.121816096591
IV.g10523.t1,Cnig_chr_IV.g11985.t1,0.00180167830007,0.141026654533
II.g4881.t1,Cnig_chr_II.g5218.t1,0.0173871471343,0.284996181864
I.g3531.t1,Cnig_chr_I.g3438.t3,0.123885844939,0.332722313469
IV.g11232.t1,Cnig_chr_IV.g13123.t1,0.0102394518493,0.115579699665
X.g19894.t1,Cnig_chr_X.g23742.t3,0.0237590249353,0.18312816808
III.g7691.t1,Cnig_chr_III.g8627.t1,0.0192166466187,0.195011336172
V.g14277.t2,Cnig_chr_V.g16740.t1,0.0204563527356,0.242016539907
V.g14168.t1,Cnig_chr_V.g16887.t1,0.00938609375099,0.236160111528
V.g17556.t1,Cnig_chr_V.g20685.t1,0.0109477389026,0.209698271003
III.g9480.t1,Cnig_chr_III.g10833.t3,0.0192936579427,0.0675930355963
V.g14878.t1,Cnig_chr_V.g17681.t1,0.0293775645143,0.237426467929
III.g10396.t4,Cnig_chr_III.g11870.t1,0.010212336863,0.166653698903
II.g4746.t1,Cnig_chr_II.g5065.t1,0.0127973507177,0.230178843019
III.g9258.t2,Cnig_chr_III.g10599.t3,0.0248344787418,0.11287420667
I.g3873.t1,Cnig_chr_I.g3965.t1,0.0484080326363,0.106701467754
III.g9964.t1,Cnig_chr_III.g11379.t2,0.0673914550885,0.205497319219
II.g4438.t1,Cnig_chr_II.g4663.t1,0.0052457543638,0.302217102867
III.g8218.t1,Cnig_chr_III.g9485.t1,0.0188636909446,0.0537336625225
I.g3874.t1,Cnig_chr_I.g3964.t1,0.0258989383584,0.160548304009
I.g2973.t1,Cnig_chr_I.g2599.t1,0.0217373596826,0.11878237022
III.g8373.t1,Cnig_chr_III.g9646.t1,0.00446149652719,0.165017761988
V.g16708.t3,Cnig_chr_V.g19730.t2,0.0503080426365,0.148076973238
IV.g12326.t2,Cnig_chr_IV.g14310.t1,0.00631060183903,0.196240259866
V.g17610.t1,Cnig_chr_V.g20746.t2,0.0479720300208,0.302192266765
III.g10241.t1,Cnig_chr_III.g11687.t1,0.107465134598,0.451562613324
X.g18781.t1,Cnig_chr_X.g22437.t1,0.0171427933179,0.156158046161
I.g2797.t1,Cnig_chr_I.g2413.t1,0.00604304236799,0.132901083179
III.g7817.t1,Cnig_chr_III.g8796.t1,1.00749253716e-11,0.0965777886201
III.g8527.t1,Cnig_chr_III.g9752.t1,0.0139267947021,0.200770447913
III.g8631.t2,Cnig_chr_III.g9883.t1,0.0225631318319,0.248341234479
V.g15396.t1,Cnig_chr_V.g18324.t1,0.00962832876984,0.205562342197
I.g1452.t1,Cnig_chr_I.g1051.t1,0.00553645652544,0.121879272456
IV.g10467.t3,Cnig_chr_IV.g12061.t3,0.0384740746297,0.194816315064
II.g4744.t2,Cnig_chr_II.g5063.t1,0.00448940725576,0.207680493483
I.g2842.t1,Cnig_chr_I.g2457.t1,0.0204112275843,0.103807344932
IV.g10466.t3,Cnig_chr_IV.g12062.t1,0.0501838146484,0.29490502689
IV.g11311.t3,Cnig_chr_IV.g13257.t3,0.0128336907214,0.222733797378
I.g1222.t1,Cnig_chr_I.g779.t1,0.019820340696,0.157324306344
V.g15905.t3,Cnig_chr_V.g18852.t1,0.0152719346185,0.174631741581
I.g1656.t1,Cnig_chr_I.g1262.t1,0.129686646345,0.618321097086
IV.g13086.t1,Cnig_chr_IV.g15128.t1,0.0374838360415,0.175632681657
II.g5047.t1,Cnig_chr_II.g5385.t1,0.00301792979919,0.127145776929
IV.g11528.t1,Cnig_chr_IV.g13469.t1,0.0107691514931,0.103657642481
I.g1348.t1,Cnig_chr_I.g935.t1,0.00410877495234,0.150782970076
