I.g1000,WBGene00040698,Cbr-imb-3
III.g8635,WBGene00034070,CBG13291
III.g8636,WBGene00303410,CBG31449
III.g8637,WBGene00271078,CBG30210
III.g8638,WBGene00034068,CBG13288
III.g8639,WBGene00034071,Cbr-nlp-21
III.g8640,WBGene00034072,Cbr-subs-4
III.g8641,WBGene00034073,Cbr-twk-39
III.g8642,WBGene00034074,CBG13295
III.g8643,WBGene00034075,CBG13296
III.g8644,WBGene00034076,Cbr-maa-1
III.g8645,WBGene00034077,CBG13298
III.g8646,WBGene00034078,Cbr-rsp-8
III.g8667,WBGene00034101,CBG13322
III.g8672,WBGene00034106,CBG13327
III.g8675,WBGene00034108,CBG13329
III.g8676,WBGene00034109,Cbr-wah-1
III.g8677,WBGene00034110,CBG13331
III.g8678,WBGene00034111,CBG13332
III.g8679,WBGene00037645,Cbr-brp-1
III.g8682,WBGene00270542,CBG30304
III.g8683,WBGene00037641,CBG18175
III.g8685,WBGene00037639,Cbr-zyg-8
III.g8686,WBGene00037638,CBG18172
III.g8687,WBGene00037637,Cbr-nhr-197
III.g8689,WBGene00270521,CBG30283
III.g8690,WBGene00087399,CBG25985
III.g8691,WBGene00037636,Cbr-snpc-1.3
III.g8693,WBGene00037635,CBG18166
III.g8694,WBGene00037634,Cbr-unc-116
III.g8697,WBGene00037631,CBG18160
III.g8699,WBGene00037631,CBG18160
III.g8700,WBGene00037630,CBG18159
III.g8701,WBGene00037629,CBG18158
III.g8703,WBGene00037628,Cbr-met-2
III.g8704,WBGene00037627,CBG18156
III.g8707,WBGene00037624,CBG18153
III.g8710,WBGene00087395,CBG25981
III.g8711,WBGene00037621,CBG18149
III.g8712,WBGene00037620,CBG18148
III.g8714,WBGene00037618,Cbr-cutc-1
III.g8715,WBGene00037617,Cbr-ubxn-4
III.g8716,WBGene00037616,Cbr-cyy-1
III.g8718,WBGene00037614,CBG18142
III.g8722,WBGene00037612,Cbr-cec-1
III.g8723,WBGene00037611,CBG18137
III.g8725,WBGene00037610,CBG18136
III.g8726,WBGene00037609,Cbr-pqn-96
III.g8727,WBGene00037608,Cbr-ufbp-1
III.g8728,WBGene00037607,Cbr-hsp-110
III.g8729,WBGene00037606,Cbr-rpn-3
III.g8730,WBGene00037605,Cbr-mrpl-32
III.g8731,WBGene00037604,Cbr-mig-39
III.g8733,WBGene00037602,CBG18124
III.g8734,WBGene00037600,Cbr-ess-2
III.g8735,WBGene00037599,CBG18121
III.g8736,WBGene00037598,Cbr-pac-1
III.g8740,WBGene00037594,CBG18114
III.g8741,WBGene00037594,CBG18114
III.g8744,WBGene00037593,Cbr-glr-1
III.g8745,WBGene00037592,Cbr-doxa-1
III.g8746,WBGene00037591,Cbr-acdh-6
III.g8747,WBGene00037590,CBG18106
III.g8748,WBGene00037589,Cbr-gsto-2
III.g8749,WBGene00037588,CBG18104
III.g8751,WBGene00037587,Cbr-trp-1
III.g8752,WBGene00037586,CBG18102
III.g8753,WBGene00037585,CBG18101
III.g8754,WBGene00087387,CBG25973
III.g8755,WBGene00037584,CBG18099
III.g8757,WBGene00271081,CBG30213
III.g8758,WBGene00037583,Cbr-evl-14
III.g8759,WBGene00037582,Cbr-dcn-1
III.g8760,WBGene00037581,CBG18095
III.g8761,WBGene00037581,CBG18095
III.g8762,WBGene00037580,Cbr-gly-6
III.g8763,WBGene00037579,Cbr-cdk-12
III.g8765,WBGene00037577,Cbr-lcmt-1
III.g8766,WBGene00037576,Cbr-hse-5
III.g8769,WBGene00087384,CBG25970
III.g8772,WBGene00037572,CBG18081
III.g8775,WBGene00037570,CBG18079
III.g8776,WBGene00037569,CBG18078
III.g8777,WBGene00037568,CBG18077
III.g8779,WBGene00037564,Cbr-prdx-3
III.g8780,WBGene00037563,CBG18072
III.g8782,WBGene00037561,CBG18070
III.g8783,WBGene00087382,CBG25968
III.g8789,WBGene00037555,Cbr-nex-3
III.g8791,WBGene00037553,Cbr-ndg-4
III.g8792,WBGene00037552,Cbr-ifet-1
III.g8793,WBGene00037551,Cbr-rps-1
III.g8795,WBGene00037549,Cbr-atf-7
III.g8796,WBGene00037548,Cbr-cct-5
III.g8797,WBGene00037547,Cbr-cdh-4
III.g8798,WBGene00037546,CBG18049
III.g8801,WBGene00037544,Cbr-ugt-62
III.g8802,WBGene00037543,Cbr-mrps-34
III.g8803,WBGene00037542,Cbr-cisd-3.1
III.g8804,WBGene00037541,CBG18044
III.g8805,WBGene00037540,Cbr-imph-1
III.g8807,WBGene00037539,Cbr-pan-1
III.g8808,WBGene00037538,Cbr-mlcd-1
III.g8809,WBGene00037537,Cbr-idhg-1
III.g8810,WBGene00037536,Cbr-sel-5
III.g8811,WBGene00037535,Cbr-wdr-48
III.g8812,WBGene00037534,CBG18037
III.g8813,WBGene00037533,CBG18036
III.g8814,WBGene00037532,CBG18035
III.g8816,WBGene00037531,Cbr-smc-4
III.g8817,WBGene00037529,Cbr-apc-11
III.g8822,WBGene00037525,Cbr-lips-3
III.g8823,WBGene00037523,Cbr-pfas-1
III.g8825,WBGene00037523,Cbr-pfas-1
III.g8826,WBGene00037522,Cbr-ppm-2
III.g8827,WBGene00271082,CBG30214
III.g8828,WBGene00037521,Cbr-pqn-29
III.g8830,WBGene00037520,Cbr-cdka-1
III.g8831,WBGene00037519,CBG18022
III.g8833,WBGene00037518,Cbr-srg-10
III.g8836,WBGene00037513,CBG18015
III.g8837,WBGene00037512,CBG18014
III.g8839,WBGene00037510,Cbr-nifk-1
III.g8840,WBGene00037509,CBG18011
III.g8842,WBGene00037507,Cbr-dnj-18
III.g8844,WBGene00037504,Cbr-mrpl-16
III.g8845,WBGene00037503,Cbr-pgap-2
III.g8847,WBGene00037502,CBG18003
III.g8848,WBGene00037501,Cbr-him-18
III.g8849,WBGene00037500,Cbr-emb-5
III.g8850,WBGene00037499,Cbr-acy-1
III.g8851,WBGene00037498,CBG17999
III.g8853,WBGene00037497,CBG17998
III.g8854,WBGene00037496,Cbr-ras-2
III.g8855,WBGene00037495,Cbr-dhhc-5
III.g8856,WBGene00037494,Cbr-col-89
III.g8857,WBGene00037493,Cbr-rps-0
III.g8858,WBGene00037492,Cbr-rbg-3
III.g8859,WBGene00037491,Cbr-gipc-2
III.g8861,WBGene00037489,CBG17990
III.g8864,WBGene00037488,CBG17988
III.g8865,WBGene00037487,CBG17987
III.g8866,WBGene00270544,CBG30306
III.g8867,WBGene00037486,CBG17986
III.g8869,WBGene00037485,CBG17985
III.g8871,WBGene00037483,CBG17983
III.g8872,WBGene00037482,CBG17982
III.g8873,WBGene00037481,Cbr-metl-5
III.g8875,WBGene00037480,Cbr-pal-1
III.g8876,WBGene00037479,CBG17979
III.g8877,WBGene00037478,Cbr-arl-6
III.g8878,WBGene00037477,CBG17977
III.g8879,WBGene00037476,CBG17976
III.g8880,WBGene00037475,CBG17974
III.g8882,WBGene00037475,CBG17974
III.g8883,WBGene00037473,CBG17972
III.g8884,WBGene00037472,CBG17971
III.g8886,WBGene00037470,Cbr-acbp-7
III.g8887,WBGene00037469,CBG17968
III.g8888,WBGene00037468,Cbr-clec-156
III.g8889,WBGene00037467,CBG17966
III.g8890,WBGene00037466,CBG17965
III.g8891,WBGene00037465,CBG17964
III.g8892,WBGene00037464,Cbr-ced-4
III.g8893,WBGene00037463,CBG17962
III.g8894,WBGene00037462,CBG17961
III.g8895,WBGene00037461,CBG17960
III.g8898,WBGene00037458,Cbr-coq-8
III.g8899,WBGene00271083,CBG30215
III.g8902,WBGene00037456,CBG17955
III.g8904,WBGene00037455,CBG17953
III.g8905,WBGene00037454,CBG17952
III.g8906,WBGene00037453,Cbr-hdl-2
III.g8907,WBGene00037452,Cbr-tost-1
III.g8908,WBGene00037451,Cbr-arx-6
III.g8909,WBGene00037450,CBG17947
III.g8913,WBGene00037448,CBG17944
III.g8914,WBGene00037447,Cbr-nhl-2
III.g8915,WBGene00037446,CBG17942
III.g8942,WBGene00036416,Cbr-col-8
III.g8943,WBGene00036418,Cbr-lgc-38
III.g8944,WBGene00036419,CBG16501
III.g8945,WBGene00036420,CBG16502
III.g8946,WBGene00036421,Cbr-rfl-1
III.g8947,WBGene00036422,Cbr-cyk-1
III.g8948,WBGene00087335,CBG25921
III.g8949,WBGene00087336,CBG25922
III.g8951,WBGene00036425,Cbr-ger-1
III.g8952,WBGene00036426,Cbr-ubc-18
III.g8953,WBGene00271086,CBG30218
III.g8954,WBGene00036427,Cbr-tmem-17
III.g8955,WBGene00036428,Cbr-lin-37
III.g8956,WBGene00036429,CBG16516
III.g8957,WBGene00036430,CBG16517
III.g8958,WBGene00036431,CBG16518
III.g8959,WBGene00036432,Cbr-tofu-7
III.g8960,WBGene00036433,Cbr-fubl-2
III.g8961,WBGene00036434,Cbr-pcf-11
III.g8963,WBGene00036435,CBG16522
III.g8968,WBGene00036440,CBG16527
III.g8969,WBGene00270534,CBG30296
III.g8970,WBGene00036441,CBG16528
III.g8971,WBGene00036442,Cbr-smcr-8
III.g8972,WBGene00036443,Cbr-tmem-131
III.g8973,WBGene00036444,Cbr-wdr-60
III.g8976,WBGene00036447,CBG16535
III.g8977,WBGene00036448,CBG16537
III.g8980,WBGene00036451,Cbr-cra-1
III.g8981,WBGene00036452,Cbr-sma-3
III.g8982,WBGene00036453,Cbr-clec-158
III.g8983,WBGene00036454,Cbr-zak-1
III.g8986,WBGene00036459,CBG16552
III.g8987,WBGene00087343,CBG25929
III.g8989,WBGene00270512,CBG30274
III.g8990,WBGene00036462,CBG16556
III.g8992,WBGene00036463,Cbr-dig-1.1
III.g8993,WBGene00087345,CBG25931
III.g8996,WBGene00036465,Cbr-odr-4
III.g8997,WBGene00036466,CBG16564
III.g8999,WBGene00036468,CBG16566
III.g9000,WBGene00036469,CBG16567
III.g9001,WBGene00036470,Cbr-bath-41
III.g9002,WBGene00036471,CBG16569
III.g9003,WBGene00271785,CBG31065
III.g9004,WBGene00036472,CBG16570
III.g9006,WBGene00036474,CBG16573
III.g9007,WBGene00036475,Cbr-isw-1
III.g9010,WBGene00036477,Cbr-rbf-1
III.g9011,WBGene00036477,Cbr-rbf-1
III.g9014,WBGene00036479,CBG16582
III.g9016,WBGene00036480,Cbr-pdfr-1
III.g9017,WBGene00036481,CBG16587
III.g9018,WBGene00036482,Cbr-nhr-9
III.g9019,.
III.g9020,WBGene00036483,CBG16589
III.g9021,WBGene00036484,Cbr-odd-1
III.g9022,WBGene00036485,CBG16592
III.g9023,WBGene00036486,CBG16593
III.g9024,WBGene00036487,Cbr-nhr-10
III.g9027,WBGene00036489,Cbr-rpia-1
III.g9028,WBGene00036490,CBG16598
III.g9029,WBGene00036491,Cbr-ttbk-4
III.g9030,WBGene00036492,Cbr-viro-2
III.g9031,WBGene00036493,Cbr-pot-1
III.g9032,WBGene00036493,Cbr-pot-1
III.g9036,WBGene00036497,Cbr-ogt-1
III.g9038,WBGene00036499,Cbr-rnp-7
III.g9039,WBGene00036500,Cbr-syf-2
III.g9040,WBGene00036501,CBG16609
III.g9044,WBGene00036503,CBG16612
III.g9046,WBGene00036504,Cbr-rps-21
III.g9047,WBGene00036505,Cbr-mec-14
III.g9048,WBGene00087349,CBG25935
III.g9051,WBGene00036506,Cbr-exos-9
III.g9052,WBGene00036507,Cbr-pfd-5
III.g9053,WBGene00036508,Cbr-dpy-31
III.g9055,WBGene00036510,CBG16623
III.g9056,WBGene00036511,CBG16624
III.g9057,WBGene00036513,CBG16626
III.g9058,WBGene00270546,CBG30308
III.g9061,WBGene00036516,CBG16629
III.g9065,WBGene00087352,CBG25938
III.g9066,WBGene00036519,CBG16633
III.g9067,WBGene00087353,CBG25939
III.g9068,.
III.g9069,WBGene00087355,CBG25941
III.g9071,WBGene00270539,CBG30301
III.g9072,WBGene00036522,CBG16638
III.g9074,WBGene00036524,CBG16641
III.g9076,WBGene00036528,Cbr-clec-160
III.g9077,WBGene00302996,CBG31163
III.g9078,WBGene00036531,Cbr-crn-7
III.g9079,WBGene00036532,CBG16651
III.g9088,WBGene00036539,Cbr-fbxl-1
III.g9089,WBGene00036540,Cbr-rfs-1
III.g9090,WBGene00036541,Cbr-mob-4
III.g9091,WBGene00036542,Cbr-unc-86
III.g9092,WBGene00036543,CBG16663
III.g9094,WBGene00036546,Cbr-unc-36
III.g9095,WBGene00036547,CBG16667
III.g9096,WBGene00036548,CBG16668
III.g9100,WBGene00036551,Cbr-bath-42
III.g9103,WBGene00036553,Cbr-atg-13
III.g9104,WBGene00036554,CBG16675
III.g9105,WBGene00036555,Cbr-mrpl-18
III.g9106,WBGene00036556,CBG16677
III.g9109,WBGene00036558,Cbr-col-105
III.g9110,WBGene00036559,Cbr-hsp-12.2
III.g9111,WBGene00036560,CBG16681
III.g9112,WBGene00036561,Cbr-rpl-21
III.g9113,WBGene00036562,Cbr-gei-8
III.g9115,WBGene00087370,CBG25956
III.g9117,WBGene00030859,CBG09232
III.g9118,WBGene00030858,CBG09231
III.g9119,WBGene00030857,CBG09230
III.g9122,WBGene00030855,Cbr-xbx-5
III.g9123,WBGene00030854,Cbr-mtm-3
III.g9128,WBGene00030851,Cbr-acy-3
III.g9129,WBGene00030849,Cbr-lec-4
III.g9130,WBGene00030848,Cbr-spe-44
III.g9131,WBGene00030847,CBG09219
III.g9145,WBGene00087374,Cbr-alkb-8
III.g9146,WBGene00030837,Cbr-dph-1
III.g9147,WBGene00030836,Cbr-wdr-5.1
III.g9150,WBGene00030833,Cbr-pdi-1
III.g9151,WBGene00030832,Cbr-cyn-9
III.g9154,WBGene00271092,CBG30224
III.g9155,WBGene00031279,Cbr-npr-15
III.g9156,WBGene00031280,CBG09750
III.g9159,WBGene00031282,CBG09753
III.g9160,WBGene00031283,Cbr-ben-1
III.g9161,WBGene00087288,CBG25874
III.g9162,WBGene00031284,CBG09756
III.g9163,WBGene00031286,Cbr-nhr-6
III.g9164,WBGene00031287,CBG09762
III.g9168,WBGene00031292,Cbr-mrps-31
III.g9169,WBGene00031293,Cbr-rilp-1
III.g9170,WBGene00031294,Cbr-unc-93
III.g9171,WBGene00031295,Cbr-madf-8
III.g9173,WBGene00031297,CBG09774
III.g9174,WBGene00031298,CBG09775
III.g9175,WBGene00031299,Cbr-hmit-1.3
III.g9176,WBGene00031300,Cbr-mrpl-35
III.g9177,WBGene00031301,CBG09778
III.g9178,WBGene00270536,CBG30298
III.g9180,WBGene00031304,CBG09781
III.g9181,WBGene00031305,CBG09782
III.g9182,WBGene00031306,Cbr-gly-14
III.g9183,WBGene00031309,CBG09786
III.g9186,WBGene00031310,CBG09790
III.g9189,WBGene00031312,Cbr-rsu-1
III.g9190,WBGene00031313,CBG09793
III.g9191,WBGene00031314,Cbr-pph-6
III.g9193,WBGene00031316,Cbr-spe-41
III.g9195,WBGene00031317,Cbr-nac-3
III.g9198,WBGene00031318,Cbr-mua-3
III.g9199,WBGene00031320,Cbr-unc-47
III.g9200,WBGene00031321,Cbr-epac-1
III.g9201,WBGene00031324,CBG09804
III.g9202,WBGene00031325,CBG09805
III.g9203,WBGene00031326,Cbr-chc-1
III.g9204,WBGene00031327,CBG09807
III.g9205,WBGene00031328,Cbr-blos-1
III.g9206,WBGene00031329,Cbr-best-18
III.g9207,WBGene00031330,Cbr-cts-1
III.g9208,WBGene00031331,Cbr-rde-4
III.g9210,WBGene00031332,CBG09813
III.g9211,WBGene00031333,Cbr-pho-9
III.g9212,WBGene00031334,Cbr-swsn-3
III.g9214,WBGene00031335,Cbr-laf-1
III.g9215,WBGene00031336,CBG09817
III.g9217,WBGene00031338,Cbr-cox-6B
III.g9219,WBGene00031340,Cbr-tbcc-1
III.g9223,WBGene00031343,CBG09825
III.g9228,WBGene00031345,Cbr-ppfr-4
III.g9229,WBGene00031346,CBG09828
III.g9230,WBGene00031347,CBG09829
III.g9231,WBGene00031348,Cbr-zmp-2
III.g9232,WBGene00031349,Cbr-ssq-2
III.g9236,WBGene00031353,CBG09837
III.g9238,WBGene00031354,Cbr-set-27
III.g9239,WBGene00031355,CBG09839
III.g9240,WBGene00031356,CBG09840
III.g9241,WBGene00031357,Cbr-cosa-1
III.g9243,WBGene00031358,CBG09842
III.g9244,WBGene00031359,CBG09843
III.g9245,WBGene00031360,CBG09844
III.g9246,WBGene00031361,CBG09845
III.g9247,WBGene00031362,Cbr-nhr-239
III.g9248,WBGene00031363,Cbr-feh-1
III.g9249,WBGene00031365,Cbr-ceh-44
III.g9252,WBGene00031367,Cbr-rbc-2
III.g9253,WBGene00031368,CBG09852
III.g9255,WBGene00031369,CBG09853
III.g9256,WBGene00031370,CBG09854
III.g9258,WBGene00031372,Cbr-prk-2
III.g9259,WBGene00031373,Cbr-hecw-1
III.g9260,WBGene00087298,CBG25884
III.g9261,WBGene00031374,CBG09858
III.g9262,WBGene00031375,CBG09859
III.g9263,WBGene00031376,Cbr-mlc-4
III.g9264,WBGene00031377,Cbr-cri-3
III.g9266,WBGene00031378,Cbr-clpf-1
III.g9267,WBGene00031379,Cbr-npp-9
III.g9268,WBGene00031380,CBG09864
III.g9269,WBGene00031381,Cbr-golg-4
III.g9270,WBGene00031383,Cbr-metl-18
III.g9271,WBGene00031384,CBG09868
III.g9273,WBGene00031385,CBG09871
III.g9274,WBGene00031386,Cbr-gtf-2H3
III.g9275,WBGene00031387,Cbr-ham-3
III.g9279,WBGene00031390,CBG09876
III.g9280,WBGene00031391,Cbr-cls-2
III.g9282,WBGene00031392,Cbr-mett-10
III.g9283,WBGene00031393,CBG09880
III.g9285,WBGene00031395,CBG09882
III.g9286,WBGene00031396,Cbr-srt-55
III.g9287,WBGene00031397,CBG09884
III.g9289,WBGene00031399,Cbr-bath-43
III.g9291,WBGene00031401,Cbr-hal-2
III.g9292,WBGene00087302,CBG25888
III.g9293,WBGene00271094,CBG30226
III.g9296,WBGene00031404,Cbr-bbs-4
III.g9297,WBGene00031405,Cbr-puf-4
III.g9298,WBGene00031406,CBG09895
III.g9299,WBGene00031407,Cbr-ekl-6
III.g9300,WBGene00270518,CBG30280
III.g9301,WBGene00031408,CBG09898
III.g9302,WBGene00087303,CBG25889
III.g9303,WBGene00031409,CBG09900
III.g9306,WBGene00031411,CBG09902
III.g9309,WBGene00031413,CBG09905
III.g9310,WBGene00031414,CBG09906
III.g9311,WBGene00087305,CBG25891
III.g9312,WBGene00031415,Cbr-xbx-3
III.g9313,WBGene00031416,CBG09909
III.g9314,WBGene00031417,CBG09910
III.g9315,WBGene00087306,CBG25892
III.g9316,WBGene00031418,CBG09912
III.g9319,WBGene00087309,Cbr-ins-21.1
III.g9321,WBGene00031423,Cbr-rgs-1
III.g9323,.
III.g9324,WBGene00031424,CBG09921
III.g9325,WBGene00031425,CBG09922
III.g9327,WBGene00087311,CBG25897
III.g9328,WBGene00031426,CBG09925
III.g9329,.
III.g9331,WBGene00031428,CBG09928
III.g9332,WBGene00031429,CBG09929
III.g9335,WBGene00031430,CBG09931
III.g9336,WBGene00031431,CBG09935
III.g9337,.
III.g9338,WBGene00031432,Cbr-alx-1
III.g9344,WBGene00031439,Cbr-ttr-1
III.g9345,WBGene00031440,Cbr-ttr-2
III.g9346,WBGene00031441,Cbr-ttr-3
III.g9349,WBGene00031443,Cbr-cyld-1
III.g9350,WBGene00031444,Cbr-mam-7
III.g9357,WBGene00031450,Cbr-dhhc-4
III.g9359,WBGene00031452,Cbr-gpdh-2
III.g9360,WBGene00031453,CBG09959
III.g9361,WBGene00031454,Cbr-mrpl-36
III.g9362,WBGene00031455,CBG09962
III.g9363,WBGene00031456,CBG09963
III.g9367,WBGene00303391,CBG31432
III.g9369,WBGene00031461,Cbr-sqv-3
III.g9370,WBGene00031462,Cbr-usp-46
III.g9371,.
III.g9372,WBGene00031464,Cbr-cbp-1
III.g9373,WBGene00031465,Cbr-gcc-2
III.g9375,WBGene00031465,Cbr-gcc-2
III.g9380,WBGene00031471,CBG09982
III.g9381,WBGene00031474,Cbr-arl-5
III.g9382,WBGene00031475,Cbr-panl-3
III.g9383,WBGene00031476,Cbr-cnx-1
III.g9384,WBGene00031477,CBG09988
III.g9385,WBGene00031478,CBG09989
III.g9386,WBGene00031479,CBG09990
III.g9387,WBGene00031480,Cbr-riok-3
III.g9389,WBGene00031481,CBG09992
III.g9390,WBGene00031482,CBG09993
III.g9393,WBGene00031485,CBG09996
III.g9394,WBGene00031486,CBG09998
III.g9397,WBGene00031489,Cbr-vha-1
III.g9402,WBGene00031495,Cbr-cdk-1
III.g9403,WBGene00031496,Cbr-iff-1
III.g9404,WBGene00031497,CBG10009
III.g9406,WBGene00031500,CBG10012
III.g9407,WBGene00031501,Cbr-clec-162
III.g9409,WBGene00031504,Cbr-tlk-1
III.g9410,WBGene00031505,Cbr-bud-31
III.g9412,WBGene00031506,Cbr-set-3
III.g9413,WBGene00031507,Cbr-best-5
III.g9414,WBGene00031508,Cbr-ugt-60
III.g9415,WBGene00031509,CBG10023
III.g9416,WBGene00031510,CBG10024
III.g9417,WBGene00031511,CBG10025
III.g9418,WBGene00031512,CBG10026
III.g9419,WBGene00031513,CBG10027
III.g9420,WBGene00087319,CBG25905
III.g9421,WBGene00031514,CBG10029
III.g9422,WBGene00031515,Cbr-pri-1
III.g9423,WBGene00031516,CBG10031
III.g9426,WBGene00031518,Cbr-hlh-11
III.g9427,WBGene00031519,Cbr-tbg-1
III.g9428,WBGene00031520,Cbr-rpac-19
III.g9429,WBGene00031521,Cbr-ubc-7
III.g9430,WBGene00031522,Cbr-gei-13
III.g9431,WBGene00031523,CBG10041
III.g9432,WBGene00031524,Cbr-rom-2
III.g9433,WBGene00031525,Cbr-acox-1.5
III.g9434,WBGene00031526,CBG10044
III.g9435,WBGene00031527,Cbr-ced-7
III.g9436,WBGene00031528,CBG10046
III.g9439,WBGene00304179,CBG31474
III.g9441,WBGene00270523,CBG30285
III.g9442,WBGene00031533,CBG10051
III.g9443,WBGene00087321,CBG25907
III.g9444,WBGene00031534,CBG10053
III.g9445,WBGene00031535,Cbr-unc-16
III.g9447,WBGene00031536,CBG10055
III.g9448,WBGene00031537,CBG10056
III.g9449,WBGene00031538,Cbr-eif-2Balpha
III.g9450,WBGene00031539,Cbr-mut-7
III.g9451,WBGene00031540,Cbr-ckb-4
III.g9453,WBGene00031541,CBG10060
III.g9454,WBGene00031542,CBG10061
III.g9455,WBGene00031543,Cbr-trpp-3
III.g9459,WBGene00087322,CBG25908
III.g9460,WBGene00087323,CBG25909
III.g9461,WBGene00031546,Cbr-clu-1
III.g9462,WBGene00031547,CBG10068
III.g9463,WBGene00031548,CBG10069
III.g9464,WBGene00031549,Cbr-vha-14
III.g9465,WBGene00031550,Cbr-let-99
III.g9466,WBGene00031551,Cbr-sod-4
III.g9468,WBGene00031553,CBG10074
III.g9469,WBGene00031554,Cbr-ctr-9
III.g9470,WBGene00031555,Cbr-dars-1
III.g9475,WBGene00031561,Cbr-bre-3
III.g9476,WBGene00031562,CBG10083
III.g9477,WBGene00031563,Cbr-baf-1
III.g9478,WBGene00031564,CBG10085
III.g9479,WBGene00031565,CBG10086
III.g9480,WBGene00031566,Cbr-spk-1
III.g9481,WBGene00031567,Cbr-rheb-1
III.g9482,WBGene00031568,CBG10089
III.g9484,WBGene00270511,CBG30273
III.g9486,WBGene00031572,Cbr-emb-30
III.g9487,WBGene00031574,CBG10096
III.g9488,WBGene00031575,CBG10097
III.g9492,WBGene00031579,Cbr-slc-17.2
III.g9493,WBGene00031580,Cbr-tkr-1
III.g9494,WBGene00031581,Cbr-crn-6
III.g9497,WBGene00031583,CBG10108
III.g9498,WBGene00031584,Cbr-flp-25
III.g9499,WBGene00087328,CBG25914
III.g9500,WBGene00087329,CBG25915
III.g9501,WBGene00031585,CBG10112
III.g9502,WBGene00031586,CBG10113
III.g9504,WBGene00031587,Cbr-emb-9
III.g9506,WBGene00031590,Cbr-ufc-1
III.g9507,WBGene00031591,Cbr-ttr-5
III.g9514,WBGene00031597,Cbr-cpb-1
III.g9515,WBGene00304184,CBG31476
III.g9518,WBGene00031599,CBG10128
III.g9523,WBGene00031603,Cbr-srx-45
III.g9525,WBGene00031605,CBG10135
III.g9526,WBGene00031606,Cbr-fozi-1
III.g9528,WBGene00031609,CBG10143
III.g9531,WBGene00031610,CBG10146
III.g9532,WBGene00031611,CBG10147
III.g9533,WBGene00031612,CBG10148
III.g9535,WBGene00031615,CBG10152
III.g9536,WBGene00031616,CBG10153
III.g9546,WBGene00087332,CBG25918
III.g9549,WBGene00029133,Cbr-tax-4
III.g9553,WBGene00029130,CBG06945
III.g9554,WBGene00029130,CBG06945
III.g9555,WBGene00029129,CBG06944
III.g9557,WBGene00029126,CBG06941
III.g9558,WBGene00029125,Cbr-sec-16
III.g9559,WBGene00029124,Cbr-ced-11
III.g9560,WBGene00029123,Cbr-grl-11
III.g9561,WBGene00029122,CBG06937
III.g9562,WBGene00029121,Cbr-cya-1
III.g9564,WBGene00029119,CBG06934
III.g9565,WBGene00303356,CBG31413
III.g9566,WBGene00087435,CBG26021
III.g9567,WBGene00029118,CBG06931
III.g9568,WBGene00029117,Cbr-pdhk-2
III.g9569,WBGene00029116,CBG06928
III.g9570,WBGene00029115,CBG06927
III.g9571,WBGene00029114,Cbr-ugtp-1
III.g9578,WBGene00029110,Cbr-sma-2
III.g9579,.
III.g9581,WBGene00029108,CBG06920
III.g9584,WBGene00029107,CBG06917
III.g9692,WBGene00029021,Cbr-ina-1
III.g9693,WBGene00029020,Cbr-dgk-3
III.g9694,WBGene00029019,Cbr-ptr-9
III.g9695,WBGene00087422,Cbr-irld-34
III.g9697,WBGene00271624,CBG30984
III.g9698,WBGene00029017,CBG06801
III.g9699,WBGene00029016,CBG06800
III.g9704,WBGene00029008,Cbr-eat-4
III.g9709,WBGene00029007,CBG06791
III.g9726,WBGene00031993,CBG10696
III.g9747,WBGene00026386,Cbr-pup-2
III.g9749,WBGene00087532,CBG26118
III.g9750,WBGene00026388,Cbr-emb-8
III.g9751,WBGene00026389,CBG03544
III.g9753,WBGene00026391,Cbr-syx-16
III.g9755,WBGene00026393,CBG03550
III.g9756,WBGene00026394,CBG03551
III.g9757,WBGene00026395,CBG03552
III.g9758,WBGene00026396,Cbr-dpy-17
III.g9761,WBGene00026398,Cbr-tsp-3
III.g9767,WBGene00026403,Cbr-taf-7.2
III.g9768,WBGene00026404,Cbr-elpc-2
III.g9769,WBGene00026405,Cbr-rsp-3
III.g9771,WBGene00026407,Cbr-sas-1
III.g9772,WBGene00026408,CBG03566
III.g9774,WBGene00026409,Cbr-cpf-2
III.g9775,WBGene00026410,Cbr-unc-64
III.g9777,WBGene00026411,Cbr-set-25
III.g9778,WBGene00026412,Cbr-npp-18
III.g9784,WBGene00270547,CBG30309
III.g9794,WBGene00026424,CBG03588
III.g9795,WBGene00026425,CBG03589
III.g9798,WBGene00026429,Cbr-tim-1
III.g9799,.
III.g9800,WBGene00026430,CBG03596
III.g9801,WBGene00026431,Cbr-nit-1
III.g9802,WBGene00026432,Cbr-metl-6
III.g9803,WBGene00026433,CBG03599
III.g9804,WBGene00026434,Cbr-ccdc-47
III.g9805,WBGene00026435,Cbr-pat-3
III.g9807,WBGene00026437,Cbr-mmcm-1
III.g9809,WBGene00026441,Cbr-tir-1
III.g9810,WBGene00026441,Cbr-tir-1
III.g9811,WBGene00026441,Cbr-tir-1
III.g9814,WBGene00026441,Cbr-tir-1
III.g9815,WBGene00026441,Cbr-tir-1
III.g9816,WBGene00026442,Cbr-rpl-3
III.g9817,WBGene00026443,Cbr-acs-19
III.g9818,WBGene00026444,Cbr-brc-1
III.g9819,WBGene00026445,CBG03615
III.g9820,WBGene00026446,CBG03616
III.g9821,WBGene00026447,CBG03617
III.g9822,WBGene00026448,CBG03618
III.g9825,WBGene00087540,CBG26126
III.g9832,WBGene00026453,CBG03627
III.g9835,.
