"sex","species_AS","species_parents","logFC_F1_cis","logFC_parents","trans_effects","p.value","genes","type","chromosome"
"female","no DE","Cbr",0.56221049153138,-4.67430500738549,"sig",0.000546172786983071,"II.g4889.t1__Cnig_chr_II.g5226.t1","trans only","II"
"female","no DE","no DE",0.0376707840041311,0.148835465921714,"non sig",0.707097798785321,"II.g4890.t2__Cnig_chr_II.g5227.t2","conserved","II"
"female","no DE","no DE",0.4837452778544,-0.165225859653312,"non sig",0.118666605840432,"II.g4891.t1__Cnig_chr_II.g5228.t2","conserved","II"
"female","no DE","no DE",-0.0316433259854694,-0.0284316670784714,"non sig",0.998496149539324,"II.g4892.t1__Cnig_chr_II.g5230.t1","conserved","II"
"female","no DE","no DE",0.0913237507889697,0.267398379589538,"non sig",0.525316516997688,"II.g4893.t3__Cnig_chr_II.g5231.t1","conserved","II"
"female","Cni","Cni",0.817399949273197,1.27338155764542,"non sig",0.114327652483334,"II.g4894.t1__Cnig_chr_II.g5232.t1","cis only","II"
"female","no DE","no DE",-0.00254584015219486,0.348844417340203,"non sig",0.0843940494876472,"II.g4896.t1__Cnig_chr_II.g5233.t3","conserved","II"
"female","Cbr","Cbr",-0.26210807380019,-1.57622402725767,"sig",0.000197245514372763,"II.g4897.t1__Cnig_chr_II.g5234.t1","cis-trans (enhancing)","II"
"female","Cbr","Cbr",-3.04746487113072,-3.97855812962577,"non sig",0.0837721753107791,"II.g4898.t1__Cnig_chr_II.g5236.t1","cis only","II"
"female","no DE","no DE",0.0071376061326049,-0.142580097102342,"non sig",0.36545461851734,"II.g4899.t1__Cnig_chr_II.g5237.t1","conserved","II"
"female","no DE","no DE",-0.0236359234867968,-0.307079136592284,"non sig",0.220910582211559,"II.g4900.t1__Cnig_chr_II.g5238.t1","conserved","II"
"female","no DE","Cni",-0.189364812001265,5.00789852114652,"sig",0.00135277625807536,"II.g4901.t1__Cnig_chr_II.g5240.t1","trans only","II"
"female","no DE","no DE",0.0485859907204328,0.312819020397618,"non sig",0.557579461377313,"II.g4902.t1__Cnig_chr_II.g5241.t1","conserved","II"
"female","no DE","Cni",0.0868176751113291,1.82943541529981,"sig",0.00883402846344254,"II.g4904.t2__Cnig_chr_II.g5242.t1","trans only","II"
"female","no DE","Cbr",-0.0634247623126508,-1.53363987794891,"sig",0.000117335742182443,"II.g4905.t1__Cnig_chr_II.g5243.t1","trans only","II"
"female","no DE","Cni",-0.0206673166188183,0.573902880666985,"sig",0.0150554331541477,"II.g4906.t3__Cnig_chr_II.g5244.t1","trans only","II"
"female","no DE","Cbr",-0.0753460392079001,-1.01034992023197,"sig",0.000126840357514992,"II.g4907.t1__Cnig_chr_II.g5245.t3","trans only","II"
"female","no DE","no DE",-0.084340827671971,-0.209308755715454,"non sig",0.663790283043238,"II.g4908.t1__Cnig_chr_II.g5246.t3","conserved","II"
"female","no DE","no DE",-0.307696345337376,-1.15696800183773,"non sig",0.332350114728284,"II.g4909.t1__Cnig_chr_II.g5247.t2","conserved","II"
"female","Cbr","Cbr",-2.4959705819776,-5.33777760428825,"sig",0.00150332860794125,"II.g4910.t1__Cnig_chr_II.g5248.t3","cis-trans (enhancing)","II"
"female","no DE","no DE",0.00151229279411511,0.485975054894682,"non sig",0.111927116204714,"II.g4911.t2__Cnig_chr_II.g5249.t1","conserved","II"
"female","no DE","no DE",0.015484311470999,-0.302999596325632,"non sig",0.110618764691455,"II.g4912.t1__Cnig_chr_II.g5250.t1","conserved","II"
"female","no DE","Cbr",0.146792603328206,-0.86817394218401,"sig",0.0006782206645264,"II.g4913.t1__Cnig_chr_II.g5251.t1","trans only","II"
"female","no DE","Cbr",-0.035974807361692,-0.856207122867105,"sig",0.00957003046475378,"II.g4914.t1__Cnig_chr_II.g5252.t1","trans only","II"
"female","no DE","Cbr",0.0299501772201484,-0.527723424503749,"non sig",0.0599996871615544,"II.g4918.t1__Cnig_chr_II.g5253.t1","ambiguous","II"
"female","no DE","Cni",-0.00584892688654993,0.73639459017746,"sig",0.000234481464780594,"II.g4919.t1__Cnig_chr_II.g5254.t1","trans only","II"
"female","no DE","Cbr",0.00164422984413182,-1.08928510954126,"sig",0.00025946256418117,"II.g4920.t1__Cnig_chr_II.g5255.t1","trans only","II"
"female","no DE","no DE",1.24044152891072,0.210958155003212,"non sig",0.35294487370014,"II.g4921.t1__Cnig_chr_II.g5265.t1","conserved","II"
"female","Cni","no DE",2.2836742019986,1.57003303558007,"non sig",0.639373187239221,"II.g4922.t1__Cnig_chr_II.g5264.t1","ambiguous","II"
"female","no DE","Cbr",0.00347450942102774,-0.467586901886429,"sig",0.000564717133292464,"II.g4923.t1__Cnig_chr_II.g5263.t1","trans only","II"
"female","no DE","Cbr",0.0166233632445387,-0.606510214002061,"sig",0.00198042292967388,"II.g4924.t1__Cnig_chr_II.g5262.t1","trans only","II"
"female","no DE","Cni",0.00520389148924503,0.513093575770834,"sig",0.0200471207272355,"II.g4925.t2__Cnig_chr_II.g5261.t2","trans only","II"
"female","Cbr","Cbr",-3.97012267759126,-0.968807940568136,"sig",5.37508419728015e-07,"II.g4926.t3__Cnig_chr_II.g5260.t2","cis-trans (enhancing)","II"
"female","no DE","Cni",-0.00777182542205842,11.3094863492886,"sig",1.2706791938884e-07,"II.g4927.t1__Cnig_chr_II.g5259.t1","trans only","II"
"female","no DE","Cbr",-0.00141842501401195,-1.18749588798733,"sig",0.00769011462033051,"II.g4928.t1__Cnig_chr_II.g5256.t1","trans only","II"
"female","no DE","no DE",0.128561292111956,0.16091097943356,"non sig",0.884252250260114,"II.g4929.t1__Cnig_chr_II.g5266.t1","conserved","II"
"female","no DE","Cni",-0.00221825383696923,0.533032597025283,"sig",0.04332829758789,"II.g4930.t1__Cnig_chr_II.g5267.t1","trans only","II"
"female","no DE","no DE",0.00291757864699267,-0.0950855859490863,"non sig",0.669175795536811,"II.g4931.t1__Cnig_chr_II.g5268.t1","conserved","II"
"female","no DE","no DE",0.00378645917578822,-0.181747981004868,"non sig",0.593886278023188,"II.g4932.t1__Cnig_chr_II.g5269.t1","conserved","II"
"female","Cbr","no DE",-0.877548877811747,-0.421964613101452,"non sig",0.05706776901379,"II.g4933.t1__Cnig_chr_II.g5270.t2","ambiguous","II"
"female","no DE","no DE",-0.00663862537929927,-0.21139469545719,"non sig",0.276871847239276,"II.g4934.t1__Cnig_chr_II.g5271.t1","conserved","II"
"female","no DE","no DE",0.101321468950296,-0.454649882621599,"non sig",0.0500070547059997,"II.g4935.t1__Cnig_chr_II.g5272.t1","conserved","II"
"female","no DE","Cni",1.05614213094478,4.85514726954178,"sig",0.00935455921702187,"II.g4936.t1__Cnig_chr_II.g5273.t1","trans only","II"
"female","no DE","Cni",0.30046183675859,2.60506060559776,"sig",0.000578227720121185,"II.g4937.t1__Cnig_chr_II.g5274.t1","trans only","II"
"female","no DE","Cbr",-0.00320931179990334,-1.0420683762886,"sig",0.00305379084445414,"II.g4938.t1__Cnig_chr_II.g5275.t2","trans only","II"
"female","no DE","Cbr",0.0110036344320936,-0.941371605632102,"sig",0.00547322794775489,"II.g4939.t4__Cnig_chr_II.g5276.t1","trans only","II"
"female","no DE","no DE",0.289412971775217,-0.734923437225878,"sig",0.0388157283146514,"II.g4940.t1__Cnig_chr_II.g5277.t1","ambiguous","II"
"female","Cbr","Cbr",-0.565430311226171,-0.792833378190306,"non sig",0.405337073681405,"II.g4941.t2__Cnig_chr_II.g5279.t3","cis only","II"
"female","no DE","Cni",0.128801899134573,0.860098411114811,"sig",0.0117964779019655,"II.g4943.t1__Cnig_chr_II.g5280.t3","trans only","II"
"female","no DE","no DE",-0.128861008930377,-0.339654325743025,"non sig",0.454325805502994,"II.g4944.t2__Cnig_chr_II.g5285.t1","conserved","II"
"female","Cbr","Cbr",-8.22465805787168,-2.55368526834662,"sig",0.000220304532583645,"II.g4945.t4__Cnig_chr_II.g5287.t3","cis-trans (enhancing)","II"
"female","no DE","no DE",-0.184898283598516,0.381079125244457,"non sig",0.130320038987369,"II.g4947.t2__Cnig_chr_II.g5288.t1","conserved","II"
"female","no DE","no DE",-0.930942298707317,-0.306757040335455,"non sig",0.426851623603424,"II.g4948.t1__Cnig_chr_II.g5289.t1","conserved","II"
"female","no DE","Cni",-0.218811304098855,1.67507697278972,"sig",0.0421622230928153,"II.g4949.t1__Cnig_chr_II.g5290.t1","trans only","II"
"female","no DE","Cni",-0.182680921780594,1.05402021911943,"sig",0.000826931179702715,"II.g4950.t2__Cnig_chr_II.g5291.t1","trans only","II"
"female","no DE","no DE",0.0530772779712728,0.0116112122711042,"non sig",0.834021928397402,"II.g4951.t2__Cnig_chr_II.g5292.t1","conserved","II"
"female","no DE","no DE",-0.0356236393816242,-0.273311538956423,"non sig",0.104742964290412,"II.g4952.t1__Cnig_chr_II.g5293.t1","conserved","II"
"female","Cbr","no DE",-1.37538773897324,0.495775105968188,"sig",0.00891549217659366,"II.g4954.t1__Cnig_chr_II.g5295.t1","cis-trans (compensatory)","II"
"female","Cbr","no DE",-2.02862471638851,-0.772651650996185,"non sig",0.183376333298753,"II.g4956.t2__Cnig_chr_II.g5297.t3","ambiguous","II"
"female","no DE","no DE",0.038365029281311,0.226889203667846,"non sig",0.460619142356167,"II.g4958.t1__Cnig_chr_II.g5299.t1","conserved","II"
"female","no DE","Cbr",-0.0728686250101346,-1.72736498280547,"sig",0.0153015951892645,"II.g4959.t1__Cnig_chr_II.g5300.t1","trans only","II"
"female","no DE","Cbr",0.0575819526045361,-1.17567115383803,"sig",0.0186823194952589,"II.g4960.t2__Cnig_chr_II.g5301.t1","trans only","II"
"female","no DE","Cni",-0.141778508597523,0.991289629275266,"sig",0.00634466480927294,"II.g4962.t1__Cnig_chr_II.g5302.t1","trans only","II"
"female","no DE","Cbr",-0.117604283296646,-1.06695669216546,"sig",0.0348948334843682,"II.g4964.t1__Cnig_chr_II.g5304.t1","trans only","II"
"female","no DE","Cni",0.00828888616907933,0.839405277510609,"non sig",0.356645054125013,"II.g4968.t1__Cnig_chr_II.g5306.t1","ambiguous","II"
"female","no DE","no DE",-0.0628999746381155,0.292571403632614,"non sig",0.132992565815269,"II.g4969.t1__Cnig_chr_II.g5308.t3","conserved","II"
"female","no DE","Cni",-0.00552252918026892,1.99151352826698,"sig",0.00390383734083792,"II.g4970.t2__Cnig_chr_II.g5309.t1","trans only","II"
"female","no DE","Cbr",-0.106565124270344,-0.505469845996166,"sig",0.0289051690921205,"II.g4974.t1__Cnig_chr_II.g5310.t1","trans only","II"
"female","no DE","Cni",0.312090677839865,1.47402228428963,"sig",0.0123712169736648,"II.g4975.t1__Cnig_chr_II.g5311.t1","trans only","II"
"female","no DE","no DE",-0.0196082938674352,1.01300821976886,"non sig",0.175845771571074,"II.g4976.t3__Cnig_chr_II.g5312.t4","conserved","II"
"female","no DE","Cbr",0.178045609123369,-0.944999330625165,"sig",0.000670519261380682,"II.g4978.t1__Cnig_chr_II.g5313.t1","trans only","II"
"female","Cbr","Cbr",-0.172735721057958,-0.862309336902202,"sig",0.015089414363003,"II.g4979.t1__Cnig_chr_II.g5314.t1","cis-trans (enhancing)","II"
"female","no DE","no DE",0.137872252536123,0.369490991490881,"non sig",0.223117900973342,"II.g4980.t2__Cnig_chr_II.g5315.t2","conserved","II"
"female","no DE","Cni",0.204629045854733,1.2365023107018,"non sig",0.30353421962252,"II.g4983.t1__Cnig_chr_II.g5316.t2","ambiguous","II"
"female","no DE","no DE",0.0384765307392768,-0.59566967606899,"non sig",0.273627485792601,"II.g4984.t1__Cnig_chr_II.g5317.t1","conserved","II"
"female","no DE","Cni",0.0141612632690641,0.544915873858008,"non sig",0.0611788786145785,"II.g4985.t1__Cnig_chr_II.g5318.t1","ambiguous","II"
"female","no DE","Cbr",0.00712721971467623,-1.1413733360094,"sig",3.02492677020311e-05,"II.g4986.t2__Cnig_chr_II.g5319.t1","trans only","II"
"female","Cbr","Cbr",-1.05529509003849,-0.854074843447468,"non sig",0.210740612764316,"II.g4987.t3__Cnig_chr_II.g5320.t1","cis only","II"
"female","Cni","Cni",0.454049409014367,0.463336613929412,"non sig",0.955074734356802,"II.g4988.t1__Cnig_chr_II.g5322.t2","cis only","II"
"female","no DE","Cbr",-0.0401402530990754,-0.532257814456283,"sig",0.011547651694184,"II.g4989.t1__Cnig_chr_II.g5323.t1","trans only","II"
"female","Cbr","Cbr",-0.793876436965902,-1.62412041938865,"sig",0.0098903516546699,"II.g4990.t4__Cnig_chr_II.g5324.t1","cis-trans (enhancing)","II"
"female","no DE","Cbr",-0.039400334192619,-0.513077652427946,"sig",0.00172455623643222,"II.g4991.t1__Cnig_chr_II.g5326.t3","trans only","II"
"female","no DE","no DE",1.35290449436865,-0.271364820871754,"non sig",0.0585072220963384,"II.g4992.t1__Cnig_chr_II.g5327.t1","conserved","II"
"female","no DE","Cni",-0.0840594931661951,0.89812365773563,"non sig",0.0930801484501309,"II.g4993.t1__Cnig_chr_II.g5328.t1","ambiguous","II"
"female","no DE","no DE",0.00829054878870099,0.0259863349387439,"non sig",0.995925241818215,"II.g4994.t1__Cnig_chr_II.g5329.t1","conserved","II"
"female","no DE","Cni",-0.272056522744453,1.58074666409966,"sig",0.0267616177923741,"II.g4995.t1__Cnig_chr_II.g5330.t1","trans only","II"
"female","no DE","no DE",0.00444785520322851,-0.064249740463768,"non sig",0.812407484679177,"II.g4996.t1__Cnig_chr_II.g5331.t1","conserved","II"
"female","no DE","no DE",0.0101076373867539,0.296673994360728,"non sig",0.236643105626732,"II.g4997.t1__Cnig_chr_II.g5332.t2","conserved","II"
"female","no DE","Cni",-0.0358371623821138,1.38872078012179,"sig",0.000304298700243987,"II.g4998.t2__Cnig_chr_II.g5334.t1","trans only","II"
"female","no DE","Cbr",0.761738785857946,-1.58991479339633,"sig",0.00639158177145918,"II.g4999.t2__Cnig_chr_II.g5337.t1","trans only","II"
"female","no DE","no DE",-0.126808058855825,0.163401883563433,"non sig",0.101419049429909,"II.g5000.t2__Cnig_chr_II.g5338.t1","conserved","II"
"female","Cni","Cni",1.19700306574266,1.40948831068677,"non sig",0.435285563132341,"II.g5002.t1__Cnig_chr_II.g5340.t1","cis only","II"
"female","no DE","Cni",0.188496410177805,3.96230131969963,"sig",3.89418992359946e-05,"II.g5004.t1__Cnig_chr_II.g5341.t3","trans only","II"
"female","Cbr","no DE",-1.97169310850822,-0.662053339599934,"non sig",0.06202200169006,"II.g5005.t1__Cnig_chr_II.g5342.t1","ambiguous","II"
"female","no DE","no DE",-0.0179948295748168,0.0309862778280139,"non sig",0.725737403992152,"II.g5006.t1__Cnig_chr_II.g5345.t1","conserved","II"
"female","no DE","Cbr",-0.258167465041933,-1.53224687109259,"sig",0.00228891582054053,"II.g5007.t1__Cnig_chr_II.g5346.t1","trans only","II"
"female","no DE","Cni",0.530448108288249,2.76962375965878,"sig",0.0256435447394992,"II.g5008.t1__Cnig_chr_II.g5347.t1","trans only","II"
"female","no DE","no DE",0.00829054878870099,0.492563103611728,"non sig",0.494407946209512,"II.g5010.t1__Cnig_chr_II.g5348.t1","conserved","II"
"female","no DE","Cni",-0.188493835446398,1.10433481027675,"sig",0.0444118671502948,"II.g5012.t2__Cnig_chr_II.g5349.t1","trans only","II"
"female","no DE","Cbr",0.0325629110339889,-0.918445548619482,"sig",0.00112628990393013,"II.g5015.t1__Cnig_chr_II.g5352.t1","trans only","II"
"female","no DE","Cbr",0.51133755258884,-0.98738825661397,"non sig",0.0775981596496528,"II.g5016.t1__Cnig_chr_II.g5353.t1","ambiguous","II"
"female","no DE","no DE",0.00829054878870099,-0.856122697674009,"non sig",0.443216311883898,"II.g5017.t1__Cnig_chr_II.g5354.t2","conserved","II"
"female","Cni","Cni",0.93851594240739,0.997646004308587,"non sig",0.993598890084275,"II.g5019.t1__Cnig_chr_II.g5355.t1","cis only","II"
"female","no DE","Cbr",-0.112065662228637,-0.616231606406285,"non sig",0.100857530729413,"II.g5020.t1__Cnig_chr_II.g5356.t1","ambiguous","II"
"female","no DE","Cbr",-0.242855370722461,-0.459261271236297,"non sig",0.110728516581424,"II.g5021.t1__Cnig_chr_II.g5357.t1","ambiguous","II"
"female","no DE","Cbr",-0.289328326956,-5.67891321004565,"sig",0.000226048672855524,"II.g5022.t1__Cnig_chr_II.g5358.t2","trans only","II"
"female","Cbr","Cbr",-1.60447429574873,-2.71898517446862,"non sig",0.0904697015765875,"II.g5023.t1__Cnig_chr_II.g5359.t1","cis only","II"
"female","no DE","Cni",0.00829054878870099,2.65819801112093,"sig",0.00739241261750575,"II.g5026.t2__Cnig_chr_II.g5363.t1","trans only","II"
"female","no DE","no DE",-0.286928943349648,-0.57295150964274,"non sig",0.556055151475224,"II.g5027.t1__Cnig_chr_II.g5365.t1","conserved","II"
"female","Cbr","Cni",-0.36113123992928,1.16698304381574,"sig",1.49062411342294e-06,"II.g5029.t1__Cnig_chr_II.g5367.t1","cis-trans (compensatory)","II"
"female","Cni","Cni",2.07575533154625,6.38294735294954,"sig",0.00167007602087069,"II.g5030.t1__Cnig_chr_II.g5369.t1","cis-trans (enhancing)","II"
"female","Cni","Cbr",1.80854668327399,-5.37436249630507,"sig",0.00139143976068789,"II.g5031.t1__Cnig_chr_II.g5371.t1","cis-trans (compensatory)","II"
"female","no DE","no DE",0.205466587087049,0.311351519805673,"non sig",0.910042768472208,"II.g5032.t2__Cnig_chr_II.g5372.t1","conserved","II"
"female","Cni","no DE",1.1047192175499,0.615283851389574,"non sig",0.258778218011819,"II.g5034.t1__Cnig_chr_II.g5395.t1","ambiguous","II"
"female","no DE","Cbr",0.0170151776173199,-1.40525305893362,"sig",0.000262312965395342,"II.g5036.t1__Cnig_chr_II.g5374.t1","trans only","II"
"female","no DE","Cni",0.00863312171467581,0.563818092604327,"non sig",0.0840259272416362,"II.g5037.t1__Cnig_chr_II.g5375.t1","ambiguous","II"
"female","no DE","no DE",0.0468164900948825,0.259747393424935,"non sig",0.417931627903968,"II.g5038.t1__Cnig_chr_II.g5377.t2","conserved","II"
"female","no DE","Cbr",-0.00302702209878923,-1.02816331939736,"sig",0.0139886604556216,"II.g5039.t1__Cnig_chr_II.g5378.t1","trans only","II"
"female","Cbr","no DE",-1.15814459068,-0.581622429677329,"non sig",0.149966251352117,"II.g5040.t1__Cnig_chr_II.g5379.t2","ambiguous","II"
"female","no DE","Cni",0.0067039006314191,0.616677339809087,"sig",0.00841243779140963,"II.g5042.t1__Cnig_chr_II.g5380.t1","trans only","II"
"female","no DE","Cbr",-0.0392971790379808,-0.850479074366021,"sig",0.000910239809453544,"II.g5043.t1__Cnig_chr_II.g5381.t1","trans only","II"
"female","no DE","no DE",-0.0351846299193646,-0.189652142095214,"non sig",0.369607620549465,"II.g5044.t3__Cnig_chr_II.g5382.t1","conserved","II"
"female","no DE","Cbr",0.00389448784586678,-0.483064608215613,"sig",0.0280623471327696,"II.g5045.t1__Cnig_chr_II.g5383.t2","trans only","II"
"female","no DE","Cbr",0.0072610798140413,-2.0593548911105,"sig",0.000286515078557343,"II.g5046.t1__Cnig_chr_II.g5384.t1","trans only","II"
"female","no DE","Cbr",0.0015484432876529,-0.440576436644063,"sig",0.0233175358046533,"II.g5047.t1__Cnig_chr_II.g5385.t1","trans only","II"
"female","no DE","Cni",-0.472132836425645,0.846922111108442,"sig",0.011388754643323,"II.g5048.t2__Cnig_chr_II.g5390.t1","trans only","II"
"female","no DE","Cni",0.267823608269825,0.876845210278583,"sig",0.0434391462045997,"II.g5051.t1__Cnig_chr_II.g5391.t2","trans only","II"
"female","no DE","Cbr",0.00649134816378626,-0.682844961851438,"sig",0.00187300275928884,"II.g5052.t1__Cnig_chr_II.g5392.t1","trans only","II"
"female","no DE","no DE",0.117849589148313,-0.16334268874249,"non sig",0.167216077995431,"II.g5054.t1__Cnig_chr_II.g5394.t1","conserved","II"
"female","Cni","Cbr",0.449220268510959,-1.32290216218599,"sig",0.00377399170969638,"II.g5055.t1__Cnig_chr_II.g5373.t2","cis-trans (compensatory)","II"
"female","no DE","no DE",-0.0475571663998391,0.407630119622149,"non sig",0.410803183246242,"II.g5056.t1__Cnig_chr_II.g5397.t1","conserved","II"
"female","Cbr","no DE",-0.910156738980798,0.116894050084674,"non sig",0.0735522039264992,"II.g5057.t1__Cnig_chr_II.g5398.t1","ambiguous","II"
"female","no DE","Cni",0.00561896699230562,5.34567777536236,"sig",0.000104438846211191,"II.g5059.t1__Cnig_chr_II.g5400.t2","trans only","II"
"female","no DE","Cbr",0.00955980581199248,-1.00960417426563,"sig",0.000257268338202216,"II.g5060.t1__Cnig_chr_II.g5402.t1","trans only","II"
"female","no DE","Cni",-0.439620447507571,1.1771748515551,"sig",0.00155890259914254,"II.g5061.t3__Cnig_chr_II.g5403.t1","trans only","II"
"female","no DE","no DE",0.00824148096597923,0.348311769331165,"non sig",0.584682407366677,"II.g5062.t1__Cnig_chr_II.g5404.t2","conserved","II"
"female","no DE","Cni",0.00829054878870099,3.39134747311301,"sig",0.00201617353422459,"II.g5063.t1__Cnig_chr_II.g5405.t1","trans only","II"
